V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.422158,-0.447463,-0.305655,1.693456,-0.031283,-0.073585,0.433758,-0.93715,-0.290333,-1.234258,0.558985,-0.306495,-0.687257,0.774836,12.536074,2.513852,10.475453,3.969688,3.346632,4.880861,-0.53355,greater than 25.825956
-0.564262,-0.384068,0.220427,1.95393,0.650124,-0.296945,-0.004069,-0.067895,-0.148352,0.462337,1.035422,0.839848,0.396644,-0.511764,-3.946753,9.676629,-9.152727,-12.926417,-13.746419,-0.740752,20.268062,less than 1.087409
-0.64365,-0.679841,0.093381,1.676371,0.717605,-0.781035,0.304338,-0.176581,-1.104554,0.562051,0.232129,1.11981,-0.902364,-0.871453,3.447227,-12.95922,11.774887,2.502112,15.93955,-2.199301,-10.672633,between 1.087409 and 12.865976
0.564459,-0.301945,0.107401,1.313951,-0.039702,0.141993,0.068581,0.235881,0.044632,-0.058636,-0.752324,0.185041,-0.054204,-0.474618,-23.756796,7.367985,-11.238996,10.597022,-2.184646,-0.618023,6.247373,less than 1.087409
-0.237473,-0.168964,0.002337,1.761602,0.350165,-0.011554,0.059607,-1.766429,-0.050607,-1.169134,-0.666337,-0.090287,-1.442978,1.554096,-13.552713,-6.847927,-4.301102,25.540342,3.737852,-0.842138,-20.511736,less than 1.087409
0.039828,-0.181027,-0.070779,1.380512,0.316138,-0.003241,0.252101,0.093668,0.6775,-0.464827,-1.964226,-0.645011,0.211283,1.629523,1.307144,-2.301929,2.101498,0.004816,2.199139,-0.67382,-5.358528,greater than 25.825956
-0.602118,-0.334777,0.152097,1.75535,0.528859,-0.422762,0.234524,0.837966,1.259415,-0.164681,-1.667576,-1.769248,1.279618,1.321272,3.946804,-7.770563,-1.483916,17.589927,18.983108,9.20003,-17.071067,between 1.087409 and 12.865976
-0.207775,-0.300311,-0.190044,1.819214,-0.090219,0.022313,0.419182,0.008675,0.025255,-0.111404,0.012141,-0.008849,-0.018724,0.041435,-2.978597,-1.703465,5.650552,-2.166443,1.252533,2.944231,-1.732056,less than 1.087409
-0.089746,-0.475863,0.044915,1.487399,0.048545,0.071412,0.253471,-3.325552,0.787764,-2.241919,1.312382,-0.601683,-0.710882,1.257801,2.680129,-11.093433,-7.621194,-7.918989,-0.957953,-5.630628,-0.451723,between 12.865976 and 25.825956
-0.694072,-0.452484,0.071609,1.857609,0.757818,-0.359854,0.110241,-0.413099,-0.832216,0.346974,0.614387,1.224653,-0.917216,-0.556547,1.280666,-14.321473,10.884479,14.643091,18.567437,2.228485,-19.901154,between 1.087409 and 12.865976
-0.20388,-0.408099,0.106113,1.781734,0.057498,0.136623,0.396934,2.249664,-0.680889,0.713739,-1.521932,0.438189,0.002272,-1.525315,-3.006957,-0.297993,-7.443025,-14.91417,-0.874478,-1.931432,-4.913443,between 1.087409 and 12.865976
-0.118225,-0.258499,-0.163205,1.453239,0.311332,-0.149772,0.240593,-0.371955,-0.836158,0.245086,1.800464,0.575054,-0.537749,-1.447844,2.450094,-3.086509,9.458281,10.787293,3.505439,0.602412,-13.188994,greater than 25.825956
-0.510673,-0.363114,-0.027834,1.641609,0.329553,-0.280193,0.289692,0.138486,0.367519,-0.446662,-1.119302,-0.589234,0.05591,0.937545,-2.642437,-7.947728,4.297543,19.491447,13.199365,-2.348433,-14.661477,between 1.087409 and 12.865976
-0.272429,-0.368672,-0.258343,1.76166,-0.042561,-0.062844,0.445266,-2e-06,-2e-06,0.008976,-1.1e-05,0.02324,0.003392,-0.002741,-0.021185,7.1e-05,-0.06999,0.059636,-0.104264,-0.074303,0.14783,between 1.087409 and 12.865976
-0.291697,-0.382112,-0.118771,1.818685,0.582266,-0.211021,-0.002534,-0.690281,0.000766,-0.30409,-1.225364,-0.572441,-0.916907,1.169017,-0.158589,-0.364349,5.675775,16.789685,3.859941,6.175563,-11.006796,between 12.865976 and 25.825956
0.446335,-0.678999,0.250344,1.106952,0.127022,0.10747,0.011042,-0.697364,0.105649,0.170222,1.224084,-0.124027,0.181032,0.476442,-23.651721,10.696617,-8.964552,16.334072,-2.683259,-2.491791,9.881355,less than 1.087409
