longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-117.66,33.63,16,3299.0,610.0,1967.0,604.0,5.5085,between 179700.0 and 264725.0
-118.28,34.07,24,3247.0,1281.0,2642.0,1182.0,2.4632,between 179700.0 and 264725.0
-122.07,37.89,38,2139.0,343.0,809.0,340.0,5.5636,greater than 264725.0
-122.29,37.81,50,760.0,190.0,377.0,122.0,0.9011,less than 119600.0
-117.7,35.6,16,2678.0,483.0,1473.0,487.0,3.858,less than 119600.0
-117.11,32.75,34,2131.0,594.0,1373.0,562.0,2.113,less than 119600.0
-118.02,33.76,25,1759.0,404.0,1404.0,385.0,3.6289,between 179700.0 and 264725.0
-120.65,35.28,32,896.0,240.0,548.0,231.0,2.5455,between 119600.0 and 179700.0
-117.14,32.72,45,1140.0,310.0,840.0,339.0,1.6156,between 119600.0 and 179700.0
-116.85,34.98,26,3606.0,792.0,1683.0,608.0,2.6587,less than 119600.0
-119.75,36.8,25,2718.0,504.0,1257.0,465.0,2.3333,less than 119600.0
-121.54,39.51,33,3585.0,757.0,1887.0,765.0,2.502,less than 119600.0
-118.38,34.02,31,1893.0,450.0,819.0,426.0,4.3077,between 119600.0 and 179700.0
-117.11,32.76,31,2293.0,549.0,1108.0,557.0,3.3854,between 179700.0 and 264725.0
-117.3,34.13,52,1859.0,395.0,968.0,333.0,1.2034,less than 119600.0
-118.85,34.04,21,3837.0,578.0,1509.0,509.0,8.4476,greater than 264725.0
-118.02,34.12,36,1471.0,246.0,751.0,230.0,5.4555,greater than 264725.0
-118.07,33.91,35,2228.0,463.0,1558.0,427.0,4.023,between 119600.0 and 179700.0
-118.17,34.03,43,1636.0,506.0,1855.0,502.0,2.2902,between 119600.0 and 179700.0
-121.28,38.64,19,3574.0,669.0,1373.0,643.0,3.6298,between 179700.0 and 264725.0
-121.81,37.41,25,2496.0,351.0,1034.0,367.0,7.0544,greater than 264725.0
-120.62,37.35,20,1457.0,372.0,1000.0,346.0,1.4615,less than 119600.0
-121.24,38.64,13,4491.0,689.0,1657.0,667.0,5.259,between 179700.0 and 264725.0
-121.22,38.16,24,4411.0,776.0,2038.0,732.0,3.475,between 119600.0 and 179700.0
-118.51,34.28,34,3580.0,565.0,1694.0,524.0,5.4065,between 179700.0 and 264725.0
-121.75,38.55,26,4802.0,950.0,2199.0,939.0,3.7452,between 179700.0 and 264725.0
-121.61,37.86,30,1428.0,287.0,989.0,287.0,3.691,between 119600.0 and 179700.0
-119.09,36.21,43,1335.0,280.0,943.0,288.0,1.9861,less than 119600.0
-120.45,37.31,20,4379.0,753.0,2055.0,716.0,3.7652,between 119600.0 and 179700.0
-117.78,33.68,19,2500.0,331.0,1027.0,327.0,6.115,greater than 264725.0
-122.09,37.64,36,1885.0,307.0,853.0,271.0,4.1141,between 119600.0 and 179700.0
-117.55,34.0,17,3583.0,700.0,1587.0,719.0,2.6979,less than 119600.0
-118.2,33.92,36,414.0,104.0,477.0,130.0,3.6719,between 119600.0 and 179700.0
-118.4,34.21,45,972.0,181.0,554.0,187.0,4.8194,between 179700.0 and 264725.0
-117.08,32.71,27,2204.0,598.0,1656.0,521.0,1.4821,less than 119600.0
-119.25,34.26,30,2948.0,827.0,1635.0,750.0,2.67,between 179700.0 and 264725.0
-122.07,37.92,26,3872.0,739.0,1629.0,684.0,4.4312,between 179700.0 and 264725.0
-116.99,32.74,17,3101.0,547.0,1410.0,486.0,3.1771,between 179700.0 and 264725.0
-122.02,36.97,39,2124.0,661.0,1365.0,606.0,1.6642,greater than 264725.0
-118.19,34.14,46,2387.0,488.0,1181.0,456.0,3.6058,between 179700.0 and 264725.0
-119.34,36.32,6,3266.0,604.0,1769.0,580.0,3.1574,less than 119600.0
-117.26,32.81,25,2076.0,586.0,1060.0,554.0,2.8421,between 179700.0 and 264725.0
-117.5,33.93,19,4741.0,835.0,2903.0,796.0,4.3723,between 119600.0 and 179700.0
-117.26,32.81,37,1616.0,421.0,650.0,395.0,2.92,greater than 264725.0
-121.3,38.74,41,4374.0,1039.0,2387.0,959.0,2.3611,less than 119600.0
-116.97,32.74,14,7410.0,1344.0,3597.0,1274.0,4.2192,between 119600.0 and 179700.0
-117.12,32.7,14,819.0,237.0,827.0,237.0,1.3194,less than 119600.0
-118.21,33.88,31,1332.0,417.0,1405.0,363.0,2.0125,between 119600.0 and 179700.0
-118.33,33.83,5,13038.0,2679.0,5272.0,2523.0,5.5023,greater than 264725.0
-122.2,37.78,39,1752.0,399.0,1071.0,376.0,3.1167,between 119600.0 and 179700.0
-119.73,34.35,20,1648.0,319.0,905.0,307.0,4.375,greater than 264725.0
-122.28,41.38,15,5266.0,1031.0,2147.0,885.0,2.8036,less than 119600.0
-119.05,35.3,9,10822.0,1994.0,6241.0,1906.0,4.0631,less than 119600.0
-121.8,37.31,21,2630.0,446.0,1789.0,389.0,5.0543,between 179700.0 and 264725.0
-116.88,33.05,11,7217.0,1583.0,4197.0,1502.0,2.8827,between 119600.0 and 179700.0
-118.13,34.02,43,396.0,91.0,261.0,73.0,2.9044,between 119600.0 and 179700.0
-117.76,33.98,3,9662.0,1385.0,2497.0,856.0,6.7172,greater than 264725.0
-121.27,38.66,19,1891.0,266.0,678.0,255.0,6.1872,between 179700.0 and 264725.0
-117.77,33.55,28,2024.0,297.0,617.0,274.0,6.7861,greater than 264725.0
-118.04,33.83,20,1488.0,312.0,972.0,283.0,4.055,between 179700.0 and 264725.0
-121.58,39.15,38,1756.0,396.0,837.0,401.0,1.9122,less than 119600.0
-118.14,33.97,31,1161.0,267.0,1175.0,282.0,3.0114,between 119600.0 and 179700.0
-122.32,37.55,44,2151.0,411.0,849.0,370.0,4.4583,greater than 264725.0
-118.99,34.23,9,10618.0,1617.0,4830.0,1606.0,6.6246,greater than 264725.0
-118.92,34.4,23,1290.0,283.0,1060.0,279.0,3.3152,between 179700.0 and 264725.0
-122.08,37.36,31,2717.0,376.0,1001.0,381.0,9.281,greater than 264725.0
-117.4,34.09,5,6190.0,993.0,3615.0,963.0,4.4034,between 119600.0 and 179700.0
-121.54,38.5,15,6093.0,1051.0,2415.0,997.0,4.2075,between 179700.0 and 264725.0
-118.35,33.9,22,1127.0,287.0,697.0,241.0,3.3971,between 179700.0 and 264725.0
-117.93,33.64,15,1707.0,514.0,1335.0,434.0,2.7543,between 119600.0 and 179700.0
-121.83,36.6,30,2748.0,502.0,1491.0,535.0,4.3472,between 179700.0 and 264725.0
-119.59,34.39,35,622.0,170.0,278.0,139.0,3.6969,greater than 264725.0
-122.26,37.83,52,1443.0,311.0,660.0,292.0,3.0125,between 179700.0 and 264725.0
-121.95,37.74,19,5721.0,837.0,2653.0,813.0,6.2631,greater than 264725.0
-118.33,33.82,26,5591.0,934.0,2824.0,939.0,6.5861,greater than 264725.0
-117.88,33.7,17,5122.0,1544.0,2966.0,1339.0,3.4835,less than 119600.0
