longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-117.11,32.79,16,1791.0,518.0,1006.0,491.0,3.5179,between 119600.0 and 179700.0
-117.83,34.14,26,8254.0,1153.0,3460.0,1131.0,6.5253,greater than 264725.0
-121.08,38.67,10,2499.0,331.0,1040.0,333.0,6.844,between 179700.0 and 264725.0
-122.29,37.81,26,768.0,152.0,392.0,127.0,1.7719,less than 119600.0
-117.61,33.45,6,950.0,184.0,426.0,186.0,4.7237,between 179700.0 and 264725.0
-117.19,34.06,21,6107.0,1559.0,2805.0,1444.0,2.5643,less than 119600.0
-117.65,33.49,16,2223.0,454.0,628.0,382.0,4.3603,between 179700.0 and 264725.0
-118.26,33.96,39,1255.0,323.0,902.0,327.0,1.5812,less than 119600.0
-122.22,37.78,44,2968.0,710.0,2269.0,610.0,2.3906,less than 119600.0
-122.18,37.75,45,990.0,261.0,901.0,260.0,2.1731,less than 119600.0
-117.27,34.45,8,6463.0,1095.0,3213.0,1031.0,3.2215,less than 119600.0
-122.65,38.23,52,1923.0,393.0,910.0,345.0,3.45,between 179700.0 and 264725.0
-122.08,37.61,26,2261.0,443.0,1039.0,395.0,3.7931,between 179700.0 and 264725.0
-122.18,37.78,50,1642.0,322.0,713.0,284.0,3.2984,between 119600.0 and 179700.0
-115.56,32.79,20,2372.0,835.0,2283.0,767.0,1.1707,less than 119600.0
-118.21,34.64,16,2573.0,427.0,1273.0,426.0,5.9508,between 179700.0 and 264725.0
-118.1,34.17,46,1774.0,315.0,753.0,330.0,4.7241,greater than 264725.0
-117.24,34.15,26,2041.0,293.0,936.0,375.0,6.0,between 119600.0 and 179700.0
-118.46,34.06,46,1302.0,215.0,482.0,226.0,7.0674,greater than 264725.0
-117.91,33.82,29,1444.0,326.0,1038.0,271.0,2.3843,between 179700.0 and 264725.0
-118.45,34.28,36,2602.0,638.0,2780.0,620.0,2.7155,between 119600.0 and 179700.0
-119.04,36.07,17,2623.0,659.0,1912.0,618.0,1.5893,less than 119600.0
-121.42,38.5,24,7740.0,1539.0,4333.0,1397.0,3.025,less than 119600.0
-117.11,32.7,34,2028.0,522.0,1797.0,464.0,1.7402,less than 119600.0
-117.71,34.12,20,11250.0,1893.0,4952.0,1859.0,5.6785,between 179700.0 and 264725.0
-118.44,34.0,44,1462.0,338.0,821.0,341.0,2.599,greater than 264725.0
-118.57,34.21,23,4891.0,793.0,2447.0,765.0,5.8798,greater than 264725.0
-121.85,37.66,14,4236.0,701.0,1833.0,663.0,5.6399,greater than 264725.0
-120.46,34.64,11,562.0,164.0,504.0,147.0,2.0161,less than 119600.0
-117.08,33.12,37,1060.0,268.0,823.0,229.0,1.8363,between 119600.0 and 179700.0
-117.11,33.23,13,5819.0,919.0,2228.0,866.0,4.9335,greater than 264725.0
-117.5,33.92,31,2529.0,513.0,1504.0,426.0,2.9821,less than 119600.0
