longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-117.02612,32.76072,37.227154,1506.7103,554.6443,1618.9921,493.6687,0.8200588,less than 119600.0
-122.37501,37.80963,22.621017,5006.1484,1124.3484,2153.7913,912.6272,3.1618254,less than 119600.0
-118.50294,33.81863,19.526186,2791.0886,460.78864,1053.7283,479.89438,11.035874,greater than 264725.0
-117.26756,32.96129,35.45604,3855.5986,1116.2068,2431.7163,1127.2106,2.8009043,between 119600.0 and 179700.0
-121.59248,37.03637,28.508427,1795.7264,296.46005,996.99817,285.57895,4.526257,between 119600.0 and 179700.0
-118.58351,33.922493,38.169132,2639.492,656.033,1804.1555,639.30634,2.6321805,greater than 264725.0
-117.13944,32.62304,34.24046,2201.7393,455.7799,1226.47,433.5628,4.334293,between 119600.0 and 179700.0
-118.52088,34.20911,17.858906,1281.5032,165.48267,596.1384,172.31244,7.532092,greater than 264725.0
-117.97811,33.678074,9.684751,1535.6056,254.51761,736.8009,265.72797,5.016053,greater than 264725.0
-117.66315,33.724117,32.76781,1642.3119,283.44885,374.33817,192.29512,3.8699071,between 119600.0 and 179700.0
-117.69293,33.675873,21.61385,1329.6779,284.57175,959.8135,245.89386,3.799722,between 179700.0 and 264725.0
-121.68776,37.12469,60.089317,734.73,65.37702,361.0717,77.923584,2.0863721,less than 119600.0
-117.47615,33.892593,14.179465,7714.729,1403.241,3755.6267,1412.9109,2.7081661,between 119600.0 and 179700.0
-121.80199,37.337273,20.454582,4052.0374,708.229,1452.0458,660.85236,5.2529087,greater than 264725.0
-118.1276,33.89925,27.386454,1842.7852,453.46625,1467.6453,481.94763,3.1985047,between 179700.0 and 264725.0
-118.151955,33.894714,26.53442,2024.3821,411.79285,732.4075,417.89594,5.2350583,between 119600.0 and 179700.0
-121.56796,38.41683,35.54768,1668.3835,311.86185,907.48566,318.5109,2.7354913,between 179700.0 and 264725.0
-117.10546,32.736748,28.17017,4672.6255,1175.1968,2721.5046,1107.7899,2.2003562,between 119600.0 and 179700.0
-118.4194,33.98271,35.61379,1261.8237,267.9755,805.76715,291.79373,4.6406016,between 179700.0 and 264725.0
-118.78177,35.45027,2.913819,8729.839,1930.8751,3923.038,1744.861,2.6438057,less than 119600.0
-117.2388,32.80212,36.488144,5658.96,1124.3508,3383.7083,1079.0983,3.6033006,between 119600.0 and 179700.0
-121.60115,37.022038,19.091934,763.60925,230.7816,593.8577,229.75635,2.464596,between 119600.0 and 179700.0
-118.34967,34.11506,38.179543,228.83607,-40.050785,390.79605,2530.9788,-4.8361783,between 119600.0 and 179700.0
-117.025475,32.692753,11.192642,2124.4143,509.48663,1459.2244,518.1221,2.705177,between 179700.0 and 264725.0
-118.89084,35.476925,23.955338,3352.6113,688.7299,1931.0646,762.4512,2.9804003,less than 119600.0
-122.12718,37.95348,38.77911,2251.3967,489.32846,1482.5123,482.04752,2.6590638,between 119600.0 and 179700.0
-118.02497,34.100864,18.298143,1224.2561,108.96699,676.2496,168.09772,12.612447,greater than 264725.0
-122.57182,39.025978,31.02675,1766.7537,454.00458,1607.1915,429.13684,2.402627,less than 119600.0
-122.56023,39.07742,4.756192,4246.5483,602.3965,1424.2545,637.69226,5.7385893,between 179700.0 and 264725.0
-117.87993,34.10151,5.4634533,2254.559,477.94788,1054.9055,451.95276,5.863574,greater than 264725.0
-121.850716,37.26379,9.513777,1480.0598,240.99203,393.15933,181.64668,7.1074543,greater than 264725.0
-118.387474,33.970036,32.518898,1450.5103,271.92252,333.68164,97.38342,6.957754,greater than 264725.0
-120.61486,38.15839,51.764324,2042.8071,449.14435,1227.9181,419.1265,1.2584978,less than 119600.0
-120.92591,37.73688,35.175034,1934.2393,383.42725,863.2326,372.19238,2.7878015,less than 119600.0
-118.034096,33.82828,30.946413,4438.0015,1339.8097,4066.8586,1273.6106,1.186156,less than 119600.0
-118.365715,33.883247,21.602692,3088.3723,658.07465,1663.0007,634.3288,4.3031607,between 179700.0 and 264725.0
-122.245056,37.800896,38.299297,1354.8411,255.72502,978.3394,207.9532,2.7041707,less than 119600.0
-117.63224,33.654552,13.91025,1847.1549,421.37766,997.0679,456.2636,4.929444,greater than 264725.0
-117.78099,34.16469,38.45657,1045.9795,244.98233,620.4744,248.0602,2.7037666,less than 119600.0
-118.046616,33.87049,23.130863,2445.6677,535.03455,1336.3928,510.84558,4.719023,between 119600.0 and 179700.0
-121.8156,37.58559,25.940681,3251.7107,632.13824,1438.3785,549.50464,4.07719,between 179700.0 and 264725.0
-118.19175,34.04007,29.294027,5740.48,682.44476,1632.836,641.374,8.381319,greater than 264725.0
-118.24312,34.115124,41.412395,3494.9263,752.61304,2430.4968,696.1411,3.7268298,between 119600.0 and 179700.0
-122.30418,37.836555,51.056366,1232.3774,226.88704,441.34738,163.83408,3.3330462,between 119600.0 and 179700.0
