longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.35401,34.372612,44.850967,4430.3813,893.1081,2628.7344,771.88855,5.719533,between 179700.0 and 264725.0
-118.5435,34.321423,21.10982,-1959.5583,-203.81671,60.241386,3665.809,-2.0138388,less than 119600.0
-119.03838,34.534225,19.165339,1246.8761,294.2673,379.26385,279.78845,2.4251387,less than 119600.0
-117.89772,33.630795,20.486294,3300.6228,993.9841,2256.6445,742.214,2.8798442,less than 119600.0
-117.76862,33.78004,40.37167,1577.3667,405.50287,1956.3821,379.90536,2.4749959,greater than 264725.0
-120.81309,37.137585,22.961115,1072.1216,302.34344,665.863,275.71027,1.5442702,less than 119600.0
-117.958855,33.786285,32.55889,1908.2958,425.41574,1279.7288,415.9299,3.5671835,greater than 264725.0
-117.191284,32.978844,32.05034,1795.5007,439.8093,1469.9307,394.10043,2.6136584,between 179700.0 and 264725.0
-117.782455,33.89232,22.041723,1747.016,480.56445,1016.86395,447.2192,1.887114,between 179700.0 and 264725.0
-117.43679,33.31265,16.918161,1642.913,227.57799,627.0532,236.23459,3.667479,greater than 264725.0
-121.188416,36.479618,33.296688,1635.8612,452.51917,2194.9478,436.2727,1.0387645,less than 119600.0
-117.3692,33.750885,34.73088,1682.8156,447.70712,2021.4971,404.94223,1.1553451,between 119600.0 and 179700.0
-121.756584,37.315792,33.596134,4529.632,1154.7236,3100.7542,1091.4646,3.671489,between 119600.0 and 179700.0
-117.93501,37.245323,34.804077,4999.8496,1265.1246,3699.3057,1181.5186,2.4419775,less than 119600.0
-117.572426,33.882343,19.70093,5526.8774,1276.7449,3121.5662,1279.7148,3.4307113,greater than 264725.0
-118.737175,35.32365,15.539692,2438.289,566.39557,1618.9958,506.37396,2.9459307,between 179700.0 and 264725.0
-122.03136,37.389774,19.172726,6257.7065,899.0259,2455.183,844.84955,5.1318417,greater than 264725.0
-117.81322,33.89613,18.393187,2960.5789,485.45828,1220.1144,454.65033,4.2233853,between 179700.0 and 264725.0
-118.451805,34.108665,36.832897,2211.257,529.5521,1249.1348,560.8926,2.5353415,between 179700.0 and 264725.0
-122.87132,37.963997,29.684479,1700.1045,545.54913,620.9168,108.30951,2.856297,between 119600.0 and 179700.0
-117.19548,32.9576,19.761847,1466.5063,435.62048,602.9708,434.04422,2.9710586,greater than 264725.0
-119.03145,34.326267,28.955385,4441.216,1094.2745,1872.2129,1026.9983,6.07118,greater than 264725.0
-117.02655,32.972256,30.053226,2812.1858,553.6213,1338.5756,508.62537,5.4629817,greater than 264725.0
-121.919,37.31895,29.36851,2900.2356,519.7508,1294.1931,423.2394,5.802544,between 119600.0 and 179700.0
-122.40025,37.649815,29.762604,6954.368,995.38196,2989.9878,923.8032,4.995291,between 179700.0 and 264725.0
-118.01724,34.174545,31.835014,2782.8052,501.66736,1476.7325,475.31458,4.139994,less than 119600.0
-117.20697,33.017925,36.47039,2156.6516,631.50793,2135.5945,552.5944,3.0688396,between 179700.0 and 264725.0
-117.80179,33.95465,12.065739,2046.5156,577.4651,2053.4163,515.40485,2.4221306,less than 119600.0
-118.165855,33.844566,10.507872,1343.3159,346.74216,879.6456,318.4539,2.1552815,between 179700.0 and 264725.0
-117.547195,33.0093,30.37448,2897.0935,850.38354,2029.3655,750.81165,2.3350587,between 179700.0 and 264725.0
-118.74185,33.95416,20.130703,5294.4546,1189.6888,2819.742,963.3489,3.6187656,between 179700.0 and 264725.0
-122.73011,39.22024,36.137424,1349.8376,399.5364,879.4379,291.31882,2.1932776,less than 119600.0
