longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-121.74883,38.753677,11.957314,4800.1016,637.15533,1311.7899,625.3083,6.7874246,greater than 264725.0
-117.50721,34.11542,18.849768,2504.2988,480.8875,1117.537,473.7909,2.5439591,less than 119600.0
-117.43646,34.245514,20.14104,6950.6875,905.7419,3322.502,823.89087,3.8316717,less than 119600.0
-122.541916,38.31632,28.218117,1973.574,464.52698,1256.9663,417.58133,3.4700994,between 119600.0 and 179700.0
-121.48304,38.20086,24.305935,5927.3276,1139.8567,3801.2058,1027.0896,3.5635235,between 179700.0 and 264725.0
-118.416985,34.37926,33.56141,2078.9038,539.6428,1896.0001,484.8539,1.4875487,less than 119600.0
-118.39169,33.99852,36.745457,1830.8711,468.97803,1203.5502,379.45132,1.5921971,less than 119600.0
-117.505005,33.581364,41.85483,2127.2454,597.81177,1149.1609,503.80734,2.0597763,less than 119600.0
-118.49402,34.133705,41.309525,2867.6262,548.8038,975.95966,479.678,4.216196,between 179700.0 and 264725.0
-118.03754,34.24808,42.58051,1834.4962,347.41583,859.29254,316.47885,3.5139635,between 179700.0 and 264725.0
-117.25813,34.030674,44.28781,1085.6206,242.80215,506.12262,229.22253,2.9034922,between 179700.0 and 264725.0
-122.28444,37.97523,26.791979,2258.2651,444.24905,1306.1675,437.38165,4.138779,between 179700.0 and 264725.0
-118.53512,33.97434,46.19735,1893.0364,536.9892,1585.134,520.3444,1.5026046,less than 119600.0
-118.51433,33.99527,19.934278,2399.1162,461.74393,665.3795,425.46246,4.8180766,between 179700.0 and 264725.0
-117.50754,32.882954,12.376233,1705.6755,516.443,1572.6134,455.18082,2.6136947,between 119600.0 and 179700.0
-122.51471,37.70956,19.993057,1576.688,430.8921,1093.9552,338.58856,1.2493864,less than 119600.0
-119.76816,36.354458,18.028784,3254.1895,643.0708,1505.7495,586.4808,3.400457,less than 119600.0
-117.67463,33.182243,21.56803,2244.0464,441.77438,1239.2789,421.51562,2.779074,less than 119600.0
-122.43885,37.85409,45.59866,2867.8923,416.50885,1121.768,467.17825,3.9498081,greater than 264725.0
-120.80168,38.815052,7.6035647,3192.4666,724.3515,1724.5082,679.4841,5.3447146,less than 119600.0
-122.54141,38.34315,14.325655,5179.5327,919.7203,2639.3774,867.4033,5.7340655,greater than 264725.0
-117.746445,33.330994,26.346203,1802.5796,487.29572,1482.0228,407.94824,1.9398694,less than 119600.0
-122.36995,37.915577,23.574389,1294.3107,290.06552,804.0864,295.4199,1.9066583,less than 119600.0
-117.89103,34.317493,34.14941,10700.568,1428.3406,2827.735,1367.2196,5.356067,between 179700.0 and 264725.0
-122.39101,37.904846,42.12705,1027.582,154.92859,611.8263,171.1381,6.246252,greater than 264725.0
-120.189926,37.41758,48.289295,1287.036,291.57684,575.2222,321.44308,4.7613306,between 179700.0 and 264725.0
-117.80134,34.13579,25.173643,4297.7456,1216.4036,2801.4365,1123.0117,2.1470037,between 119600.0 and 179700.0
-122.13048,37.677822,23.589005,1138.1035,287.5305,881.46136,273.27237,1.3321106,less than 119600.0
-118.34692,34.222176,32.588947,3466.6233,778.4846,2443.0444,702.79456,2.7542768,between 119600.0 and 179700.0
-117.44504,33.42811,31.149052,1566.1796,271.17215,689.6229,304.2723,5.0538707,between 179700.0 and 264725.0
-119.55215,36.173065,6.8264923,2743.6355,579.46826,1763.4628,543.3612,2.174059,less than 119600.0
-122.15855,37.869087,35.531906,1202.2639,371.61053,934.24713,361.20358,2.1100137,less than 119600.0
