longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-120.16324,37.053402,14.223819,1380.0472,324.58896,1002.37164,362.59735,2.483484,less than 119600.0
-122.19788,38.01028,48.886856,998.3141,250.789,434.23004,250.74074,1.6853333,less than 119600.0
-117.681595,33.570515,18.054178,2467.523,526.18274,1699.6842,514.5873,4.905801,between 179700.0 and 264725.0
-117.069595,32.407646,32.996815,1471.9644,464.93097,1137.1737,453.2341,2.3888261,less than 119600.0
-121.02491,34.75362,22.430206,2244.5896,344.6759,1012.44257,327.74954,8.329904,greater than 264725.0
-118.50537,33.82369,24.554085,2033.5038,587.78613,1685.301,594.3841,1.6978024,less than 119600.0
-120.007355,36.5869,37.591408,2532.2415,574.5585,1509.5105,509.01633,2.0373898,less than 119600.0
-121.94316,37.394028,33.294243,1921.0994,395.84543,887.4059,334.29108,1.6958528,less than 119600.0
-121.51354,39.519962,44.187927,991.2403,115.32801,62.996296,-13.706337,7.0834804,greater than 264725.0
-117.502144,33.700962,20.920816,2579.7832,546.8537,1705.7372,517.11444,4.2244654,less than 119600.0
-117.76695,33.47689,40.869076,1158.5417,252.05347,879.23395,245.57524,1.5390077,between 119600.0 and 179700.0
-121.92603,37.481834,12.676559,3801.2886,702.3355,1428.3241,696.15784,6.687865,greater than 264725.0
-117.5553,33.58694,24.758982,1715.6565,221.20862,344.69547,199.46007,5.7281127,greater than 264725.0
-117.913185,34.41674,23.660152,1057.6284,295.8605,1000.71014,253.4106,1.7459816,between 119600.0 and 179700.0
-119.075195,35.87895,25.30635,3343.9438,606.7245,1439.3574,575.8678,3.9759307,between 119600.0 and 179700.0
-117.707245,33.071663,17.458204,3813.6904,540.66516,1386.9055,478.10922,8.1142435,greater than 264725.0
-122.4742,39.01442,38.416557,1225.1725,292.12894,323.12445,287.64975,1.7844453,less than 119600.0
-117.40527,33.742928,23.581816,2639.2944,406.2516,1151.4052,425.62943,3.617368,less than 119600.0
-121.83954,39.4339,36.87303,4731.187,734.05896,1715.1266,619.8832,8.247131,greater than 264725.0
-122.35385,38.625416,52.305534,1265.6342,250.24854,380.89966,246.408,1.0615149,between 179700.0 and 264725.0
-120.53975,37.447975,26.48157,2970.302,484.99802,1027.8721,438.00058,3.9710457,less than 119600.0
-119.618866,36.530453,22.679419,1991.9083,445.81146,1213.2415,437.76868,2.9165418,between 119600.0 and 179700.0
-117.142006,34.053883,34.305267,1122.031,365.21274,1066.1602,318.71158,0.28630885,less than 119600.0
-120.76157,35.33083,21.520395,288.4018,144.3559,480.2167,108.886055,1.1077242,less than 119600.0
-120.83361,37.82033,28.36086,1776.6918,223.2785,789.1312,219.73155,7.116186,greater than 264725.0
-122.25623,37.69695,38.544857,2520.0615,506.58347,1465.0702,512.5342,3.7615464,between 179700.0 and 264725.0
-119.67918,37.374413,35.78699,3071.5447,497.6977,1483.2974,464.1734,2.5028849,less than 119600.0
-119.06694,36.4391,24.480068,2201.5046,586.82025,1425.313,642.3686,2.497429,less than 119600.0
-119.073296,34.921116,35.21796,1082.2794,325.4724,972.2025,324.47675,2.0214207,less than 119600.0
-117.20308,32.514675,48.89529,2307.303,593.5506,1371.6676,561.79944,1.9842488,less than 119600.0
-117.41214,32.874878,20.961794,1863.2565,352.9826,917.6674,347.11838,3.0819316,between 119600.0 and 179700.0
-118.95154,33.927162,26.25713,3619.641,711.5931,1639.08,679.4861,5.3021054,between 179700.0 and 264725.0
