longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-122.21159,41.330513,32.391354,1671.435,278.1638,762.29364,261.92822,5.2711325,between 179700.0 and 264725.0
-116.99736,32.780266,27.860159,3422.9192,1301.7584,2887.8093,1179.2402,2.3559158,less than 119600.0
-121.92145,37.842274,27.648237,2125.4915,391.9177,700.91284,380.81546,4.534115,between 179700.0 and 264725.0
-122.08609,37.709816,31.344296,3568.0732,771.1847,1684.0082,658.3591,4.659979,between 179700.0 and 264725.0
-117.181656,32.71539,20.75334,4329.7524,832.5856,1802.6691,750.8583,6.9862423,greater than 264725.0
-117.20208,32.729073,33.473175,2734.6228,750.5573,2174.416,680.9984,2.320898,less than 119600.0
-122.44333,42.125866,26.943869,3093.7317,595.64325,1852.7618,585.5784,2.7861555,less than 119600.0
-117.75001,33.944996,19.732252,1345.8209,303.3045,1252.6915,288.73923,1.964137,between 179700.0 and 264725.0
-121.90102,37.37897,15.159956,10978.832,2379.8594,5355.286,-432.79453,4.9992294,between 179700.0 and 264725.0
-116.9586,32.724545,16.351732,4500.005,984.3142,1910.1958,659.3358,2.9366357,less than 119600.0
-120.23211,37.010895,32.95356,2170.251,441.59998,1036.3271,401.44247,5.512756,between 179700.0 and 264725.0
-117.14917,33.97494,42.843246,3053.922,615.9544,1324.181,593.33203,1.6066341,less than 119600.0
-120.513565,37.55035,31.193476,2080.1897,493.92245,1025.855,462.65973,2.4798708,less than 119600.0
-120.92074,38.222996,7.2644625,10656.915,2172.1338,5609.627,2190.8257,3.0990152,less than 119600.0
-121.17762,38.974403,45.84946,1743.443,409.13013,1093.7499,366.90613,0.91129535,less than 119600.0
-118.37167,34.20323,43.48494,2003.1726,364.76712,2096.805,353.02573,5.21023,greater than 264725.0
-117.27869,33.841114,6.3752847,9189.929,1298.5405,5650.226,1361.2053,5.1140013,greater than 264725.0
-117.667244,33.775566,19.069094,2178.834,546.3799,1561.1105,533.9766,2.909869,less than 119600.0
-120.20548,36.500404,29.118484,2627.7349,426.1033,999.12494,430.75003,5.622398,between 179700.0 and 264725.0
-121.132965,39.049114,26.114798,3264.827,839.7956,1991.0144,833.79175,1.6242622,less than 119600.0
-121.25297,39.235703,25.753553,4499.8105,551.79974,2295.2786,562.8961,6.781465,greater than 264725.0
-121.77276,37.756798,32.106373,2763.593,693.19617,1550.9712,661.7906,1.0918473,less than 119600.0
-118.81438,35.22929,30.315512,2340.3667,456.36093,1552.904,446.55334,3.9071784,less than 119600.0
-120.30921,34.745132,27.003647,1741.2678,408.13803,977.99744,425.9911,3.3073487,between 179700.0 and 264725.0
