longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-117.135445,34.00095,37.610073,362.34775,95.75729,206.95604,101.29178,3.4908836,less than 119600.0
-121.938385,37.57953,9.134219,5810.007,1400.0958,2466.136,1303.1819,4.0345297,between 119600.0 and 179700.0
-120.74044,38.807896,10.957912,1968.6466,390.71265,824.54224,283.99542,4.1962333,less than 119600.0
-118.445625,34.116493,41.13688,1657.0396,377.8967,1474.8663,333.0563,3.2973595,between 119600.0 and 179700.0
-118.08209,34.18931,34.264305,2803.324,669.98706,2016.2605,672.9473,3.638686,between 179700.0 and 264725.0
-117.05228,32.883213,13.404088,2878.8684,499.45203,1645.4631,481.57687,3.4508026,less than 119600.0
-121.5686,38.712246,12.200868,1514.031,394.52383,1199.2767,277.9351,2.2441096,less than 119600.0
-120.84599,37.430775,5.0444207,8707.064,1693.9058,5352.0933,1560.4042,3.5988162,between 179700.0 and 264725.0
-121.929016,36.92117,29.816612,1212.4385,255.49008,934.99774,265.27686,3.72271,less than 119600.0
-121.61237,37.76529,8.968715,1624.3433,268.06543,631.3827,243.40439,5.3606744,between 179700.0 and 264725.0
-118.259995,34.12773,35.455685,11184.045,1791.129,5058.5303,1770.6115,6.648202,greater than 264725.0
-117.10171,33.50106,20.722746,6762.7715,1151.1971,2782.1807,1041.7969,5.300029,greater than 264725.0
-121.84091,37.561638,34.342026,1781.9816,317.15408,880.345,318.06595,2.2453964,less than 119600.0
-122.039604,38.63008,20.834373,2775.6838,454.0124,1377.4474,473.2662,4.555229,between 179700.0 and 264725.0
-118.77735,35.437622,51.395912,-25.44273,-1001.5388,24582.39,-697.7024,5.4877577,less than 119600.0
-119.504234,35.968094,21.860466,2854.7563,695.29346,1335.3744,685.1683,2.2491512,less than 119600.0
-117.514534,33.70432,44.235832,1555.8882,432.15555,1400.4728,434.72668,1.262668,between 179700.0 and 264725.0
-118.02462,33.58821,26.853111,5675.454,877.8839,2572.2085,841.87897,7.0290217,greater than 264725.0
-118.19762,33.980095,32.472755,3231.269,502.08084,1098.6248,483.71155,6.8015394,greater than 264725.0
-116.91531,32.706722,30.843311,2178.7249,479.61084,1460.395,410.38416,2.3686128,between 179700.0 and 264725.0
-122.20171,37.542976,24.224165,1079.0087,214.16994,564.92395,173.6158,2.6190376,between 119600.0 and 179700.0
-118.2932,34.14874,50.578392,1085.9701,264.47055,529.4076,240.59897,2.4357626,between 179700.0 and 264725.0
-122.46352,37.919666,34.181698,1336.2605,297.41077,505.9847,124.89671,0.6439862,less than 119600.0
-118.06587,34.150486,34.19178,2764.8782,770.7025,1849.597,683.6381,1.8244208,between 119600.0 and 179700.0
-122.24059,37.682568,46.76042,1545.254,371.36002,1021.17004,396.9402,0.43485174,less than 119600.0
-122.30686,38.14829,11.742875,2724.6328,780.88684,1805.554,721.83276,3.7519064,between 179700.0 and 264725.0
-118.78017,34.097725,35.67656,818.03894,205.79607,446.6308,200.12436,2.0057728,less than 119600.0
-117.664055,34.207867,35.768364,3608.8606,704.365,1253.9524,653.07947,4.1705155,greater than 264725.0
-117.3299,32.97635,34.71433,2165.181,509.10052,1245.5942,484.16443,3.0377307,between 179700.0 and 264725.0
-121.36475,38.619984,11.2948065,6420.088,1118.3182,2117.6533,1097.2367,5.247351,between 119600.0 and 179700.0
-116.89892,32.85324,29.83099,4235.91,573.20667,1699.5992,554.9162,6.0944333,greater than 264725.0
-123.168495,37.985455,21.9151,1588.9423,280.30493,972.4285,248.10121,4.9143295,between 179700.0 and 264725.0
-116.87357,32.776546,17.002724,3167.6802,526.5844,1193.1432,534.07574,5.056903,greater than 264725.0
-117.24859,34.157326,8.895513,10151.996,1343.3757,4291.569,1337.9692,7.6930027,greater than 264725.0
-118.31194,33.72624,17.923496,2359.7737,358.8336,593.6251,349.99384,9.276858,greater than 264725.0
-122.34288,37.60847,27.419914,2754.371,360.50748,837.98596,358.1366,8.983582,greater than 264725.0
-120.004326,36.756794,28.777233,1596.6472,347.11707,926.8255,363.7177,3.618029,between 179700.0 and 264725.0
-117.32141,32.830048,15.329437,3176.4375,834.2278,2176.7783,701.02686,2.6840184,between 179700.0 and 264725.0
-118.3577,34.07407,46.31486,-162.36862,8.79595,158.94339,-179.31494,2.4068782,between 179700.0 and 264725.0
-118.24684,33.854465,15.493504,1660.4072,296.2832,365.48328,259.83514,3.178512,greater than 264725.0
-121.98604,37.96438,15.678996,1181.3588,222.9895,405.97745,213.2347,3.5134234,between 179700.0 and 264725.0
-117.84366,33.720108,18.433674,743.4197,160.8629,475.45105,158.29117,5.0239854,greater than 264725.0
-122.153145,37.4193,27.451115,4419.603,795.8987,1642.8829,789.248,5.129572,greater than 264725.0
-122.19451,38.044933,41.17215,1309.1072,284.4754,1024.9305,309.09766,2.923576,between 179700.0 and 264725.0
-122.69344,38.219154,27.679087,2620.2822,488.0291,1258.7218,477.7889,5.177998,between 179700.0 and 264725.0
-118.30533,34.07153,51.773678,4173.0024,784.75385,1158.2971,666.93774,5.3367944,greater than 264725.0
-122.01477,37.632023,30.42946,946.1165,129.49258,626.7882,109.3906,2.7975333,between 119600.0 and 179700.0
-116.96845,32.734478,34.36094,777.42645,309.85495,860.30084,325.13397,1.819662,less than 119600.0
-118.48149,34.081123,31.654526,2361.0344,655.5913,1505.5033,613.22363,2.1440678,between 119600.0 and 179700.0
