frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
1250.0,4.0,0.3048,39.6,0.00579636,between 125.721 and 129.9955
800.0,0.0,0.3048,71.3,0.00266337,between 125.721 and 129.9955
500.0,5.4,0.1524,39.6,0.00485029,between 125.721 and 129.9955
5000.0,0.0,0.0508,71.3,0.000740478,greater than 129.9955
2000.0,3.0,0.3048,55.5,0.00452492,between 120.191 and 125.721
1600.0,8.4,0.0508,71.3,0.00529514,greater than 129.9955
1250.0,11.2,0.0508,71.3,0.014072,greater than 129.9955
10000.0,3.3,0.1016,39.6,0.00245138,less than 120.191
1600.0,7.3,0.2286,31.7,0.0132672,less than 120.191
630.0,12.7,0.0254,39.6,0.0130253,between 125.721 and 129.9955
250.0,9.9,0.1524,71.3,0.0193001,greater than 129.9955
4000.0,5.4,0.1524,71.3,0.00401199,between 120.191 and 125.721
315.0,8.9,0.1016,39.6,0.0124596,greater than 129.9955
1000.0,3.3,0.1016,71.3,0.00202822,greater than 129.9955
800.0,15.6,0.1016,71.3,0.0437259,between 120.191 and 125.721
800.0,0.0,0.1016,71.3,0.00121072,between 125.721 and 129.9955
800.0,4.0,0.2286,55.5,0.0042862,greater than 129.9955
2000.0,0.0,0.1524,55.5,0.00172668,between 125.721 and 129.9955
10000.0,1.5,0.3048,71.3,0.00336729,less than 120.191
10000.0,0.0,0.1016,55.5,0.00131983,between 120.191 and 125.721
1000.0,0.0,0.3048,71.3,0.00266337,between 120.191 and 125.721
500.0,9.9,0.1524,39.6,0.0233328,between 125.721 and 129.9955
250.0,7.3,0.2286,71.3,0.0104404,greater than 129.9955
2000.0,0.0,0.0508,71.3,0.000740478,greater than 129.9955
10000.0,1.5,0.3048,39.6,0.00392107,less than 120.191
315.0,4.0,0.3048,71.3,0.00497773,between 125.721 and 129.9955
10000.0,2.0,0.2286,71.3,0.00293031,less than 120.191
4000.0,0.0,0.0254,55.5,0.00041229,greater than 129.9955
3150.0,8.4,0.0508,39.6,0.00566229,between 120.191 and 125.721
8000.0,4.0,0.3048,71.3,0.00497773,less than 120.191
1000.0,17.4,0.0254,71.3,0.016104,between 125.721 and 129.9955
250.0,7.3,0.2286,55.5,0.0111706,greater than 129.9955
6300.0,5.3,0.2286,39.6,0.00614329,less than 120.191
630.0,9.5,0.0254,71.3,0.00420654,between 125.721 and 129.9955
1000.0,7.3,0.2286,39.6,0.0123481,between 120.191 and 125.721
3150.0,15.4,0.0508,39.6,0.0282593,between 120.191 and 125.721
2500.0,2.7,0.1524,39.6,0.00294804,between 120.191 and 125.721
5000.0,7.3,0.2286,39.6,0.0123481,less than 120.191
4000.0,19.7,0.0508,39.6,0.036484,less than 120.191
4000.0,12.3,0.1016,39.6,0.0408268,less than 120.191
315.0,9.9,0.1524,31.7,0.0252785,between 125.721 and 129.9955
2000.0,6.7,0.1016,31.7,0.00592927,between 120.191 and 125.721
500.0,17.4,0.0254,31.7,0.0176631,between 125.721 and 129.9955
10000.0,0.0,0.0254,55.5,0.00041229,greater than 129.9955
8000.0,2.0,0.2286,71.3,0.00293031,less than 120.191
630.0,3.3,0.1016,39.6,0.00245138,between 125.721 and 129.9955
2000.0,0.0,0.1016,39.6,0.00146332,greater than 129.9955
10000.0,12.7,0.0254,39.6,0.0130253,less than 120.191
400.0,22.2,0.0254,71.3,0.0214178,less than 120.191
1600.0,4.8,0.0254,39.6,0.000907475,between 125.721 and 129.9955
630.0,22.2,0.0254,39.6,0.0229028,greater than 129.9955
800.0,22.2,0.0254,39.6,0.0229028,greater than 129.9955
1250.0,0.0,0.0508,39.6,0.000791822,between 125.721 and 129.9955
2000.0,0.0,0.0508,31.7,0.000812164,greater than 129.9955
3150.0,4.2,0.0508,39.6,0.00152689,greater than 129.9955
1250.0,3.3,0.1016,39.6,0.00245138,greater than 129.9955
4000.0,22.2,0.0254,71.3,0.0214178,between 120.191 and 125.721
630.0,4.8,0.0254,31.7,0.000930789,less than 120.191
2000.0,12.6,0.1524,71.3,0.0483159,less than 120.191
500.0,4.0,0.2286,55.5,0.0042862,between 125.721 and 129.9955
315.0,15.6,0.1016,39.6,0.0528487,between 120.191 and 125.721
800.0,2.7,0.1524,71.3,0.00243851,between 125.721 and 129.9955
2500.0,0.0,0.1016,71.3,0.00121072,greater than 129.9955
5000.0,9.9,0.1524,71.3,0.0193001,less than 120.191
