frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
1250.0,12.3,0.1016,39.6,0.0408268,between 120.191 and 125.721
400.0,22.2,0.0254,71.3,0.0214178,less than 120.191
3150.0,0.0,0.1016,55.5,0.00131983,greater than 129.9955
12500.0,0.0,0.0508,39.6,0.000791822,between 120.191 and 125.721
2000.0,0.0,0.0254,55.5,0.00041229,between 125.721 and 129.9955
6300.0,3.3,0.1016,39.6,0.00245138,between 120.191 and 125.721
5000.0,4.0,0.2286,39.6,0.00473801,less than 120.191
5000.0,7.3,0.2286,39.6,0.0123481,less than 120.191
4000.0,0.0,0.0254,39.6,0.000428464,greater than 129.9955
4000.0,0.0,0.1016,39.6,0.00146332,between 125.721 and 129.9955
500.0,11.2,0.0508,39.6,0.0150478,greater than 129.9955
1250.0,5.4,0.1524,39.6,0.00485029,between 125.721 and 129.9955
630.0,0.0,0.3048,39.6,0.00310138,between 125.721 and 129.9955
2500.0,0.0,0.2286,55.5,0.00229336,between 125.721 and 129.9955
630.0,5.4,0.1524,71.3,0.00401199,between 125.721 and 129.9955
5000.0,12.7,0.0254,71.3,0.0121808,between 125.721 and 129.9955
12500.0,0.0,0.0508,71.3,0.000740478,between 120.191 and 125.721
500.0,12.6,0.1524,39.6,0.0584113,less than 120.191
2500.0,8.4,0.0508,71.3,0.00529514,greater than 129.9955
400.0,0.0,0.2286,39.6,0.00253511,between 120.191 and 125.721
3150.0,11.2,0.0508,39.6,0.0150478,less than 120.191
400.0,3.0,0.3048,31.7,0.00529514,between 120.191 and 125.721
2500.0,15.4,0.0508,71.3,0.0264269,between 125.721 and 129.9955
315.0,5.3,0.2286,39.6,0.00614329,between 125.721 and 129.9955
2000.0,0.0,0.1016,71.3,0.00121072,greater than 129.9955
2000.0,3.3,0.1016,39.6,0.00245138,greater than 129.9955
12500.0,4.8,0.0254,71.3,0.000848633,between 125.721 and 129.9955
16000.0,0.0,0.0254,31.7,0.000439472,between 120.191 and 125.721
2500.0,0.0,0.2286,31.7,0.0027238,between 120.191 and 125.721
500.0,19.7,0.0508,39.6,0.036484,between 125.721 and 129.9955
1250.0,7.3,0.2286,31.7,0.0132672,between 120.191 and 125.721
4000.0,4.0,0.2286,31.7,0.00509068,less than 120.191
