F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
6931.52,1682.5,0.24273,82.5445,974354.4448,108.406,3835.47,35.0,36.1431,less than 2.305
14357.3,5540.86,0.38592,82.4885,1945701.1106,227.265,5168.01,131.0,28.9533,greater than 13.379
12116.8,6178.71,0.50992,123.323,1677561.9121,237.527,5049.83,131.0,28.7626,greater than 13.379
6175.5,2849.54,0.46142,47.5366,833551.5218,97.6827,2706.22,33.0,39.3895,between 5.03 and 13.379
8424.47,2684.55,0.31866,64.1943,1157045.237,109.551,3400.54,73.0,37.6884,greater than 13.379
6572.82,1595.3,0.24271,68.4371,923095.3058,74.1376,3473.56,19.0,34.1118,less than 2.305
9625.85,3281.74,0.34092,99.0344,1345885.8233,141.334,3635.94,14.0,34.0822,between 2.305 and 5.03
8800.05,2670.51,0.30346,95.2931,1220912.9863,130.949,3830.51,18.0,33.7304,between 2.305 and 5.03
17666.4,4934.8,0.27933,215.795,2456166.8928,280.773,5704.39,200.0,22.1017,less than 2.305
6975.55,2563.78,0.36753,73.7825,970455.2966,110.567,2954.88,100.0,37.6503,greater than 13.379
4833.66,1997.71,0.41329,42.9099,637793.6443,86.3526,2778.77,34.0,43.1422,between 5.03 and 13.379
7825.65,2998.42,0.38315,58.8481,1053441.4372,121.221,3746.67,54.0,40.8672,greater than 13.379
9595.3,2123.54,0.22131,106.532,1321285.6881,131.942,4269.71,58.0,34.1608,less than 2.305
15332.2,3083.04,0.20108,182.783,2156279.0198,228.858,4940.37,73.0,27.253,between 2.305 and 5.03
15166.7,3420.44,0.22552,184.539,2108545.4757,237.032,4709.08,38.0,24.2401,less than 2.305
13209.2,3498.44,0.26484,143.971,1861608.8918,159.534,4733.66,112.0,27.9591,greater than 13.379
8407.04,2979.0,0.35434,67.2697,1188133.8095,121.873,4112.76,37.0,39.4255,greater than 13.379
7361.68,1353.85,0.1839,76.2262,1019790.6136,85.4985,3038.15,21.0,36.5315,greater than 13.379
6990.49,2298.66,0.32882,52.531,947541.5397,94.3902,3194.98,40.0,40.2645,greater than 13.379
18192.5,5416.43,0.29772,226.267,2497334.3305,304.769,5909.58,207.0,20.7605,between 2.305 and 5.03
7822.87,1848.94,0.23635,69.7541,1098037.8757,87.5574,3166.19,35.0,34.8138,between 5.03 and 13.379
8897.19,2685.45,0.30183,114.692,1214758.6938,140.651,4120.87,126.0,32.4829,between 2.305 and 5.03
6829.49,1800.17,0.26358,57.9619,953275.2635,82.5727,3274.28,38.0,37.6824,between 5.03 and 13.379
6484.79,1431.25,0.2207,67.6015,913426.0275,77.724,2848.61,75.0,39.3026,between 5.03 and 13.379
7226.81,1853.7,0.2565,91.6608,963046.6386,119.517,3760.82,29.0,36.4951,between 2.305 and 5.03
6132.97,2021.87,0.32967,55.6731,844732.1925,93.4546,3708.99,71.0,36.6568,less than 2.305
11831.5,3005.36,0.25401,98.1423,1606035.0279,142.822,4132.43,115.0,35.2971,greater than 13.379
3938.24,1389.19,0.35274,26.0872,544247.1522,49.57,1605.12,12.0,44.341,between 5.03 and 13.379
9707.47,2796.73,0.2881,91.6433,1373465.469,130.365,4012.6,100.0,30.8854,between 2.305 and 5.03
11716.0,3574.07,0.30505,92.1766,1641465.4659,160.166,4807.56,97.0,30.8207,greater than 13.379
7217.24,1811.29,0.25096,63.6545,984067.4444,87.6754,2997.61,44.0,38.8332,greater than 13.379
11492.3,3029.73,0.26363,105.95,1560066.8336,154.305,3731.76,7.0,36.9741,greater than 13.379
