F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
5738.53,1601.28,0.27904,63.2036,714233.7887,94.3319,3101.82,18.0,39.3457,between 2.305 and 5.03
16032.5,5224.64,0.32587,215.778,2223851.7859,253.178,5398.12,275.0,23.9233,less than 2.305
10350.0,3875.04,0.3744,64.8042,1458382.4168,144.898,4740.51,25.0,35.1885,greater than 13.379
13683.0,4170.09,0.30476,175.68,1910242.0489,236.572,5249.85,71.0,22.5772,between 5.03 and 13.379
9793.18,2234.98,0.22821,103.266,1386561.4922,121.048,3580.94,129.0,34.4294,between 2.305 and 5.03
6106.06,2083.78,0.34126,51.7198,889969.6676,88.3083,3091.07,86.0,34.9372,between 5.03 and 13.379
9221.37,3543.76,0.38429,86.0695,1265371.3886,148.673,4662.03,59.0,34.1734,greater than 13.379
5276.78,1066.58,0.20212,56.9667,749890.4735,69.8002,2341.11,71.0,42.6887,between 5.03 and 13.379
5447.43,1474.42,0.27066,50.0636,691255.0183,74.7629,2558.81,32.0,43.6285,greater than 13.379
9011.13,2090.07,0.23194,81.3115,1277311.9124,114.485,4693.74,30.0,33.1083,less than 2.305
6527.39,1502.73,0.23021,68.4695,891073.8541,91.3911,3262.83,75.0,38.1168,greater than 13.379
11158.4,2645.29,0.23706,112.239,1577057.3162,155.788,4337.25,62.0,33.0024,between 2.305 and 5.03
5993.3,1807.76,0.30163,59.8267,826574.365,81.4911,2661.69,46.0,40.7499,less than 2.305
15196.5,2466.96,0.16233,184.817,2077138.8216,241.941,5205.25,86.0,25.895,between 2.305 and 5.03
8109.65,1467.01,0.18089,63.5611,1141048.5825,85.0171,2966.82,31.0,38.8824,between 5.03 and 13.379
4020.36,1336.53,0.33244,36.7106,549740.2012,52.2132,1382.49,30.0,44.4428,between 5.03 and 13.379
19381.6,5881.5,0.30345,200.191,2687598.3404,297.196,6046.82,230.0,23.0833,between 5.03 and 13.379
6873.07,2635.88,0.3835,59.043,906335.8344,107.754,3778.98,42.0,36.7096,greater than 13.379
14322.3,4123.09,0.28787,166.015,2051167.4013,216.609,4948.22,50.0,29.5064,between 2.305 and 5.03
10108.7,2916.31,0.28849,120.821,1396566.0401,143.546,4173.81,131.0,32.6746,less than 2.305
7317.46,2033.4,0.27788,58.9454,1035222.1973,94.9635,2772.5,34.0,38.9252,between 5.03 and 13.379
4109.29,1456.5,0.35444,32.8648,580415.9995,54.6263,1944.82,47.0,44.6784,between 5.03 and 13.379
7566.83,2213.37,0.2925,94.4032,1034081.0251,102.732,3260.54,23.0,37.1937,greater than 13.379
16985.7,4035.5,0.23758,227.662,2388769.4977,265.144,5662.12,95.0,23.1433,less than 2.305
8785.5,2656.93,0.30242,82.9614,1199444.3597,150.248,3810.37,73.0,35.6685,greater than 13.379
6804.77,1916.99,0.28171,56.0653,930773.8248,84.2472,2719.18,23.0,40.4255,between 5.03 and 13.379
7808.22,2988.7,0.38276,53.1306,1077508.5681,128.43,3663.53,89.0,37.5018,between 5.03 and 13.379
10241.4,3472.91,0.3391,95.5002,1447842.9925,148.631,4167.52,82.0,33.5207,between 5.03 and 13.379
12388.8,3361.19,0.2713,153.109,1728667.8085,202.663,4825.94,56.0,28.5022,between 2.305 and 5.03
9516.23,3468.64,0.36449,104.496,1340115.4914,134.661,3645.61,20.0,35.3315,less than 2.305
16649.8,3617.37,0.21726,204.408,2303388.122,238.389,5295.8,171.0,24.715,between 2.305 and 5.03
16651.3,5057.59,0.30373,212.343,2192695.3677,253.135,6217.21,250.0,21.4198,less than 2.305
6209.83,2059.9,0.33171,59.6476,862426.5974,89.8761,2685.9,42.0,40.7367,less than 2.305
6019.64,1377.55,0.22884,68.5297,836087.0326,78.0579,2828.17,74.0,39.3635,between 5.03 and 13.379
5314.97,2048.73,0.38546,44.6088,759596.4211,86.0219,2375.17,89.0,41.7938,between 5.03 and 13.379
8903.87,2927.2,0.32875,83.7578,1193174.2873,134.109,3632.22,48.0,36.0184,less than 2.305
5120.47,1475.97,0.28824,45.4805,709317.4078,60.8456,1949.32,19.0,43.613,between 2.305 and 5.03
