F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
6931.52,1682.5,0.24273,82.5445,974354.4448,108.406,3835.47,35.0,36.1431,less than 2.305
14357.3,5540.86,0.38592,82.4885,1945701.1106,227.265,5168.01,131.0,28.9533,greater than 13.379
12116.8,6178.71,0.50992,123.323,1677561.9121,237.527,5049.83,131.0,28.7626,greater than 13.379
6175.5,2849.54,0.46142,47.5366,833551.5218,97.6827,2706.22,33.0,39.3895,between 5.03 and 13.379
8424.47,2684.55,0.31866,64.1943,1157045.237,109.551,3400.54,73.0,37.6884,greater than 13.379
6572.82,1595.3,0.24271,68.4371,923095.3058,74.1376,3473.56,19.0,34.1118,less than 2.305
9625.85,3281.74,0.34092,99.0344,1345885.8233,141.334,3635.94,14.0,34.0822,between 2.305 and 5.03
8800.05,2670.51,0.30346,95.2931,1220912.9863,130.949,3830.51,18.0,33.7304,between 2.305 and 5.03
17666.4,4934.8,0.27933,215.795,2456166.8928,280.773,5704.39,200.0,22.1017,less than 2.305
6975.55,2563.78,0.36753,73.7825,970455.2966,110.567,2954.88,100.0,37.6503,greater than 13.379
4833.66,1997.71,0.41329,42.9099,637793.6443,86.3526,2778.77,34.0,43.1422,between 5.03 and 13.379
7825.65,2998.42,0.38315,58.8481,1053441.4372,121.221,3746.67,54.0,40.8672,greater than 13.379
9595.3,2123.54,0.22131,106.532,1321285.6881,131.942,4269.71,58.0,34.1608,less than 2.305
15332.2,3083.04,0.20108,182.783,2156279.0198,228.858,4940.37,73.0,27.253,between 2.305 and 5.03
15166.7,3420.44,0.22552,184.539,2108545.4757,237.032,4709.08,38.0,24.2401,less than 2.305
13209.2,3498.44,0.26484,143.971,1861608.8918,159.534,4733.66,112.0,27.9591,greater than 13.379
8407.04,2979.0,0.35434,67.2697,1188133.8095,121.873,4112.76,37.0,39.4255,greater than 13.379
7361.68,1353.85,0.1839,76.2262,1019790.6136,85.4985,3038.15,21.0,36.5315,greater than 13.379
6990.49,2298.66,0.32882,52.531,947541.5397,94.3902,3194.98,40.0,40.2645,greater than 13.379
18192.5,5416.43,0.29772,226.267,2497334.3305,304.769,5909.58,207.0,20.7605,between 2.305 and 5.03
7822.87,1848.94,0.23635,69.7541,1098037.8757,87.5574,3166.19,35.0,34.8138,between 5.03 and 13.379
8897.19,2685.45,0.30183,114.692,1214758.6938,140.651,4120.87,126.0,32.4829,between 2.305 and 5.03
6829.49,1800.17,0.26358,57.9619,953275.2635,82.5727,3274.28,38.0,37.6824,between 5.03 and 13.379
6484.79,1431.25,0.2207,67.6015,913426.0275,77.724,2848.61,75.0,39.3026,between 5.03 and 13.379
7226.81,1853.7,0.2565,91.6608,963046.6386,119.517,3760.82,29.0,36.4951,between 2.305 and 5.03
6132.97,2021.87,0.32967,55.6731,844732.1925,93.4546,3708.99,71.0,36.6568,less than 2.305
11831.5,3005.36,0.25401,98.1423,1606035.0279,142.822,4132.43,115.0,35.2971,greater than 13.379
3938.24,1389.19,0.35274,26.0872,544247.1522,49.57,1605.12,12.0,44.341,between 5.03 and 13.379
9707.47,2796.73,0.2881,91.6433,1373465.469,130.365,4012.6,100.0,30.8854,between 2.305 and 5.03
11716.0,3574.07,0.30505,92.1766,1641465.4659,160.166,4807.56,97.0,30.8207,greater than 13.379
7217.24,1811.29,0.25096,63.6545,984067.4444,87.6754,2997.61,44.0,38.8332,greater than 13.379
11492.3,3029.73,0.26363,105.95,1560066.8336,154.305,3731.76,7.0,36.9741,greater than 13.379
10252.3,4778.39,0.46607,92.8504,1426690.62,178.114,4298.21,28.0,37.2324,greater than 13.379
16982.9,5773.69,0.33997,204.113,2390837.6662,257.185,4953.18,124.0,26.8372,between 5.03 and 13.379
7379.32,2293.03,0.31073,54.3299,959554.8586,122.079,4895.04,21.0,36.3604,greater than 13.379
6399.49,2767.27,0.43242,58.4564,920997.1973,112.597,3193.87,79.0,38.8592,greater than 13.379
6598.9,1686.92,0.25563,73.2913,866933.46,98.2763,3421.58,74.0,37.3298,less than 2.305
5557.55,1537.48,0.27664,50.9821,768469.3285,72.2663,2575.9,23.0,41.5731,between 2.305 and 5.03
8085.15,1628.22,0.20138,98.1429,1068920.3531,109.907,3374.87,85.0,38.0019,greater than 13.379
7030.58,2159.67,0.30718,68.6512,984176.4008,97.7055,3204.94,31.0,37.5921,between 2.305 and 5.03
11447.5,5004.78,0.43719,99.1942,1594917.3417,176.444,3906.41,27.0,35.4995,greater than 13.379
7347.54,2111.42,0.28736,92.5941,1007866.0585,96.4916,3551.08,30.0,38.1682,between 5.03 and 13.379
7250.87,2725.57,0.37589,63.8468,1061518.9204,96.4873,3194.13,30.0,38.9373,less than 2.305
13392.3,4765.85,0.35586,132.206,1832818.3056,193.621,4103.31,55.0,33.9633,greater than 13.379
12753.0,3705.03,0.29052,158.801,1775816.2011,227.177,4373.09,79.0,30.1467,less than 2.305
8887.5,2522.43,0.28381,82.7459,1239682.4623,104.791,4266.96,63.0,34.9232,between 2.305 and 5.03
3666.41,836.97,0.22828,32.8318,514128.0864,42.451,1841.77,46.0,45.3038,between 2.305 and 5.03
14318.3,3881.41,0.27108,233.292,2005965.163,240.0,5445.96,196.0,22.8825,between 2.305 and 5.03
7622.29,2731.46,0.35835,55.477,1087433.0311,112.194,3566.94,19.0,38.5078,greater than 13.379
5317.1,1033.19,0.19431,47.0632,763558.3913,67.7691,2858.5,58.0,40.3916,less than 2.305
6774.96,2396.64,0.35374,60.8663,953380.4255,107.402,2833.48,80.0,39.784,greater than 13.379
8799.4,2668.38,0.30324,54.9057,1188520.1155,117.749,4254.2,33.0,35.1959,greater than 13.379
13347.8,4692.36,0.35154,151.742,1905355.725,238.395,4916.96,145.0,26.6722,greater than 13.379
7692.24,3103.68,0.40348,68.319,1069482.8389,99.5384,3436.1,69.0,37.4048,between 5.03 and 13.379
11167.9,4959.27,0.44406,131.808,1552494.5196,205.01,4637.64,136.0,30.7272,greater than 13.379
9147.09,2828.26,0.30919,104.05,1291446.5265,131.358,3595.69,17.0,35.5938,between 2.305 and 5.03
14034.3,4854.3,0.34588,184.402,1972864.97,243.478,5220.68,145.0,25.2527,between 2.305 and 5.03
8689.87,2058.04,0.23683,90.8296,1226256.4562,122.931,4042.34,168.0,33.5289,less than 2.305
12095.6,3173.77,0.26239,146.48,1725066.943,166.699,4708.78,28.0,29.1482,less than 2.305
9374.05,3207.64,0.34218,78.5668,1265359.4801,126.959,3639.63,105.0,30.9381,between 5.03 and 13.379
18850.5,5619.56,0.29811,257.083,2564813.8209,323.856,5714.91,329.0,21.6066,between 2.305 and 5.03
6458.11,1760.98,0.27267,54.8437,846282.9187,88.3178,3266.95,52.0,37.9968,greater than 13.379
10970.0,3352.51,0.3056,141.009,1549998.0786,156.424,4128.53,143.0,32.4269,between 2.305 and 5.03
3786.09,951.68,0.25136,34.2986,536778.6163,46.1171,1764.59,11.0,44.4613,less than 2.305
17447.0,4987.6,0.28587,261.284,2388555.7139,245.784,4839.52,292.0,27.0175,between 2.305 and 5.03
5981.14,1271.8,0.21263,50.1829,850296.0928,71.9409,2306.63,60.0,42.6156,between 5.03 and 13.379
13840.3,4692.22,0.33902,158.536,1921349.4402,205.154,5078.15,146.0,27.1518,between 5.03 and 13.379
8005.15,2427.31,0.30321,64.5233,1149979.489,94.6845,4156.86,43.0,39.5914,between 5.03 and 13.379
9413.04,2574.64,0.27351,86.2906,1307157.324,106.891,4450.14,49.0,34.1881,between 5.03 and 13.379
23339.9,7622.2,0.32657,261.093,3279902.798,322.823,5865.71,79.0,23.8144,between 5.03 and 13.379
5970.39,1968.58,0.32972,56.226,797678.7783,95.0402,2700.73,20.0,40.8507,between 5.03 and 13.379
4176.06,1413.03,0.33836,35.9757,571700.3343,52.9703,1431.48,17.0,44.2304,less than 2.305
9511.54,3051.96,0.32086,96.1996,1312488.3747,135.708,3746.11,92.0,36.7205,greater than 13.379
13620.8,4613.5,0.3387,177.735,1934212.5447,239.596,5133.86,66.0,27.5286,greater than 13.379
11577.7,3513.22,0.30344,166.044,1609051.2872,204.179,4775.62,68.0,28.6984,between 2.305 and 5.03
8632.57,2490.07,0.28845,59.9386,1224548.4155,95.413,3028.16,20.0,37.2151,greater than 13.379
8412.05,1551.14,0.18439,76.6778,1113538.4267,108.135,3806.75,27.0,36.5558,between 5.03 and 13.379
5228.48,2125.46,0.40651,33.664,737556.5031,70.6155,1651.85,40.0,44.1479,greater than 13.379
6010.59,1851.9,0.3081,71.2828,833344.2136,79.3061,3069.71,37.0,40.4062,less than 2.305
6595.61,2372.47,0.3597,59.6207,919072.9189,95.0275,3498.41,73.0,37.7875,less than 2.305
13557.4,3663.86,0.27024,195.758,1851920.3062,204.438,4619.22,184.0,29.118,less than 2.305
6693.22,2248.55,0.33594,76.8087,909531.0704,91.8398,3254.42,64.0,38.4536,less than 2.305
10668.5,3364.02,0.31532,115.596,1551348.7954,150.222,3844.01,61.0,34.9381,between 2.305 and 5.03
15909.6,5449.58,0.34253,185.373,2215166.9825,255.981,6673.63,202.0,28.1935,between 2.305 and 5.03
10671.4,2575.63,0.24135,153.816,1435220.9216,161.691,4402.8,54.0,29.6786,between 2.305 and 5.03
12655.4,4357.74,0.34433,110.615,1829891.5562,162.653,4751.64,107.0,32.8419,greater than 13.379
5549.44,1264.62,0.22788,51.6849,727563.3043,85.2076,3369.64,11.0,40.1226,less than 2.305
6586.91,2379.78,0.36128,54.8249,941475.8045,89.2376,2613.49,50.0,41.3721,between 5.03 and 13.379
13235.7,2879.35,0.21754,167.783,1864479.7245,198.881,4046.29,141.0,32.145,less than 2.305
10915.2,2815.15,0.25791,137.899,1497650.1967,153.855,4466.61,94.0,31.5566,less than 2.305
6973.02,2038.71,0.29237,65.344,922749.3111,106.677,3601.05,60.0,36.7295,between 5.03 and 13.379
11922.2,3574.2,0.29979,151.486,1667984.1338,156.284,5208.61,32.0,27.4662,between 2.305 and 5.03
6758.59,2316.88,0.3428,67.6901,946937.1557,93.9119,3246.22,41.0,38.2612,between 5.03 and 13.379
6984.8,1761.7,0.25221,73.1977,933291.2864,98.3967,3483.92,79.0,37.7586,less than 2.305
15964.0,4588.33,0.28741,173.513,2194204.3484,257.167,5305.45,79.0,24.8961,between 5.03 and 13.379
16358.3,4331.95,0.26481,253.41,2251560.6697,279.511,4782.75,228.0,27.6521,between 2.305 and 5.03
9965.16,2930.19,0.29404,109.774,1367911.2464,163.071,4203.29,72.0,32.949,less than 2.305
12406.6,4286.09,0.34546,152.519,1747467.6285,181.327,5055.74,42.0,46.5464,between 2.305 and 5.03
5498.86,1799.5,0.32724,50.8909,781616.122,83.9254,2417.55,77.0,41.2477,greater than 13.379
10518.5,3154.31,0.29988,116.041,1503990.54,135.25,3871.15,58.0,34.7411,less than 2.305
22171.9,6047.44,0.27275,294.009,3002969.941,318.445,6681.1,279.0,18.7901,less than 2.305
18023.9,6841.15,0.37955,184.701,2460537.95,288.506,6221.86,98.0,27.2592,greater than 13.379
7379.12,1868.05,0.25315,67.447,992332.7659,98.8011,3500.57,41.0,37.239,less than 2.305
12496.1,3505.31,0.28051,169.75,1740266.0088,200.005,4771.1,62.0,28.2337,between 2.305 and 5.03
4829.0,924.75,0.19149,45.6218,692829.8307,54.9923,2185.14,81.0,42.7941,less than 2.305
9185.9,3041.87,0.33114,107.68,1295263.5717,134.392,3632.21,9.0,35.3197,between 2.305 and 5.03
6432.66,2129.8,0.33109,57.9773,900783.242,96.2366,2703.37,49.0,39.9892,less than 2.305
20127.4,6730.37,0.33438,251.476,2787696.0174,315.178,5518.83,83.0,23.224,between 2.305 and 5.03
17531.4,5116.21,0.29183,181.029,2525631.0337,264.662,5178.02,139.0,26.4233,greater than 13.379
10009.1,2325.19,0.2323,124.667,1395169.8981,157.344,4596.66,69.0,30.1889,less than 2.305
10027.0,2823.12,0.28155,99.39,1367827.375,167.61,4263.39,79.0,33.1213,less than 2.305
6244.55,1539.14,0.24647,58.1143,893946.9954,74.983,2575.84,69.0,41.4001,between 2.305 and 5.03
6851.09,2195.18,0.32041,72.8283,948446.7021,97.1881,3688.57,40.0,36.3481,less than 2.305
12041.9,3149.09,0.26151,146.727,1717191.2576,171.986,4693.89,27.0,28.4254,less than 2.305
4662.66,1777.66,0.38125,42.1428,632430.0236,77.4517,1657.87,22.0,43.6967,greater than 13.379
9331.65,2335.15,0.25023,102.666,1313443.0865,159.288,3831.48,14.0,34.1897,less than 2.305
9428.17,2212.25,0.23464,115.481,1311576.8172,131.364,4249.14,51.0,33.1217,less than 2.305
10909.7,4238.74,0.38852,118.617,1478068.9213,190.347,4603.93,96.0,31.6046,greater than 13.379
7816.26,2074.53,0.26541,89.0178,1100947.6497,127.534,3125.99,5.0,36.9605,less than 2.305
14650.4,5563.46,0.37974,177.871,2038945.2358,244.479,4479.85,42.0,27.7912,less than 2.305
7488.09,1693.39,0.22614,84.8492,1041237.2462,109.049,3858.02,26.0,35.9859,less than 2.305
7384.59,1103.68,0.14945,65.5098,1084499.582,76.8895,2431.98,43.0,41.2051,between 5.03 and 13.379
11605.8,2754.77,0.23736,110.534,1667536.9864,146.223,4547.28,86.0,31.4237,greater than 13.379
8398.96,2773.72,0.33024,66.0337,1116159.8823,122.708,4388.8,63.0,32.9158,between 5.03 and 13.379
16528.3,3665.47,0.22176,214.389,2333249.3406,258.277,5551.76,98.0,23.6585,less than 2.305
15491.3,3150.72,0.20338,178.944,2168794.6816,229.647,4724.8,31.0,28.3829,less than 2.305
13421.1,3019.08,0.22495,153.329,1812206.4962,226.114,4748.58,113.0,28.5784,between 2.305 and 5.03
3997.48,1315.78,0.32915,35.2909,567284.8207,53.5706,1843.73,11.0,44.2907,between 5.03 and 13.379
