F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
6931.52,1682.5,0.24273,82.5445,974354.4448,108.406,3835.47,35.0,36.1431,less than 2.305
14357.3,5540.86,0.38592,82.4885,1945701.1106,227.265,5168.01,131.0,28.9533,greater than 13.379
12116.8,6178.71,0.50992,123.323,1677561.9121,237.527,5049.83,131.0,28.7626,greater than 13.379
6175.5,2849.54,0.46142,47.5366,833551.5218,97.6827,2706.22,33.0,39.3895,between 5.03 and 13.379
8424.47,2684.55,0.31866,64.1943,1157045.237,109.551,3400.54,73.0,37.6884,greater than 13.379
6572.82,1595.3,0.24271,68.4371,923095.3058,74.1376,3473.56,19.0,34.1118,less than 2.305
9625.85,3281.74,0.34092,99.0344,1345885.8233,141.334,3635.94,14.0,34.0822,between 2.305 and 5.03
8800.05,2670.51,0.30346,95.2931,1220912.9863,130.949,3830.51,18.0,33.7304,between 2.305 and 5.03
17666.4,4934.8,0.27933,215.795,2456166.8928,280.773,5704.39,200.0,22.1017,less than 2.305
6975.55,2563.78,0.36753,73.7825,970455.2966,110.567,2954.88,100.0,37.6503,greater than 13.379
4833.66,1997.71,0.41329,42.9099,637793.6443,86.3526,2778.77,34.0,43.1422,between 5.03 and 13.379
7825.65,2998.42,0.38315,58.8481,1053441.4372,121.221,3746.67,54.0,40.8672,greater than 13.379
9595.3,2123.54,0.22131,106.532,1321285.6881,131.942,4269.71,58.0,34.1608,less than 2.305
15332.2,3083.04,0.20108,182.783,2156279.0198,228.858,4940.37,73.0,27.253,between 2.305 and 5.03
15166.7,3420.44,0.22552,184.539,2108545.4757,237.032,4709.08,38.0,24.2401,less than 2.305
13209.2,3498.44,0.26484,143.971,1861608.8918,159.534,4733.66,112.0,27.9591,greater than 13.379
8407.04,2979.0,0.35434,67.2697,1188133.8095,121.873,4112.76,37.0,39.4255,greater than 13.379
7361.68,1353.85,0.1839,76.2262,1019790.6136,85.4985,3038.15,21.0,36.5315,greater than 13.379
6990.49,2298.66,0.32882,52.531,947541.5397,94.3902,3194.98,40.0,40.2645,greater than 13.379
18192.5,5416.43,0.29772,226.267,2497334.3305,304.769,5909.58,207.0,20.7605,between 2.305 and 5.03
7822.87,1848.94,0.23635,69.7541,1098037.8757,87.5574,3166.19,35.0,34.8138,between 5.03 and 13.379
8897.19,2685.45,0.30183,114.692,1214758.6938,140.651,4120.87,126.0,32.4829,between 2.305 and 5.03
6829.49,1800.17,0.26358,57.9619,953275.2635,82.5727,3274.28,38.0,37.6824,between 5.03 and 13.379
6484.79,1431.25,0.2207,67.6015,913426.0275,77.724,2848.61,75.0,39.3026,between 5.03 and 13.379
7226.81,1853.7,0.2565,91.6608,963046.6386,119.517,3760.82,29.0,36.4951,between 2.305 and 5.03
6132.97,2021.87,0.32967,55.6731,844732.1925,93.4546,3708.99,71.0,36.6568,less than 2.305
11831.5,3005.36,0.25401,98.1423,1606035.0279,142.822,4132.43,115.0,35.2971,greater than 13.379
3938.24,1389.19,0.35274,26.0872,544247.1522,49.57,1605.12,12.0,44.341,between 5.03 and 13.379
9707.47,2796.73,0.2881,91.6433,1373465.469,130.365,4012.6,100.0,30.8854,between 2.305 and 5.03
11716.0,3574.07,0.30505,92.1766,1641465.4659,160.166,4807.56,97.0,30.8207,greater than 13.379
7217.24,1811.29,0.25096,63.6545,984067.4444,87.6754,2997.61,44.0,38.8332,greater than 13.379
11492.3,3029.73,0.26363,105.95,1560066.8336,154.305,3731.76,7.0,36.9741,greater than 13.379
10252.3,4778.39,0.46607,92.8504,1426690.62,178.114,4298.21,28.0,37.2324,greater than 13.379
16982.9,5773.69,0.33997,204.113,2390837.6662,257.185,4953.18,124.0,26.8372,between 5.03 and 13.379
7379.32,2293.03,0.31073,54.3299,959554.8586,122.079,4895.04,21.0,36.3604,greater than 13.379
6399.49,2767.27,0.43242,58.4564,920997.1973,112.597,3193.87,79.0,38.8592,greater than 13.379
6598.9,1686.92,0.25563,73.2913,866933.46,98.2763,3421.58,74.0,37.3298,less than 2.305
5557.55,1537.48,0.27664,50.9821,768469.3285,72.2663,2575.9,23.0,41.5731,between 2.305 and 5.03
8085.15,1628.22,0.20138,98.1429,1068920.3531,109.907,3374.87,85.0,38.0019,greater than 13.379
7030.58,2159.67,0.30718,68.6512,984176.4008,97.7055,3204.94,31.0,37.5921,between 2.305 and 5.03
11447.5,5004.78,0.43719,99.1942,1594917.3417,176.444,3906.41,27.0,35.4995,greater than 13.379
7347.54,2111.42,0.28736,92.5941,1007866.0585,96.4916,3551.08,30.0,38.1682,between 5.03 and 13.379
7250.87,2725.57,0.37589,63.8468,1061518.9204,96.4873,3194.13,30.0,38.9373,less than 2.305
13392.3,4765.85,0.35586,132.206,1832818.3056,193.621,4103.31,55.0,33.9633,greater than 13.379
12753.0,3705.03,0.29052,158.801,1775816.2011,227.177,4373.09,79.0,30.1467,less than 2.305
8887.5,2522.43,0.28381,82.7459,1239682.4623,104.791,4266.96,63.0,34.9232,between 2.305 and 5.03
3666.41,836.97,0.22828,32.8318,514128.0864,42.451,1841.77,46.0,45.3038,between 2.305 and 5.03
14318.3,3881.41,0.27108,233.292,2005965.163,240.0,5445.96,196.0,22.8825,between 2.305 and 5.03
7622.29,2731.46,0.35835,55.477,1087433.0311,112.194,3566.94,19.0,38.5078,greater than 13.379
5317.1,1033.19,0.19431,47.0632,763558.3913,67.7691,2858.5,58.0,40.3916,less than 2.305
6774.96,2396.64,0.35374,60.8663,953380.4255,107.402,2833.48,80.0,39.784,greater than 13.379
8799.4,2668.38,0.30324,54.9057,1188520.1155,117.749,4254.2,33.0,35.1959,greater than 13.379
13347.8,4692.36,0.35154,151.742,1905355.725,238.395,4916.96,145.0,26.6722,greater than 13.379
7692.24,3103.68,0.40348,68.319,1069482.8389,99.5384,3436.1,69.0,37.4048,between 5.03 and 13.379
11167.9,4959.27,0.44406,131.808,1552494.5196,205.01,4637.64,136.0,30.7272,greater than 13.379
9147.09,2828.26,0.30919,104.05,1291446.5265,131.358,3595.69,17.0,35.5938,between 2.305 and 5.03
14034.3,4854.3,0.34588,184.402,1972864.97,243.478,5220.68,145.0,25.2527,between 2.305 and 5.03
8689.87,2058.04,0.23683,90.8296,1226256.4562,122.931,4042.34,168.0,33.5289,less than 2.305
12095.6,3173.77,0.26239,146.48,1725066.943,166.699,4708.78,28.0,29.1482,less than 2.305
9374.05,3207.64,0.34218,78.5668,1265359.4801,126.959,3639.63,105.0,30.9381,between 5.03 and 13.379
18850.5,5619.56,0.29811,257.083,2564813.8209,323.856,5714.91,329.0,21.6066,between 2.305 and 5.03
6458.11,1760.98,0.27267,54.8437,846282.9187,88.3178,3266.95,52.0,37.9968,greater than 13.379
10970.0,3352.51,0.3056,141.009,1549998.0786,156.424,4128.53,143.0,32.4269,between 2.305 and 5.03
3786.09,951.68,0.25136,34.2986,536778.6163,46.1171,1764.59,11.0,44.4613,less than 2.305
