duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
74.19,flv,320.0,240.0,278351.0,14.0,42.0,1148.0,0.0,1190.0,428011.0,2161504.0,2589515.0,h264,242000.0,29.97,320.0,240.0,between 2.096 and 4.408
191.67,mpeg4,176.0,144.0,58355.0,11.0,59.0,3201.0,0.0,3260.0,317281.0,1629092.0,1948373.0,mpeg4,820000.0,25.0,176.0,144.0,between 2.096 and 4.408
154.33,vp8,640.0,480.0,1111505.0,28.0,110.0,8441.0,0.0,8551.0,2021613.0,42814221.0,44835634.0,vp8,5000000.0,25.0,480.0,360.0,between 4.408 and 10.433
352.43,h264,1280.0,720.0,1442612.0,29.0,219.0,13053.0,0.0,13322.0,2941422.0,31310567.0,34241989.0,h264,109000.0,29.97,320.0,240.0,between 2.096 and 4.408
412.75,vp8,1920.0,1080.0,1754937.0,30.0,117.0,14721.0,0.0,15038.0,6541424.0,50510110.0,57071534.0,flv,539000.0,24.0,1920.0,1080.0,between 4.408 and 10.433
103.78,mpeg4,320.0,240.0,259130.0,12.0,28.0,1180.0,0.0,1208.0,683509.0,4074115.0,4755624.0,vp8,3000000.0,29.97,176.0,144.0,between 2.096 and 4.408
51.51,h264,480.0,360.0,388162.0,25.0,51.0,1251.0,0.0,1302.0,882837.0,1607617.0,2491454.0,h264,5000000.0,25.0,640.0,480.0,between 2.096 and 4.408
75.42,flv,320.0,240.0,273894.0,29.0,88.0,2368.0,0.0,2456.0,184551.0,3533334.0,3716885.0,mpeg4,820000.0,25.0,320.0,240.0,between 2.096 and 4.408
47.85,mpeg4,176.0,144.0,54451.0,7.0,11.0,354.0,0.0,365.0,33552.0,306819.0,340371.0,vp8,56000.0,25.0,320.0,240.0,less than 2.096
250.72,flv,320.0,240.0,251955.0,25.0,115.0,6487.0,0.0,6602.0,624911.0,7453549.0,8077460.0,h264,242000.0,29.97,1920.0,1080.0,between 2.096 and 4.408
66.31,mpeg4,176.0,144.0,51481.0,12.0,16.0,791.0,0.0,807.0,48366.0,392109.0,440475.0,flv,820000.0,15.0,176.0,144.0,less than 2.096
433.24,h264,320.0,240.0,286281.0,30.0,238.0,13155.0,0.0,13493.0,2473909.0,13197938.0,15651847.0,vp8,539000.0,24.0,320.0,240.0,between 2.096 and 4.408
68.25,flv,320.0,240.0,273551.0,15.0,38.0,1034.0,0.0,1072.0,355659.0,2048296.0,2401955.0,flv,5000000.0,25.0,1920.0,1080.0,between 4.408 and 10.433
274.43,vp8,1920.0,1080.0,1588009.0,25.069,79.0,6825.0,0.0,6904.0,6274758.0,47781932.0,54066790.0,mpeg4,109000.0,25.0,1920.0,1080.0,between 4.408 and 10.433
1106.28,vp8,1280.0,720.0,2409768.0,30.0603,330.0,34067.0,0.0,34397.0,20633648.0,322251906.0,342585554.0,h264,242000.0,24.0,176.0,144.0,between 4.408 and 10.433
204.27,flv,320.0,240.0,241493.0,29.0,106.0,6063.0,0.0,6169.0,866527.0,5269423.0,6135890.0,mpeg4,242000.0,25.0,320.0,240.0,less than 2.096
177.71,vp8,480.0,360.0,27083.0,25.116,40.0,4434.0,0.0,4478.0,401199.0,206157.0,607356.0,mpeg4,539000.0,15.0,1920.0,1080.0,between 4.408 and 10.433
752.29,vp8,1280.0,720.0,794813.0,13.499,84.0,10275.0,0.0,10459.0,3892034.0,70787411.0,74689445.0,vp8,109000.0,12.0,640.0,480.0,between 4.408 and 10.433
159.54,h264,480.0,360.0,409593.0,29.0,90.0,4717.0,0.0,4807.0,1794973.0,6276412.0,8071385.0,flv,109000.0,15.0,1920.0,1080.0,between 2.096 and 4.408
69.69,flv,320.0,240.0,273945.0,15.0,37.0,1025.0,0.0,1062.0,351629.0,2045413.0,2395042.0,mpeg4,3000000.0,12.0,640.0,480.0,between 2.096 and 4.408
301.73,vp8,320.0,240.0,134961.0,25.082,85.0,7639.0,0.0,7718.0,845942.0,4296289.0,5143231.0,flv,5000000.0,15.0,1280.0,720.0,between 2.096 and 4.408
