duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
212.135,h264,480.0,360.0,522110.0,25.0,97.0,6891.0,0.0,7013.0,2434678.0,6564985.0,8999663.0,vp8,109000.0,24.0,640.0,480.0,between 2.096 and 4.408
76.278,flv,320.0,240.0,298847.0,29.0,24.0,940.0,0.0,973.0,156197.0,1168169.0,1324366.0,vp8,820000.0,29.97,320.0,240.0,between 2.096 and 4.408
446.191,mpeg4,176.0,144.0,53117.0,12.0,48.0,1921.0,0.0,1984.0,399396.0,1140620.0,1540016.0,h264,56000.0,25.0,1280.0,720.0,between 4.408 and 10.433
127.942,vp8,1280.0,720.0,851445.0,13.0,54.0,2288.0,0.0,2358.0,549632.0,3887341.0,4434973.0,mpeg4,242000.0,25.0,480.0,360.0,between 2.096 and 4.408
244.818,h264,640.0,480.0,603940.0,30.0,121.0,7527.0,0.0,7710.0,5090395.0,6541823.0,11632218.0,flv,3000000.0,12.0,1920.0,1080.0,less than 2.096
66.824,flv,320.0,240.0,246914.0,15.0,55.0,2159.0,0.0,2221.0,671759.0,2739105.0,3411864.0,vp8,539000.0,25.0,1280.0,720.0,greater than 10.433
130.982,vp8,1280.0,720.0,743687.0,30.0,83.0,10259.0,0.0,10416.0,2136284.0,4743825.0,6880109.0,h264,820000.0,25.0,320.0,240.0,greater than 10.433
485.091,mpeg4,176.0,144.0,56566.0,12.0,67.0,3646.0,0.0,3741.0,172678.0,1473286.0,1648964.0,mpeg4,109000.0,15.0,640.0,480.0,less than 2.096
169.881,h264,1920.0,1080.0,5994293.0,29.0,76.0,3818.0,0.0,3951.0,5635419.0,17729193.0,23344612.0,flv,242000.0,24.0,480.0,360.0,greater than 10.433
59.427,mpeg4,176.0,144.0,53148.0,7.0,11.0,375.0,0.0,390.0,35474.0,349140.0,384614.0,h264,820000.0,24.0,1920.0,1080.0,between 4.408 and 10.433
103.685,flv,320.0,240.0,261778.0,29.0,35.0,1932.0,0.0,2006.0,751932.0,2051584.0,2802516.0,vp8,56000.0,25.0,176.0,144.0,greater than 10.433
281.664,h264,1280.0,720.0,257398.0,25.0,141.0,7603.0,0.0,7743.0,1003529.0,7531134.0,8534663.0,vp8,539000.0,12.0,640.0,480.0,less than 2.096
123.542,mpeg4,176.0,144.0,56067.0,12.0,41.0,2161.0,0.0,2231.0,130301.0,1032824.0,1165125.0,vp8,5000000.0,25.0,1280.0,720.0,between 2.096 and 4.408
217.631,vp8,640.0,480.0,661581.0,30.0,85.0,9123.0,0.0,9295.0,3514679.0,20317463.0,23852142.0,h264,3000000.0,25.0,320.0,240.0,greater than 10.433
73.997,h264,480.0,360.0,507981.0,29.0,59.0,3253.0,0.0,3353.0,1551298.0,4204697.0,5755995.0,mpeg4,820000.0,29.97,480.0,360.0,less than 2.096
151.586,flv,320.0,240.0,246914.0,15.0,39.0,1555.0,0.0,1616.0,530770.0,2615128.0,3145898.0,h264,820000.0,24.0,1920.0,1080.0,between 4.408 and 10.433
250.833,vp8,1280.0,720.0,756832.0,25.0,107.0,6861.0,0.0,7015.0,4428906.0,4741638.0,9170544.0,mpeg4,242000.0,25.0,176.0,144.0,between 2.096 and 4.408
96.509,flv,320.0,240.0,298847.0,29.0,51.0,2035.0,0.0,2115.0,110628.0,2191733.0,2304361.0,flv,5000000.0,25.0,640.0,480.0,greater than 10.433
64.795,vp8,640.0,480.0,603940.0,30.0,54.0,2728.0,0.0,2823.0,1041728.0,3735973.0,4777701.0,vp8,820000.0,12.0,320.0,240.0,less than 2.096
118.955,mpeg4,176.0,144.0,52365.0,12.0,36.0,1527.0,0.0,1588.0,45526.0,497142.0,542668.0,mpeg4,109000.0,25.0,1280.0,720.0,between 2.096 and 4.408
305.377,h264,1280.0,720.0,2895219.0,23.0,129.0,7542.0,0.0,7720.0,6276344.0,10404372.0,16690716.0,flv,820000.0,25.0,480.0,360.0,between 4.408 and 10.433
171.661,vp8,480.0,360.0,488496.0,25.0,99.0,6553.0,0.0,6746.0,2461879.0,6091302.0,8553181.0,h264,820000.0,24.0,640.0,480.0,less than 2.096
62.299,flv,320.0,240.0,272273.0,25.0,44.0,1639.0,0.0,1704.0,434513.0,2461864.0,2897377.0,mpeg4,539000.0,29.97,320.0,240.0,between 4.408 and 10.433
222.149,mpeg4,176.0,144.0,53117.0,12.0,44.0,1878.0,0.0,1944.0,50278.0,448651.0,498929.0,flv,242000.0,15.0,176.0,144.0,between 2.096 and 4.408
138.817,h264,1920.0,1080.0,5978246.0,29.0,79.0,3872.0,0.0,3991.0,4933948.0,14231449.0,19165397.0,h264,242000.0,24.0,480.0,360.0,greater than 10.433
51.881,vp8,640.0,480.0,652967.0,30.0,50.0,2517.0,0.0,2606.0,656722.0,2004493.0,2661215.0,vp8,109000.0,25.0,320.0,240.0,less than 2.096
87.984,mpeg4,176.0,144.0,55552.0,12.0,17.0,782.0,0.0,814.0,40699.0,349257.0,390056.0,vp8,820000.0,25.0,1920.0,1080.0,between 2.096 and 4.408
398.925,vp8,1280.0,720.0,814077.0,25.0,102.0,10248.0,0.0,10447.0,3643843.0,5248729.0,8892562.0,mpeg4,820000.0,24.0,640.0,480.0,greater than 10.433
91.406,h264,480.0,360.0,529981.0,29.0,61.0,3179.0,0.0,3283.0,1386501.0,4881911.0,6268412.0,h264,539000.0,25.0,320.0,240.0,between 4.408 and 10.433
72.758,flv,320.0,240.0,247335.0,15.0,52.0,2143.0,0.0,2211.0,822441.0,2043940.0,2868381.0,flv,820000.0,29.97,1280.0,720.0,less than 2.096
142.915,mpeg4,176.0,144.0,54788.0,12.0,35.0,1583.0,0.0,1645.0,43403.0,445202.0,488605.0,h264,5000000.0,15.0,640.0,480.0,between 2.096 and 4.408
297.395,h264,1280.0,720.0,2825245.0,23.0,123.0,6990.0,0.0,7156.0,4179872.0,13419517.0,17599489.0,flv,820000.0,25.0,1920.0,1080.0,greater than 10.433
46.854,vp8,640.0,480.0,652967.0,30.0,39.0,2065.0,0.0,2145.0,513734.0,2001646.0,2515380.0,h264,820000.0,24.0,320.0,240.0,less than 2.096
236.428,flv,320.0,240.0,283955.0,29.0,60.0,2943.0,0.0,3042.0,943964.0,2993264.0,3940228.0,mpeg4,820000.0,25.0,176.0,144.0,between 4.408 and 10.433
81.055,mpeg4,176.0,144.0,53107.0,12.0,26.0,973.0,0.0,1018.0,40745.0,304594.0,345339.0,flv,109000.0,25.0,1280.0,720.0,between 2.096 and 4.408
460.812,h264,1920.0,1080.0,5955332.0,25.0,113.0,5718.0,0.0,5862.0,4064973.0,19389121.0,23444094.0,flv,539000.0,29.97,480.0,360.0,greater than 10.433
98.683,mpeg4,176.0,144.0,55501.0,12.0,27.0,1234.0,0.0,1283.0,47244.0,360695.0,407939.0,flv,5000000.0,24.0,320.0,240.0,less than 2.096
63.065,vp8,640.0,480.0,661581.0,30.0,59.0,3053.0,0.0,3151.0,1044709.0,3748142.0,4792851.0,mpeg4,3000000.0,25.0,640.0,480.0,between 4.408 and 10.433
