duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
64.23,h264,320.0,240.0,139008.0,25.0,30.0,1021.0,0.0,1051.0,124415.0,685993.0,810408.0,h264,242000.0,15.0,640.0,480.0,less than 2.096
234.51,mpeg4,176.0,144.0,72976.0,12.0,51.0,2018.0,0.0,2069.0,186521.0,1006583.0,1191104.0,mpeg4,3000000.0,24.0,1280.0,720.0,between 4.408 and 10.433
473.42,h264,320.0,240.0,228032.0,25.0,110.0,5951.0,0.0,6061.0,474590.0,3176611.0,3651201.0,flv,109000.0,25.0,320.0,240.0,between 2.096 and 4.408
179.25,mpeg4,176.0,144.0,51225.0,12.0,40.0,1559.0,0.0,1599.0,69759.0,536584.0,606343.0,h264,539000.0,15.0,176.0,144.0,greater than 10.433
906.6,mpeg4,176.0,144.0,56108.0,12.0,140.0,5551.0,0.0,5591.0,268940.0,2881355.0,3150295.0,flv,109000.0,25.0,640.0,480.0,less than 2.096
201.87,h264,640.0,480.0,721280.0,25.0,83.0,3419.0,0.0,3502.0,936129.0,5011204.0,5945333.0,h264,242000.0,15.0,640.0,480.0,greater than 10.433
127.27,h264,1280.0,720.0,383333.0,25.0,58.0,2208.0,0.0,2266.0,540992.0,2343624.0,2887616.0,flv,3000000.0,12.0,480.0,360.0,less than 2.096
149.38,mpeg4,176.0,144.0,63816.0,12.0,29.0,1209.0,0.0,1238.0,91265.0,694493.0,785758.0,mpeg4,5000000.0,25.0,640.0,480.0,between 4.408 and 10.433
162.67,h264,480.0,360.0,346502.0,29.0,91.0,4148.0,0.0,4239.0,640004.0,3012961.0,3652965.0,h264,56000.0,24.0,1920.0,1080.0,greater than 10.433
270.93,h264,1920.0,1080.0,400576.0,23.0,125.0,5333.0,0.0,5458.0,936921.0,4528916.0,5464837.0,flv,109000.0,25.0,480.0,360.0,between 4.408 and 10.433
83.16,mpeg4,176.0,144.0,64063.0,12.0,24.0,1048.0,0.0,1072.0,88106.0,533409.0,621515.0,flv,242000.0,24.0,640.0,480.0,less than 2.096
292.52,h264,320.0,240.0,211328.0,25.0,102.0,4419.0,0.0,4519.0,537844.0,2453443.0,2993287.0,h264,3000000.0,12.0,176.0,144.0,between 2.096 and 4.408
184.42,h264,1280.0,720.0,421714.0,25.0,74.0,2733.0,0.0,2807.0,599549.0,3600126.0,4200675.0,mpeg4,539000.0,15.0,640.0,480.0,greater than 10.433
74.25,vp8,320.0,240.0,197760.0,25.075659,43.0,1894.0,0.0,1937.0,219517.0,1201292.0,1422809.0,flv,56000.0,15.0,320.0,240.0,less than 2.096
67.47,h264,480.0,360.0,231424.0,25.0,50.0,1915.0,0.0,1965.0,247192.0,1339901.0,1587093.0,mpeg4,56000.0,24.0,1920.0,1080.0,greater than 10.433
292.15,mpeg4,176.0,144.0,71520.0,12.0,67.0,2442.0,0.0,2509.0,180446.0,1113805.0,1295251.0,h264,242000.0,15.0,640.0,480.0,less than 2.096
