duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
146.49,mpeg4,480.0,360.0,492128.0,29.0,67.0,4679.0,0.0,4746.0,1249421.0,7363157.0,8612578.0,h264,820000.0,24.0,1280.0,720.0,between 4.408 and 10.433
439.66,h264,1280.0,720.0,3940736.0,23.0,187.0,6756.0,0.0,6943.0,5045816.0,73264128.0,78289944.0,vp8,109000.0,29.97,640.0,480.0,between 4.408 and 10.433
279.63,vp8,320.0,240.0,293616.0,30.062992,74.0,3544.0,0.0,3618.0,654272.0,4364118.0,5019390.0,mpeg4,5000000.0,12.0,1920.0,1080.0,greater than 10.433
91.56,flv,320.0,240.0,232011.0,13.0,48.0,3050.0,0.0,3098.0,351219.0,2322347.0,2674566.0,flv,56000.0,25.0,640.0,480.0,between 2.096 and 4.408
488.79,mpeg4,176.0,144.0,112400.0,15.0,68.0,1051.0,0.0,1119.0,299931.0,509185.0,809116.0,vp8,5000000.0,15.0,320.0,240.0,between 2.096 and 4.408
220.93,vp8,1280.0,720.0,1027329.0,24.0,161.0,6443.0,0.0,6604.0,2631623.0,39914265.0,42535888.0,h264,820000.0,25.0,1280.0,720.0,greater than 10.433
342.82,h264,480.0,360.0,407305.0,29.0,71.0,5411.0,0.0,5482.0,1432053.0,6551291.0,7983344.0,flv,242000.0,12.0,480.0,360.0,less than 2.096
245.49,vp8,480.0,360.0,234115.0,25.0,89.0,4751.0,0.0,4840.0,961708.0,5089464.0,6050172.0,h264,3000000.0,24.0,1920.0,1080.0,greater than 10.433
468.45,mpeg4,320.0,240.0,240906.0,25.0,103.0,5094.0,0.0,5197.0,1011553.0,7373952.0,8485505.0,flv,539000.0,15.0,1280.0,720.0,between 4.408 and 10.433
255.0,h264,320.0,240.0,249452.0,29.0,51.0,3250.0,0.0,3301.0,440767.0,3551562.0,3992329.0,flv,109000.0,25.0,320.0,240.0,less than 2.096
183.96,flv,1280.0,720.0,430594.0,13.0,177.0,3445.0,0.0,3622.0,3537376.0,13553322.0,17070708.0,mpeg4,5000000.0,29.97,640.0,480.0,between 4.408 and 10.433
393.01,vp8,480.0,360.0,474899.0,25.0,142.0,6116.0,0.0,6258.0,2191374.0,11367044.0,13578318.0,h264,109000.0,15.0,480.0,360.0,between 2.096 and 4.408
272.86,mpeg4,320.0,240.0,240250.0,24.0,116.0,3748.0,0.0,3864.0,824440.0,4061552.0,4886992.0,flv,820000.0,24.0,1920.0,1080.0,greater than 10.433
149.45,vp8,640.0,480.0,436593.0,30.0,57.0,2709.0,0.0,2766.0,504824.0,4274305.0,4778129.0,mpeg4,5000000.0,25.0,1280.0,720.0,between 2.096 and 4.408
309.03,flv,1280.0,720.0,394420.0,29.0,167.0,6283.0,0.0,6450.0,2425118.0,23464356.0,25899474.0,vp8,242000.0,29.97,640.0,480.0,between 2.096 and 4.408
231.84,h264,320.0,240.0,258777.0,23.0,59.0,3789.0,0.0,3848.0,482192.0,3201025.0,3683217.0,flv,6000000.0,12.0,480.0,360.0,less than 2.096
135.42,mpeg4,176.0,144.0,103325.0,13.0,43.0,2049.0,0.0,2092.0,180760.0,731890.0,912650.0,vp8,3000000.0,15.0,1920.0,1080.0,greater than 10.433
469.83,h264,1920.0,1080.0,4334687.0,25.0,199.0,7499.0,0.0,7698.0,16701192.0,73411650.0,75141742.0,flv,5000000.0,25.0,1920.0,1080.0,between 2.096 and 4.408
181.44,vp8,320.0,240.0,230880.0,24.0,82.0,3366.0,0.0,3448.0,735170.0,2542355.0,3277525.0,mpeg4,820000.0,29.97,176.0,144.0,between 4.408 and 10.433
99.37,flv,640.0,480.0,411377.0,29.0,60.0,3025.0,0.0,3085.0,601169.0,3541718.0,4142887.0,flv,539000.0,15.0,1280.0,720.0,between 4.408 and 10.433
216.46,h264,480.0,360.0,463594.0,25.0,140.0,6327.0,0.0,6417.0,1371212.0,11416190.0,12787402.0,h264,242000.0,24.0,1920.0,1080.0,greater than 10.433
453.41,mpeg4,320.0,240.0,260753.0,12.0,164.0,3791.0,0.0,3955.0,1261849.0,4384747.0,5646596.0,flv,5000000.0,29.97,176.0,144.0,between 4.408 and 10.433
271.34,vp8,1280.0,720.0,390348.0,29.0,129.0,6485.0,0.0,6630.0,2475633.0,42266117.0,44731750.0,flv,820000.0,25.0,640.0,480.0,between 2.096 and 4.408
154.65,flv,480.0,360.0,291832.0,24.0,71.0,3411.0,0.0,3472.0,640480.0,2941154.0,3583634.0,mpeg4,6000000.0,15.0,1920.0,1080.0,between 4.408 and 10.433
