duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
222.12,h264,480,360,553201,30.0,225,6864,0,7123,2911972,12201344,15121316,vp8,5000000,25.0,320,240,between 2.096 and 4.408
114.03,mpeg4,176,144,58891,12.0,36,1923,0,1981,64895,925136,990131,flv,820000,24.0,640,480,less than 2.096
50.98,vp8,640,480,1091951,29.97,94,8543,0,8815,1968347,42111021,44059468,mpeg4,3000000,12.0,176,144,between 4.408 and 10.433
248.12,h264,320,240,167609,25.0,118,6094,0,6273,883541,4079473,4966014,h264,56000,29.97,1920,1080,greater than 10.433
98.17,vp8,480,360,341982,30.093458,34,3431,0,3537,740503,3842818,4585321,vp8,242000,25.0,320,240,less than 2.096
434.81,mpeg4,176,144,54019,12.0,22,1232,0,1277,50725,664586,715311,flv,109000,25.0,1280,720,between 2.096 and 4.408
157.25,h264,1280,720,2910918,23.0,78,3244,0,3355,4201942,49482045,53693987,mpeg4,5000000,24.0,640,480,greater than 10.433
282.42,vp8,640,480,286571,25.075659,85,7629,0,7834,859991,19711579,20575770,flv,820000,12.0,480,360,less than 2.096
203.79,h264,480,360,503861,25.0,115,5748,0,5951,1441067,13391765,14862832,vp8,539000,15.0,176,144,between 2.096 and 4.408
91.48,mpeg4,176,144,52564,12.0,18,936,0,967,49342,400291,499633,h264,56000,24.0,1920,1080,greater than 10.433
114.99,vp8,1280,720,2431664,29.0,71,3178,0,3296,1923049,24347956,26271005,mpeg4,3000000,12.0,320,240,less than 2.096
67.69,flv,320,240,275438,15.0,40,982,0,1036,356892,2051337,2407229,vp8,820000,25.0,640,480,greater than 10.433
350.5,h264,480,360,304012,25.0,210,10193,0,10432,2894403,18236231,21150634,flv,5000000,24.0,1280,720,between 4.408 and 10.433
188.72,vp8,640,480,96052,25.032558,38,4456,0,4609,456821,2276445,2733266,mpeg4,56000,29.97,480,360,less than 2.096
157.35,h264,1920,1080,5999648,23.0,175,7673,0,7830,16604351,228323251,244926879,mpeg4,109000,25.0,640,480,between 4.408 and 10.433
240.95,mpeg4,176,144,52146,12.0,60,3437,0,3519,123432,1813953,1936385,h264,242000,24.0,1920,1080,less than 2.096
306.92,vp8,640,480,1052092,30.007017,100,7979,0,8081,1839408,41125538,42995046,flv,820000,12.0,176,144,between 2.096 and 4.408
444.38,h264,480,360,489250,29.0,206,9734,0,10011,2612815,17416483,20059298,vp8,539000,15.0,1920,1080,greater than 10.433
107.16,vp8,480,360,326201,30.093458,30,3253,0,3333,684651,3715179,4396830,flv,56000,24.0,320,240,less than 2.096
79.21,mpeg4,176,144,55535,12.0,19,1124,0,1161,47945,633396,682341,flv,242000,29.97,1280,720,less than 2.096
368.44,h264,640,480,235879,25.0,189,9602,0,9821,9007956,22090176,31078132,mpeg4,5000000,24.0,640,480,between 4.408 and 10.433
239.93,mpeg4,176,144,51613,12.0,61,3358,0,3463,118011,1779816,1893827,h264,820000,24.0,1920,1080,less than 2.096
1140.29,vp8,1280,720,2393545,30.007017,328,33820,0,34199,20460527,320640835,341001362,vp8,820000,29.97,480,360,between 4.408 and 10.433
137.85,h264,1280,720,2964638,23.0,73,3046,0,3173,4236773,49521376,53758149,mpeg4,56000,25.0,640,480,greater than 10.433
266.58,vp8,640,480,281942,25.075659,84,7608,0,7772,845767,19710845,20569512,flv,242000,25.0,176,144,less than 2.096
203.49,h264,480,360,500821,25.0,115,5713,0,5919,1437592,13349156,14796748,vp8,109000,24.0,1920,1080,greater than 10.433
203.87,vp8,320,240,168106,25.0,119,6081,0,6278,867761,4069506,4937267,h264,820000,12.0,480,360,less than 2.096
368.81,h264,640,480,291116,25.0,190,9626,0,9843,9028294,22617922,31606216,flv,3000000,15.0,1920,1080,greater than 10.433
157.19,mpeg4,176,144,52577,12.0,20,941,0,972,48874,398581,448455,flv,5000000,25.0,1280,720,less than 2.096
150.55,h264,1280,720,843399,29.0,69,2635,0,2735,4451859,6894390,11346249,mpeg4,820000,24.0,640,480,between 2.096 and 4.408
114.42,mpeg4,640,480,1024863,12.0,36,1987,0,2051,192156,859357,1051513,vp8,56000,24.0,320,240,less than 2.096
292.73,h264,480,360,508490,23.0,158,6772,0,6953,2297563,16034462,18311925,flv,242000,29.97,480,360,less than 2.096
182.61,vp8,640,480,1034541,25.075659,90,8557,0,8764,1881193,41738411,43619604,h264,56000,15.0,176,144,between 4.408 and 10.433
290.91,mpeg4,176,144,52824,12.0,63,3425,0,3509,120112,1802512,1923606,flv,109000,24.0,1920,1080,less than 2.096
450.15,vp8,1280,720,794007,13.482667,81,10041,0,10113,3849958,70619849,74489707,flv,820000,29.97,480,360,between 2.096 and 4.408
338.19,h264,480,360,182141,25.0,196,9333,0,9499,3399269,5241158,8640427,mpeg4,5000000,24.0,1280,720,between 4.408 and 10.433
91.74,mpeg4,176,144,53012,12.0,18,930,0,965,49101,396432,445533,flv,242000,25.0,640,480,less than 2.096
1140.19,vp8,1280,720,2392343,30.007017,328,33810,0,34191,20449824,320584121,341002945,vp8,56000,24.0,176,144,between 4.408 and 10.433
67.97,flv,320,240,274808,15.0,41,992,0,1044,357427,2061200,2417627,h264,820000,24.0,1920,1080,greater than 10.433
157.15,h264,1280,720,2962972,23.0,73,3060,0,3183,4244758,49546483,53776241,mpeg4,109000,25.0,640,480,greater than 10.433
98.64,vp8,480,360,327601,30.093458,31,3247,0,3328,676797,3717342,4391539,flv,539000,12.0,320,240,less than 2.096
368.36,h264,640,480,234941,25.0,189,9633,0,9845,9022556,22071867,31074423,flv,5000000,15.0,1920,1080,greater than 10.433
379.27,vp8,640,480,29061,25.02174,74,9146,0,9217,870192,469765,1340027,mpeg4,820000,24.0,640,480,less than 2.096
127.59,h264,1920,1080,3088442,23.0,72,3001,0,3067,3835213,45310030,49165243,mpeg4,242000,25.0,640,480,between 4.408 and 10.433
203.64,mpeg4,176,144,51241,12.0,61,3352,0,3461,117792,1776009,1893820,flv,109000,29.97,1280,720,less than 2.096
157.59,h264,1280,720,2938988,29.0,68,2623,0,2721,4407104,6888913,11296017,h264,5000000,24.0,640,480,between 2.096 and 4.408
306.49,vp8,640,480,1033923,30.007017,99,7971,0,8081,1835091,41090914,42946005,flv,820000,12.0,176,144,between 2.096 and 4.408
91.58,mpeg4,176,144,52444,12.0,20,938,0,970,48642,399199,448841,flv,820000,25.0,640,480,less than 2.096
368.67,h264,480,360,293861,25.0,210,9738,0,10016,2621702,17487519,20154221,flv,539000,15.0,1920,1080,greater than 10.433
157.67,mpeg4,640,480,1023839,12.0,37,1993,0,2055,193184,862909,1057093,mpeg4,56000,24.0,320,240,less than 2.096
107.61,mpeg4,176,144,51387,12.0,18,1133,0,1165,50052,637429,687578,flv,242000,29.97,1280,720,less than 2.096
43.96,h264,480,360,509819,25.0,24,1053,0,1097,216497,1307563,1525059,flv,109000,25.0,320,240,between 2.096 and 4.408
292.82,mpeg4,176,144,52828,12.0,63,3417,0,3507,119435,1799854,1923606,h264,5000000,24.0,1920,1080,less than 2.096
1140.35,vp8,1280,720,2394036,30.007017,328,33859,0,34199,20467994,320680011,341005005,vp8,820000,29.97,480,360,between 4.408 and 10.433
138.72,h264,1280,720,2979645,23.0,77,3073,0,3192,4247878,49733506,53971684,mpeg4,109000,25.0,640,480,greater than 10.433
226.41,h264,480,360,503451,30.0,201,6031,0,6231,2514506,10494000,16139406,flv,109000,25.0,320,240,between 2.096 and 4.408
143.94,mpeg4,320,240,52003,12.0,40,1645,0,1691,59480,798189,858170,flv,820000,24.0,176,144,between 4.408 and 10.433
33.49,h264,640,480,272111,13.0,23,397,0,420,98051,1015980,1114031,h264,56000,29.97,1920,1080,greater than 10.433
267.35,vp8,1280,720,656831,25.096538,88,8021,0,8111,1841013,20229971,22081084,mpeg4,3000000,12.0,1280,720,between 2.096 and 4.408
49.93,mpeg4,176,144,54329,7.0,14,362,0,376,37817,324491,362308,mpeg4,3000000,24.0,480,360,less than 2.096
39.25,h264,320,240,271986,29.0,25,1084,0,1109,191135,1102038,1294173,vp8,820000,25.0,640,480,between 4.408 and 10.433
282.65,h264,480,360,555851,25.0,141,6869,0,7009,4917802,14520324,19448126,h264,5000000,15.0,1920,1080,greater than 10.433
107.98,vp8,480,360,319765,30.106382,32,3158,0,3190,649375,3593980,4242355,vp8,5000000,12.0,320,240,between 2.096 and 4.408
338.92,h264,640,480,232395,25.0,191,9509,0,9699,9007374,2232042,11239416,vp8,3000000,24.0,640,480,between 2.096 and 4.408
