duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
285.019,h264,640.0,480.0,480002.0,29.0,145.0,7093.0,0.0,7238.0,2589356.0,18890719.0,21470075.0,vp8,820000.0,24.0,480.0,360.0,between 2.096 and 4.408
394.586,mpeg4,480.0,360.0,250185.0,30.0,63.0,5558.0,0.0,5616.0,1483811.0,12321989.0,13825800.0,flv,242000.0,12.0,1920.0,1080.0,between 4.408 and 10.433
119.051,flv,320.0,240.0,272914.0,15.0,56.0,2168.0,0.0,2230.0,982948.0,5542226.0,6529174.0,mpeg4,5000000.0,25.0,640.0,480.0,less than 2.096
442.339,h264,1280.0,720.0,457790.0,23.0,104.0,6294.0,0.0,6394.0,3059405.0,20456793.0,23516198.0,vp8,820000.0,29.97,1280.0,720.0,greater than 10.433
77.135,mpeg4,176.0,144.0,272129.0,25.0,24.0,1780.0,0.0,1806.0,132829.0,2351177.0,2486006.0,h264,109000.0,25.0,176.0,144.0,between 4.408 and 10.433
265.395,vp8,640.0,480.0,320178.0,29.0,98.0,6883.0,0.0,6977.0,1271840.0,15819547.0,17101487.0,mpeg4,109000.0,12.0,320.0,240.0,between 2.096 and 4.408
142.936,h264,480.0,360.0,539697.0,30.0,67.0,4440.0,0.0,4504.0,1078511.0,10136223.0,11214734.0,flv,3000000.0,29.97,1920.0,1080.0,less than 2.096
229.847,mpeg4,320.0,240.0,247027.0,25.0,129.0,7658.0,0.0,7776.0,956231.0,5279627.0,6235858.0,vp8,242000.0,12.0,480.0,360.0,greater than 10.433
173.927,flv,1280.0,720.0,292817.0,24.0,83.0,4082.0,0.0,4165.0,2884195.0,37505667.0,40399862.0,h264,820000.0,25.0,640.0,480.0,between 2.096 and 4.408
284.155,h264,320.0,240.0,652394.0,29.0,134.0,7042.0,0.0,7167.0,1573482.0,7081429.0,8654901.0,mpeg4,5000000.0,15.0,320.0,240.0,between 4.408 and 10.433
63.949,vp8,176.0,144.0,269219.0,12.0,34.0,2012.0,0.0,2048.0,169783.0,1146287.0,1315070.0,flv,109000.0,25.0,1280.0,720.0,less than 2.096
348.537,mpeg4,640.0,480.0,577824.0,30.0,186.0,8331.0,0.0,8453.0,2636568.0,23219442.0,25876010.0,h264,820000.0,29.97,1280.0,720.0,greater than 10.433
254.395,vp8,480.0,360.0,269219.0,25.0,52.0,3800.0,0.0,3854.0,651297.0,2739642.0,3391939.0,vp8,242000.0,29.97,320.0,240.0,between 2.096 and 4.408
444.476,h264,1280.0,720.0,456073.0,23.0,105.0,6214.0,0.0,6309.0,2991408.0,20119534.0,23130942.0,mpeg4,820000.0,25.0,1920.0,1080.0,greater than 10.433
79.299,mpeg4,176.0,144.0,272002.0,25.0,24.0,1793.0,0.0,1818.0,130255.0,2385172.0,2515427.0,flv,5000000.0,24.0,1920.0,1080.0,between 4.408 and 10.433
264.587,vp8,640.0,480.0,321175.0,29.0,99.0,6906.0,0.0,7001.0,1277443.0,15898452.0,17165895.0,h264,3000000.0,29.97,320.0,240.0,between 2.096 and 4.408
143.684,h264,480.0,360.0,541398.0,30.0,68.0,4469.0,0.0,4536.0,1084136.0,10319028.0,11403164.0,vp8,539000.0,12.0,480.0,360.0,less than 2.096
230.191,mpeg4,320.0,240.0,247795.0,25.0,130.0,7682.0,0.0,7801.0,959821.0,5305204.0,6265025.0,flv,242000.0,25.0,1920.0,1080.0,greater than 10.433
175.418,flv,1280.0,720.0,294299.0,24.0,84.0,4106.0,0.0,4189.0,2901065.0,37717956.0,40629021.0,mpeg4,820000.0,29.97,640.0,480.0,between 2.096 and 4.408
285.546,h264,320.0,240.0,653907.0,29.0,135.0,7057.0,0.0,7181.0,1580782.0,7106761.0,8687543.0,h264,109000.0,15.0,320.0,240.0,between 4.408 and 10.433
65.352,vp8,176.0,144.0,270045.0,12.0,35.0,2027.0,0.0,2063.0,171499.0,1163323.0,1337386.0,vp8,5000000.0,25.0,1280.0,720.0,less than 2.096
350.334,mpeg4,640.0,480.0,579965.0,30.0,188.0,8358.0,0.0,8484.0,2651983.0,23344485.0,26016468.0,flv,820000.0,29.97,1920.0,1080.0,greater than 10.433
255.981,vp8,480.0,360.0,270748.0,25.0,53.0,3817.0,0.0,3871.0,653962.0,2754806.0,3412778.0,mpeg4,109000.0,29.97,320.0,240.0,between 2.096 and 4.408
446.024,h264,1280.0,720.0,457305.0,23.0,106.0,6232.0,0.0,6327.0,3005543.0,20212728.0,23218271.0,vp8,539000.0,25.0,1920.0,1080.0,greater than 10.433
80.806,mpeg4,176.0,144.0,272637.0,25.0,25.0,1808.0,0.0,1833.0,131746.0,2402818.0,2536594.0,h264,242000.0,12.0,176.0,144.0,between 4.408 and 10.433
266.185,vp8,640.0,480.0,322563.0,29.0,100.0,6924.0,0.0,7024.0,1283705.0,16010111.0,17313890.0,flv,820000.0,29.97,1280.0,720.0,between 2.096 and 4.408
145.335,h264,480.0,360.0,542901.0,30.0,69.0,4486.0,0.0,4555.0,1090823.0,10425673.0,11516496.0,mpeg4,5000000.0,29.97,480.0,360.0,less than 2.096
232.047,mpeg4,320.0,240.0,249350.0,25.0,131.0,7712.0,0.0,7834.0,962879.0,5343577.0,6308456.0,vp8,242000.0,25.0,1920.0,1080.0,greater than 10.433
177.163,flv,1280.0,720.0,296008.0,24.0,85.0,4122.0,0.0,4206.0,2916923.0,37876739.0,40793662.0,flv,5000000.0,29.97,1920.0,1080.0,between 2.096 and 4.408
286.987,h264,320.0,240.0,655701.0,29.0,136.0,7070.0,0.0,7183.0,1590402.0,7131561.0,8721963.0,h264,539000.0,15.0,320.0,240.0,between 4.408 and 10.433
66.769,vp8,176.0,144.0,271563.0,12.0,36.0,2043.0,0.0,2069.0,173332.0,1177768.0,1351000.0,vp8,820000.0,25.0,1280.0,720.0,less than 2.096
353.003,mpeg4,640.0,480.0,582399.0,30.0,190.0,8378.0,0.0,8505.0,2665552.0,23510438.0,26195990.0,h264,820000.0,29.97,1920.0,1080.0,greater than 10.433
257.451,vp8,480.0,360.0,272163.0,25.0,54.0,3833.0,0.0,3889.0,657666.0,2774215.0,3432880.0,flv,242000.0,29.97,320.0,240.0,between 2.096 and 4.408
448.351,h264,1280.0,720.0,459025.0,23.0,107.0,6248.0,0.0,6355.0,3021613.0,20340165.0,23373728.0,mpeg4,539000.0,25.0,176.0,144.0,greater than 10.433
82.233,mpeg4,176.0,144.0,273846.0,25.0,26.0,1824.0,0.0,1847.0,133342.0,2427606.0,2561948.0,vp8,5000000.0,29.97,176.0,144.0,between 4.408 and 10.433
268.082,vp8,640.0,480.0,324357.0,29.0,101.0,6934.0,0.0,7037.0,1291408.0,16112373.0,17405781.0,h264,5000000.0,29.97,1280.0,720.0,between 2.096 and 4.408
147.209,h264,480.0,360.0,545111.0,30.0,70.0,4504.0,0.0,4574.0,1097539.0,10550424.0,11657963.0,h264,820000.0,29.97,480.0,360.0,less than 2.096
234.635,mpeg4,320.0,240.0,251142.0,25.0,132.0,7737.0,0.0,7866.0,965955.0,5369947.0,6331902.0,mpeg4,242000.0,25.0,1920.0,1080.0,greater than 10.433
179.883,flv,1280.0,720.0,297923.0,24.0,86.0,4140.0,0.0,4221.0,2932444.0,38111269.0,41033693.0,flv,539000.0,29.97,1920.0,1080.0,between 2.096 and 4.408
288.781,h264,320.0,240.0,657753.0,29.0,137.0,7085.0,0.0,7198.0,1601112.0,7161131.0,8762253.0,vp8,242000.0,15.0,320.0,240.0,between 4.408 and 10.433
68.184,vp8,176.0,144.0,272815.0,12.0,37.0,2056.0,0.0,2083.0,175037.0,1191289.0,1369326.0,h264,5000000.0,25.0,176.0,144.0,less than 2.096
355.555,mpeg4,640.0,480.0,585191.0,30.0,191.0,8404.0,0.0,8533.0,2682223.0,23694264.0,26356487.0,vp8,820000.0,29.97,1920.0,1080.0,greater than 10.433
259.565,vp8,480.0,360.0,273648.0,25.0,55.0,3847.0,0.0,3903.0,661333.0,2801365.0,3462998.0,mpeg4,820000.0,29.97,320.0,240.0,between 2.096 and 4.408
450.751,h264,1280.0,720.0,461509.0,23.0,108.0,6267.0,0.0,6377.0,3034353.0,20477194.0,23511547.0,flv,539000.0,25.0,1920.0,1080.0,greater than 10.433
84.061,mpeg4,176.0,144.0,275231.0,25.0,27.0,1839.0,0.0,1863.0,135133.0,2454426.0,2591569.0,vp8,109000.0,29.97,176.0,144.0,between 4.408 and 10.433
270.491,vp8,640.0,480.0,326737.0,29.0,102.0,6949.0,0.0,7049.0,1304558.0,16242824.0,17547382.0,flv,820000.0,29.97,1280.0,720.0,between 2.096 and 4.408
149.879,h264,480.0,360.0,547879.0,30.0,71.0,4521.0,0.0,4583.0,1108745.0,10696164.0,11794909.0,h264,5000000.0,29.97,480.0,360.0,less than 2.096
237.355,mpeg4,320.0,240.0,252999.0,25.0,133.0,7754.0,0.0,7891.0,969368.0,5405546.0,6371914.0,mpeg4,242000.0,25.0,1920.0,1080.0,greater than 10.433
182.576,flv,1280.0,720.0,300154.0,24.0,87.0,4154.0,0.0,4231.0,2947831.0,38313449.0,41261280.0,h264,539000.0,29.97,1920.0,1080.0,between 2.096 and 4.408
291.317,h264,320.0,240.0,660789.0,29.0,138.0,7097.0,0.0,7208.0,1613842.0,7194332.0,8806174.0,flv,5000000.0,15.0,320.0,240.0,between 4.408 and 10.433
70.399,vp8,176.0,144.0,274182.0,12.0,38.0,2071.0,0.0,2097.0,177321.0,1211958.0,1389379.0,vp8,820000.0,25.0,1280.0,720.0,less than 2.096
358.177,mpeg4,640.0,480.0,588991.0,30.0,192.0,8432.0,0.0,8534.0,2704087.0,23875511.0,26589598.0,mpeg4,820000.0,29.97,1920.0,1080.0,greater than 10.433
261.955,vp8,480.0,360.0,275281.0,25.0,56.0,3863.0,0.0,3917.0,664794.0,2824322.0,3490976.0,h264,820000.0,29.97,320.0,240.0,between 2.096 and 4.408
453.471,h264,1280.0,720.0,464701.0,23.0,109.0,6285.0,0.0,6388.0,3051089.0,20614283.0,23685372.0,vp8,539000.0,25.0,1920.0,1080.0,greater than 10.433
