lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
3.1280406,8.937363,8153.6655,1405.999,7061.3286,57.68903,59.96045,568.83136,575.43335,1.3844342,7.341825,1.0211198,11.491538,0.22862336,between 0.975 and 0.988
4.1995015,12.699935,15606.449,1543.5989,7789.2856,119.41554,117.45512,640.1394,608.64087,1.6682326,9.049111,1.0231001,17.317327,0.34176707,between 0.962 and 0.975
2.016441,5.9272723,2867.5137,1368.0571,6797.6636,26.518879,26.61044,503.39603,559.3266,1.2000211,6.468794,1.0189838,6.7266526,0.12969863,between 0.962 and 0.975
7.1299777,21.037024,39097.93,2688.7478,9162.557,336.28027,337.17426,849.3292,701.59546,2.9663336,15.619975,1.0351465,44.909065,0.9056812,less than 0.962
4.1986523,12.066455,14865.671,1555.8678,7937.0127,113.44133,112.64446,676.8607,619.221,1.6505994,9.026665,1.0239944,19.019539,0.38672686,less than 0.962
6.184458,17.97747,29828.969,2308.048,8797.356,245.25754,247.74883,769.3696,665.1839,2.5177712,13.349081,1.0310943,34.116722,0.67234516,greater than 0.988
2.1063163,5.9773755,2608.7112,1361.3367,6838.849,26.471836,25.61697,498.18823,560.18036,1.1919829,6.374897,1.0189908,8.075794,0.12417746,less than 0.962
9.296603,27.000326,72826.664,3563.568,9739.256,645.2342,643.0529,1080.0834,777.64404,4.545134,22.957682,1.0495582,89.78677,1.7815658,between 0.975 and 0.988
9.29647,25.752901,71506.07,3547.4126,9671.669,642.14233,643.73773,1058.919,772.0454,4.5925655,23.285042,1.0517645,89.30228,1.7557179,greater than 0.988
2.1066976,6.2363596,1215.5085,1341.357,4701.531,13.358939,23.28938,471.4409,527.92487,1.1806549,5.9546237,1.0191085,3.993536,0.11564976,between 0.975 and 0.988
7.151509,21.028069,47517.03,2742.277,8894.188,347.503,345.65286,936.2855,712.9463,3.5034115,18.23429,1.0434902,65.68967,1.2363943,greater than 0.988
2.109847,6.018493,3855.285,1447.1499,6779.208,40.024174,42.61586,525.77527,563.4067,1.2436606,6.7866535,1.0202825,-0.22047666,0.1463872,greater than 0.988
6.1449194,17.981457,29777.56,2304.3044,8802.4375,245.20335,246.41403,774.0815,666.95166,2.5120478,13.292364,1.0298046,34.252926,0.678081,between 0.975 and 0.988
1.1692152,3.0348547,-3680.9038,913.1235,6605.473,6.4460196,13.743722,363.36203,526.27594,0.38764438,3.8855727,1.0188121,72.26265,0.049443718,between 0.962 and 0.975
6.188485,18.024342,29874.973,2310.4062,8800.239,246.90768,247.41191,759.9815,662.5757,2.5173357,13.2636,1.0312091,33.513454,0.6629232,greater than 0.988
2.0889113,6.008766,4356.691,1352.2876,6779.707,25.677715,24.877007,536.996,561.4658,1.2515839,6.703355,1.0200487,18.031689,0.19046685,greater than 0.988
7.18319,21.051394,39300.836,2689.4683,9149.538,335.345,333.1857,827.0142,694.51385,2.969662,15.444128,1.0350783,43.893974,0.87224907,less than 0.962
2.0892584,6.0114384,2789.728,1365.7874,6785.9536,26.78686,28.038641,483.22296,555.4787,1.2045459,6.464118,1.0197966,0.1934379,0.10333203,less than 0.962
