lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
6.118979,17.844738,29503.395,2291.542,8730.416,243.52003,243.98427,789.33545,673.0574,2.476524,12.829648,1.0298125,34.603718,0.67666787,greater than 0.988
1.0632834,2.7257352,6003.9507,1326.1249,6812.444,5.2885876,4.5499163,582.10565,570.25964,1.2498122,6.7260747,1.0193772,30.18155,0.23070131,less than 0.962
4.2153006,12.117478,15078.435,1556.7047,7747.13,115.89624,116.424675,638.0899,606.00366,1.6706227,9.169193,1.023138,16.945726,0.34590474,less than 0.962
9.312121,27.061476,72850.68,3565.1116,9763.147,646.94006,645.4042,1076.1583,779.1289,4.533212,22.844566,1.0496364,89.05264,1.7610484,greater than 0.988
5.094618,14.884511,21304.355,1913.6254,8455.959,172.69122,173.17787,697.70685,636.4467,2.069114,10.878585,1.0258429,24.27209,0.48403615,greater than 0.988
9.374775,27.054329,72823.55,3566.4146,9743.867,646.22363,645.9114,1073.3566,775.79755,4.555796,23.04723,1.0511607,89.264244,1.77636,between 0.975 and 0.988
5.2011166,15.117813,22002.45,1933.9657,8506.472,177.7213,178.31375,712.18066,640.6126,2.085109,11.016705,1.025779,25.341057,0.5046294,between 0.975 and 0.988
1.1033796,2.932278,5912.56,1327.2435,6502.496,6.602896,5.554945,597.2143,565.9157,1.2897265,6.979103,1.0194438,31.496944,0.27297089,less than 0.962
4.0572944,11.733896,14134.207,1522.7684,7742.26,109.936516,108.96537,617.2756,599.51825,1.6221352,8.570728,1.0226992,15.09277,0.30840254,between 0.975 and 0.988
6.0900927,17.910439,29240.09,2290.9763,8797.147,240.73662,241.42955,780.2459,670.9031,2.5040205,13.288477,1.0302075,34.869186,0.67991257,between 0.975 and 0.988
3.1370802,8.991645,8417.509,1385.9056,7081.789,61.528267,61.547062,555.03265,574.252,1.383844,7.386982,1.0207101,12.6447525,0.20938137,less than 0.962
3.0796006,8.80946,7941.4097,1382.8066,7027.85,56.20058,57.65023,589.2175,580.6681,1.3822154,7.507522,1.0197208,12.474578,0.2475842,less than 0.962
0.81481516,2.2222912,6908.397,1315.2421,6750.1455,8.803409,9.226828,609.93384,555.57153,1.2826735,7.0099683,1.019191,30.932465,0.0069894367,between 0.975 and 0.988
5.1605377,15.045631,21721.117,1927.7361,8474.167,176.13145,176.26237,694.37555,633.2738,2.0892808,11.190536,1.0261259,24.457804,0.48511505,less than 0.962
8.138952,23.927195,50810.23,3085.7747,9310.407,436.14407,438.1336,914.2216,733.04346,3.5892155,18.893263,1.0414737,59.993958,1.1960107,between 0.975 and 0.988
2.2734873,6.493107,4111.885,1352.8604,6833.0684,26.407154,26.725523,550.0843,567.2148,1.2337499,6.5654025,1.0190717,18.995459,0.19124405,between 0.975 and 0.988
