lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
2.0556495,5.9780912,3770.4922,1352.9025,6807.801,23.771654,24.731298,534.93823,563.54004,1.2246203,6.6371927,1.0190259,17.405909,0.17627645,between 0.962 and 0.975
2.0667408,6.0054674,5940.068,1405.6848,6746.1562,32.45483,33.227554,563.9405,566.04913,1.3167619,7.1119785,1.0201005,0.7349573,0.21064813,greater than 0.988
2.113595,6.9263954,6244.978,1380.2279,6801.316,30.361244,29.775263,587.6323,570.10583,1.3106482,7.0894613,1.0188653,8.837163,0.24197821,between 0.975 and 0.988
9.159833,25.34291,62371.69,3399.052,9450.325,548.81146,505.5932,1040.0916,762.17145,4.1211534,21.217588,1.0490192,83.474335,1.6809973,between 0.975 and 0.988
2.1324437,6.0549006,4169.664,1418.3313,6817.653,34.714897,34.60545,527.637,563.2675,1.2530692,6.7414565,1.0199051,-0.6206639,0.15348555,between 0.975 and 0.988
4.139741,11.971106,14721.241,1543.5756,7786.9126,113.071014,112.94226,651.2604,610.7699,1.6521497,8.92971,1.02197,17.461731,0.34732515,less than 0.962
8.248037,24.0885,51137.0,3094.6025,9329.066,444.53455,439.3888,933.2245,738.61896,3.5862997,18.466537,1.0412909,61.840668,1.211365,less than 0.962
6.1878176,18.053242,30419.959,2310.4026,8853.962,248.85951,248.04767,763.73517,668.96686,2.5154932,13.206005,1.0309336,34.008896,0.6705592,between 0.975 and 0.988
2.0603335,4.712358,8150.4434,1402.4037,6921.399,25.001236,20.877707,625.84216,580.00183,1.4497993,7.4198694,1.02031,33.546253,0.29359132,between 0.962 and 0.975
5.1691594,15.031669,21771.486,1925.6097,8453.78,176.68999,176.17899,707.21533,634.10016,2.1011848,11.269727,1.0264534,25.512398,0.50174034,greater than 0.988
3.0946774,9.0004015,5322.7275,1393.383,7131.907,59.677364,61.21997,545.37494,571.06104,1.2963943,7.0916944,1.020167,11.69686,0.16661431,less than 0.962
2.1029956,7.0514255,4172.582,1421.3616,6787.981,32.88945,38.392952,543.6464,565.62146,1.2570465,6.8512974,1.0198717,7.7740617,0.17993958,between 0.975 and 0.988
4.1825767,12.041803,14650.003,1549.4735,7813.9883,113.70516,114.016525,629.6062,605.55505,1.6524193,8.778066,1.0229417,16.775879,0.33095196,between 0.962 and 0.975
2.070228,5.965316,3127.3057,1329.7681,6775.264,17.02508,19.74699,529.27997,562.403,1.1984383,6.495735,1.0189966,24.593939,0.1735292,between 0.962 and 0.975
8.176208,23.976845,50538.37,3084.2542,9302.56,437.62323,437.62946,916.5357,730.5985,3.566846,18.425713,1.0417292,59.723988,1.1859373,between 0.975 and 0.988
2.094692,6.2179604,3586.6133,1381.3953,6800.9395,31.052202,31.518688,521.53644,560.7582,1.2468939,6.7476954,1.020043,1.3952097,0.15802212,greater than 0.988
8.17439,23.985546,50898.445,3099.1113,9355.365,440.93604,439.6933,944.0208,748.25305,3.5363648,17.961273,1.0409378,60.996937,1.2143786,less than 0.962
2.096905,5.9888186,3938.5112,1338.9209,6764.757,19.602303,20.676497,546.9436,563.67236,1.2302877,6.6455045,1.0189683,21.845264,0.19754398,between 0.962 and 0.975
8.243396,24.547281,52191.12,3134.123,9377.065,440.65573,441.41733,936.495,750.5294,3.5238192,17.649195,1.0408635,61.307617,1.1931262,less than 0.962
2.0676596,5.931422,889.0875,1536.7998,6758.9004,54.159485,47.39982,509.8597,561.11725,1.2063627,7.6351414,1.0198352,-0.4548727,0.1285364,between 0.962 and 0.975
8.227544,23.972885,50922.766,3084.8098,9319.677,435.37122,436.29233,908.754,730.1005,3.5708044,18.132685,1.0415046,59.002296,1.1687523,between 0.975 and 0.988
2.0701368,5.271554,1322.5914,1294.9893,6801.7905,12.147208,11.335357,485.63605,556.2559,1.1168249,6.0114827,1.0190179,44.79831,0.1341081,greater than 0.988
8.215287,24.042984,53249.58,3098.7976,9338.933,446.29648,442.60846,919.7581,734.31726,3.568059,18.202827,1.0420517,60.030525,1.1870763,less than 0.962
2.0860026,5.2961845,6455.9033,1345.7098,6784.767,20.185347,18.45414,605.60974,571.7617,1.3088291,7.013552,1.01913,20.701342,0.26714826,between 0.975 and 0.988
2.0790834,3.9137995,3223.8982,1446.1901,6710.565,28.986454,29.957548,526.9939,561.6436,1.2330375,6.5706882,1.0200235,-0.14457843,0.14805643,between 0.975 and 0.988
2.0576086,5.9793262,7298.281,1388.9094,6797.9736,29.895636,30.697935,574.67255,565.88,1.339259,7.005736,1.0200316,-0.39833826,0.22975005,greater than 0.988
8.2233095,24.524578,51390.203,3126.587,9321.277,440.77914,441.02866,912.68665,731.5423,3.5862179,18.248274,1.0417278,59.302296,1.1775992,between 0.962 and 0.975
2.0956564,6.640097,7551.0674,1386.1654,6761.1753,31.310835,32.01692,609.97797,574.29205,1.3463882,7.3271413,1.0200421,5.898172,0.26502752,between 0.975 and 0.988
6.184182,18.262018,30936.744,2318.8503,8850.806,249.47292,247.21161,776.0896,669.9934,2.5083704,13.2026005,1.0299996,34.491974,0.6841779,less than 0.962
2.0429938,5.9659233,2993.2778,1371.8444,6687.8433,21.454863,20.592398,507.31543,555.6285,1.2140948,6.5710006,1.0190377,18.53177,0.14823596,greater than 0.988
7.128163,20.833757,38064.484,2670.8784,9080.932,330.73706,333.35123,827.8222,687.05225,2.9971478,16.023954,1.0348274,44.723354,0.8875117,greater than 0.988
9.309871,27.048105,72940.445,3565.6665,9758.564,641.3989,646.53955,1059.777,775.54144,4.5182514,22.488337,1.0509598,87.93854,1.746304,between 0.975 and 0.988
7.1388216,20.98709,38582.26,2678.2637,9098.63,333.55936,335.23566,820.3561,685.0581,2.9993522,15.96232,1.0361035,44.204884,0.87899834,greater than 0.988
9.236337,27.013416,74900.336,4477.913,9779.005,651.1129,639.8097,1073.8267,778.4312,6.7499585,22.584452,1.0511174,90.92196,1.76757,greater than 0.988
9.470878,27.054832,72915.164,3571.0227,9732.791,648.6587,645.3229,1076.6084,776.87537,4.5432425,22.987833,1.0505122,89.17763,1.7784859,greater than 0.988
1.1522137,2.9893148,4552.645,1368.7096,6623.4697,9.666393,9.743335,585.6802,563.9122,1.2537184,6.831973,1.0189744,7.7871084,0.22998405,greater than 0.988
