lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
3.2441666,9.170457,8581.36,1384.3419,7080.328,61.539124,60.643703,581.5797,579.82434,1.4027581,7.4901114,1.0199729,12.857834,0.24250606,greater than 0.988
7.2178025,21.149624,39406.03,2695.581,9149.008,335.52747,336.12076,851.5138,699.72406,2.9789658,15.620234,1.0349742,46.014786,0.91577584,greater than 0.988
5.1579065,15.00988,21638.06,1925.5216,8476.604,174.52481,175.83205,676.7785,626.5186,2.084237,10.89634,1.0272118,23.50151,0.46499088,greater than 0.988
2.1542447,6.162331,2956.408,1301.0066,6863.429,21.166489,20.96433,513.07336,560.45056,1.1783459,6.311643,1.018865,39.635906,0.15619643,less than 0.962
1.2600924,3.2479699,4509.124,1372.3075,6677.9995,12.55028,10.34182,579.47174,565.87524,1.2491144,6.797579,1.0188887,6.512502,0.21828564,greater than 0.988
5.1770244,15.013607,21626.607,1928.178,8511.061,176.0233,176.6021,690.1829,632.70056,2.086132,10.93378,1.0268714,24.097021,0.47584718,greater than 0.988
8.212215,24.034088,51075.58,3090.361,9293.813,439.98325,440.54248,895.64557,722.26447,3.6169953,18.339067,1.0414734,58.446163,1.1509886,greater than 0.988
2.1541154,6.124171,6780.55,1393.2687,6817.085,32.97905,32.3793,600.23395,575.0756,1.3488573,7.3837876,1.0192142,-1.3922642,0.2496223,greater than 0.988
1.0957019,2.9602776,3583.2944,1385.1362,6621.267,7.750673,8.319782,553.30115,560.33795,1.2324388,6.674729,1.0190622,7.183613,0.18923192,greater than 0.988
5.151487,15.010887,21672.469,1929.0422,8477.376,174.66245,175.2959,716.19147,641.60974,2.091408,11.18992,1.0263,25.633072,0.5097048,between 0.962 and 0.975
8.249628,24.12258,51464.742,3099.709,9308.382,440.45602,438.77292,936.5612,735.61707,3.5911193,18.582987,1.0411732,61.76309,1.2206005,greater than 0.988
6.104197,17.8908,29252.264,2295.515,8836.135,243.76064,244.42409,796.98315,676.8956,2.491017,13.154216,1.0295436,35.195374,0.70511514,between 0.975 and 0.988
3.115691,8.961403,8279.193,1388.6912,7040.8804,59.90562,60.149868,579.63794,578.22614,1.3936619,7.5916142,1.0205282,12.036382,0.23899978,greater than 0.988
5.095757,14.978612,21508.89,1922.6936,8480.571,174.29254,174.44942,703.48773,636.29285,2.0793831,11.021466,1.0264963,24.77985,0.49205968,greater than 0.988
4.2682176,12.209229,15059.535,1547.3912,7823.9604,115.393814,115.37442,637.16003,607.7772,1.6517833,8.888231,1.0217212,16.86143,0.3408957,between 0.975 and 0.988
5.1740613,15.04256,21730.574,1935.9878,8514.459,176.10454,176.67151,719.50665,643.15326,2.083557,11.066584,1.0261669,25.740314,0.50803214,between 0.962 and 0.975
5.1185265,14.960057,21655.549,1923.5636,8484.461,175.33794,175.5333,702.1908,635.60724,2.0757303,11.03088,1.026261,24.727884,0.49115086,greater than 0.988
5.1367435,15.02445,21689.951,1921.9081,8467.974,175.4265,174.1483,684.67145,628.4212,2.0883186,10.944319,1.027016,24.011442,0.4715397,greater than 0.988
3.1228273,8.924145,8468.874,1386.8608,7011.78,59.71084,60.531746,586.51556,578.9708,1.3990564,7.589748,1.0198303,12.176125,0.2413055,greater than 0.988
1.1369177,2.976192,-618.7296,1321.5094,6671.5723,3.4658766,5.7474313,490.06168,550.85736,0.20239104,5.7283487,1.003162,21.881836,0.37357956,greater than 0.988
8.2447,24.04583,51240.594,3102.0122,9330.97,439.01077,439.44724,922.026,731.3725,3.5625408,18.235392,1.0414741,59.982307,1.1861817,between 0.975 and 0.988
1.3855582,4.5364556,5030.7275,1310.9603,6819.76,9.818456,9.960901,587.3573,572.69934,1.2442119,6.685096,1.0186982,32.458466,0.23946951,greater than 0.988
2.1280096,6.0656095,2481.118,1375.4269,6869.186,21.155111,24.261244,506.23477,560.94446,1.19685,6.361687,1.0191206,7.2036195,0.1398055,between 0.962 and 0.975
1.1579604,2.9938207,-231.09192,1619.2795,6404.7373,127.66431,18.630476,1414.6136,533.24536,2.6191874,13.702537,1.0291551,47.68698,2.6741943,greater than 0.988
1.1297194,2.9951158,1728.277,1340.8315,6615.5566,6.9056215,5.9157376,517.25586,555.4375,1.14566,6.1912646,1.0183153,16.692875,0.14974989,between 0.975 and 0.988
4.1455173,11.960004,14655.54,1545.024,7746.26,112.71173,112.681946,639.4299,606.86584,1.6530678,8.864191,1.022591,17.106417,0.33908382,greater than 0.988
9.371645,27.048965,73048.02,3559.738,9800.008,646.9154,646.8176,1080.914,779.8656,4.5041027,22.639517,1.0516317,89.616684,1.7747493,between 0.975 and 0.988
5.0945683,14.87957,21364.508,1921.7555,8464.396,174.47571,175.22136,687.0651,629.6887,2.0811007,10.963365,1.0272543,24.016962,0.47426432,greater than 0.988
2.1490266,6.1071696,4468.878,1361.6649,6842.6333,26.051315,25.603664,540.3307,564.4766,1.2459428,6.7407374,1.0194259,14.7721815,0.18189566,less than 0.962
1.1442086,2.9768047,4124.689,1361.9834,6633.577,7.774895,7.0547295,572.5889,561.7521,1.2409077,6.718533,1.0189531,11.828855,0.21475093,greater than 0.988
3.0769427,8.85016,8193.275,1382.0105,7049.8545,58.46188,59.30345,591.0152,581.59894,1.378867,7.427726,1.0200033,12.700396,0.24383195,less than 0.962
6.0756273,17.851768,29399.705,2297.1052,8807.021,243.08028,244.43571,774.0355,668.4296,2.491236,13.1840925,1.0301449,34.055565,0.6789203,between 0.975 and 0.988
