lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
3.0217447,8.784894,7773.2495,1382.8693,7077.4126,56.08199,56.071373,555.7658,572.89703,1.3681473,7.2366986,1.020525,10.931123,0.21119343,between 0.975 and 0.988
6.1520104,17.988482,29834.602,2305.9812,8795.96,245.82747,245.53482,764.96014,663.133,2.5172906,13.281354,1.0306923,33.78868,0.66768867,between 0.975 and 0.988
6.1822777,18.022793,29829.508,2311.5586,8841.966,247.51529,248.07808,761.93115,666.22516,2.4981039,13.00479,1.030405,33.42938,0.6573458,between 0.975 and 0.988
3.0608332,8.868807,7554.717,1382.9746,7124.928,57.356422,57.43685,587.7562,585.0104,1.3595442,7.3695755,1.0197955,12.497381,0.24067947,less than 0.962
2.123276,5.993589,5974.4805,1383.8828,6791.5527,29.81988,29.128134,558.9241,565.0049,1.3038493,6.9277177,1.0198882,0.18883167,0.20152268,greater than 0.988
7.2191634,21.301693,39823.293,2700.6726,9143.424,335.4038,336.55292,839.65936,697.4786,2.9974756,15.841706,1.0354005,45.56417,0.9057145,greater than 0.988
5.136128,14.959706,21487.729,1920.925,8507.749,174.26125,175.07043,709.38275,639.84534,2.0691197,10.987157,1.0259922,25.008833,0.49948627,less than 0.962
6.1075854,17.91418,29586.814,2307.825,8819.086,246.09424,245.2346,773.7037,670.01636,2.5070398,13.203468,1.0305161,33.981983,0.67427456,less than 0.962
7.038357,20.900957,38777.0,2678.5635,9135.292,331.9366,333.08072,830.8746,694.34393,2.9605162,15.4451275,1.0351995,44.45007,0.88118386,less than 0.962
9.273903,26.994028,73620.27,3553.5288,9776.429,643.3389,645.8884,1089.0166,784.74805,4.5017543,22.449263,1.0486172,90.004295,1.7835287,less than 0.962
2.133982,6.09425,4861.295,1335.9027,6794.2793,23.21614,23.33198,566.1593,567.1811,1.2639853,6.8050013,1.0189462,22.282814,0.22203478,less than 0.962
8.22706,24.062159,51115.0,3093.4368,9312.4795,438.6041,439.0616,908.8686,729.11456,3.5845015,18.280546,1.0419654,59.262375,1.1655697,between 0.975 and 0.988
7.1044364,20.53201,37894.75,2653.7327,9093.151,329.40106,328.55203,816.52295,685.6251,2.9628747,15.775247,1.0353736,43.723335,0.8641783,greater than 0.988
5.0798883,14.888798,21365.152,1917.649,8505.275,172.80824,173.50392,712.3609,641.83075,2.065986,10.902151,1.0259477,25.172796,0.5002898,less than 0.962
6.045202,17.763683,29400.701,2303.8174,8837.316,243.87099,244.9758,765.57184,666.4371,2.4922917,12.998037,1.0300765,33.43598,0.661376,between 0.975 and 0.988
8.203251,23.999775,51102.824,3095.518,9316.859,438.81793,440.1047,924.675,732.9432,3.5750551,18.430452,1.0420029,60.441425,1.1922807,between 0.975 and 0.988
2.1697102,6.1154337,2542.827,1352.7075,6803.2305,25.929094,25.218971,496.47974,556.85376,1.1783335,6.3862443,1.0189607,14.441705,0.1304066,between 0.975 and 0.988
7.1739473,21.027628,40822.316,2696.2937,9112.677,337.33292,334.2582,818.5714,684.8507,3.0631719,16.041664,1.0363786,44.15285,0.8765051,greater than 0.988
5.0772443,14.939973,21483.693,1919.7771,8452.378,173.4436,174.05943,703.55005,634.1464,2.0796015,11.158349,1.0269845,24.849493,0.49303955,greater than 0.988
9.29467,25.2602,71855.34,3551.4526,9477.727,644.3572,641.3135,1065.5414,772.03235,4.5922327,23.407436,1.0520657,89.15439,1.7631725,greater than 0.988
3.0280526,8.787668,8144.861,1382.399,7054.711,55.91851,57.2065,589.1741,580.0076,1.3783755,7.468462,1.020287,12.330517,0.24149927,between 0.975 and 0.988
3.1106412,8.930824,8363.813,1386.1553,7072.159,59.631004,58.735035,581.76685,579.408,1.3921905,7.5321445,1.0199288,12.181879,0.24093118,between 0.962 and 0.975
6.1005106,17.87468,29720.598,2303.0264,8821.856,245.74124,245.74152,788.8039,673.0479,2.4983423,13.280923,1.0299454,34.974216,0.69371414,less than 0.962
8.229954,24.056152,51064.34,3090.6084,9315.013,438.63272,438.53885,932.0045,735.5807,3.5842626,18.545464,1.0411414,61.010696,1.2076325,less than 0.962
3.22619,9.096699,8393.461,1390.599,7077.962,61.816692,61.196484,578.6164,578.2639,1.4054937,7.5048695,1.0203174,11.870858,0.2370428,between 0.975 and 0.988
7.1552877,21.019518,42094.24,2708.9275,9157.121,336.4789,336.6249,841.33264,694.4215,3.0328221,15.792427,1.03595,45.58976,0.9097906,between 0.962 and 0.975
5.0716176,14.928332,21493.498,1920.643,8503.954,174.61693,173.42343,689.6528,634.6497,2.069808,10.787974,1.0265323,24.174887,0.47425196,between 0.962 and 0.975
3.0962677,8.93613,8300.123,1389.3259,7086.724,60.02049,59.916485,570.9977,576.6653,1.3860699,7.4217157,1.020287,11.582034,0.23160985,greater than 0.988
3.170055,9.004255,8444.488,1389.5411,7167.027,61.61196,61.712566,586.3779,583.617,1.3865591,7.357983,1.0200135,11.47819,0.24178804,less than 0.962
9.257533,26.98409,72219.31,3555.2163,9819.834,670.92145,648.0956,1097.1793,785.22253,4.4920406,22.419252,1.0487463,90.92673,1.7856902,less than 0.962
3.1249096,8.965215,8276.697,1389.4652,7175.021,60.12953,60.945988,581.01624,583.86835,1.3864367,7.3238573,1.0201299,11.695967,0.23656294,less than 0.962
3.1131873,8.957537,8357.614,1383.0872,7085.7163,60.396317,59.89529,579.99603,578.72186,1.3879479,7.4431686,1.0200173,12.164557,0.23811798,between 0.975 and 0.988
6.193961,18.026129,29802.756,2308.949,8861.918,247.0062,247.02493,790.6839,677.0764,2.4922411,13.135428,1.0299284,35.23606,0.69028026,less than 0.962
1.0941842,2.9888215,2009.912,1370.572,6684.961,8.39922,9.093155,497.72195,553.17834,1.1633395,6.25008,1.0189835,7.903138,0.12578978,between 0.975 and 0.988
6.1561065,18.010645,29763.85,2310.5222,8813.827,245.93452,246.1249,776.9804,668.42377,2.5115798,13.32117,1.0310156,34.601612,0.68324023,between 0.962 and 0.975
3.162315,9.05681,8456.826,1387.618,7063.0054,61.097126,62.658546,582.2037,578.13617,1.3911875,7.5361977,1.0200336,12.068573,0.24151182,between 0.975 and 0.988
2.0968454,5.9805827,5754.919,1367.1676,6801.691,26.50035,27.628885,562.34,566.2382,1.295819,6.900092,1.0189722,17.463478,0.21668108,between 0.975 and 0.988
8.216172,23.940956,50925.027,3088.5498,9298.173,438.7373,438.96106,914.3489,727.62463,3.601577,18.547125,1.0417991,59.951714,1.1841252,between 0.975 and 0.988
9.303133,27.04608,73054.7,3551.4888,9741.711,646.29663,643.7763,1072.6128,776.19543,4.5472016,22.805523,1.0502744,89.51367,1.7752159,greater than 0.988
2.0786426,5.9783854,2934.8828,1346.5077,6797.4624,23.20405,22.558458,495.15234,555.05786,1.1973438,6.3961825,1.0192438,13.497405,0.13277209,greater than 0.988
4.1761627,12.002796,14743.407,1548.437,7837.5938,113.49715,114.16446,635.7845,607.9213,1.6517498,8.7464285,1.0216702,16.740404,0.33309254,less than 0.962
2.0697718,5.9860425,5757.396,1349.4905,6755.8286,22.891794,22.57132,590.69806,570.2652,1.2873,7.001125,1.018969,22.091652,0.24876991,between 0.962 and 0.975
3.1431158,8.969651,8276.383,1385.8856,7100.762,60.13383,60.191944,586.21564,582.2152,1.3884625,7.4650054,1.020012,12.254045,0.24362566,less than 0.962
6.1718044,18.008373,29828.492,2314.1902,8825.95,247.84984,246.7938,752.5006,662.5862,2.515949,13.07205,1.0312315,33.00501,0.6484103,between 0.975 and 0.988
6.171519,17.987118,29812.543,2311.0674,8823.837,245.75957,246.07294,777.14087,669.21136,2.506527,13.233331,1.030056,34.375607,0.6794068,between 0.962 and 0.975
8.228259,24.065746,51073.176,3094.8765,9320.631,440.67322,439.35443,952.8133,740.24066,3.581431,18.700483,1.040665,62.788216,1.244135,less than 0.962
2.1490643,6.099353,4580.561,1410.5962,6747.1504,33.955475,33.405518,530.9802,562.33673,1.276237,6.905307,1.0204306,-0.28464764,0.16653617,greater than 0.988
1.1541268,4.0681505,4508.1235,1393.9503,6720.8623,11.257852,10.668179,565.4014,566.13934,1.2527342,6.701614,1.0190136,0.09478621,0.19832723,less than 0.962
8.200189,24.00171,51002.87,3090.3198,9329.823,437.0163,439.45038,930.14264,737.1306,3.5632539,18.215502,1.0405921,60.343525,1.1981187,less than 0.962
6.147772,17.950195,29955.76,2313.6152,8805.576,246.40617,247.89005,751.8669,661.3977,2.5175443,13.134577,1.031045,32.97556,0.65379685,greater than 0.988
4.171743,11.993025,14725.173,1546.2341,7779.8574,113.66002,113.4695,631.8795,605.98425,1.6568427,8.824517,1.0232062,16.903854,0.33000877,between 0.962 and 0.975
9.332052,27.044188,72776.06,3560.8262,9770.265,646.17456,645.1041,1087.1917,783.4075,4.51444,22.636103,1.0493515,89.86799,1.7857355,less than 0.962
1.1524892,2.9648721,2890.4622,1396.6859,6745.3115,10.183571,10.000612,542.83484,564.2705,1.1960609,6.452255,1.0189875,0.44314665,0.16680287,less than 0.962
7.2132907,21.27861,40556.227,4577.038,473.14526,309.12048,317.47586,826.0056,967.1711,2.0540757,14.2613535,1.0337834,85.107346,0.9166009,less than 0.962
9.242411,26.981,72870.305,3565.9993,9780.056,648.4995,649.9347,1073.8876,781.6363,4.511631,22.417542,1.0494947,88.5276,1.7574081,less than 0.962
2.1170237,6.0591984,4583.389,1357.1238,6829.27,24.861128,24.974041,540.1562,563.1608,1.2562761,6.6829743,1.018906,19.87427,0.19195186,greater than 0.988
2.123732,6.028424,3966.6643,1367.9072,6797.9243,28.655,29.391863,531.77966,563.96423,1.2353653,6.6790137,1.0189903,11.947351,0.17185685,less than 0.962
3.307257,9.416509,8611.232,1391.5898,7099.48,60.963055,60.665714,601.459,587.0571,1.3934345,7.6290536,1.0200627,13.3844595,0.2597059,less than 0.962
9.288068,27.032387,73950.35,3564.0583,9792.707,651.50024,647.3391,1110.8444,790.2299,4.501307,22.563236,1.0486959,92.056366,1.8083588,less than 0.962
6.149134,17.974194,29771.1,2307.1472,8811.639,245.54898,246.46246,771.0341,665.4934,2.5053196,13.285499,1.031048,34.21035,0.6737748,between 0.975 and 0.988
9.239608,25.076511,66004.97,3604.8281,9292.998,641.74457,532.7193,1044.6305,765.90906,4.3335123,22.83041,1.0488281,85.66997,1.7314259,greater than 0.988
