lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
9.215473,26.954807,71935.72,3551.8186,9756.423,646.2018,644.8505,1076.4629,778.14966,4.4880376,22.533554,1.0501937,88.69932,1.7672477,between 0.962 and 0.975
2.0879178,5.9760203,6036.0137,1381.436,6833.2876,28.850418,29.07601,592.3931,571.6959,1.3064711,7.035408,1.019943,2.619812,0.24134138,greater than 0.988
9.280523,26.95792,72944.62,3557.9822,9779.911,642.9652,646.35223,1073.0317,778.8966,4.4954143,22.613846,1.0502607,89.058495,1.763751,between 0.962 and 0.975
1.1602548,3.0084443,2531.85,1395.7913,6701.286,10.245443,11.023191,521.24146,559.2245,1.1893951,6.4581566,1.0191773,0.64860797,0.14003251,between 0.962 and 0.975
7.1884894,21.056393,39204.19,2687.8,9149.239,334.9431,334.00528,826.219,690.5101,2.9934092,15.777235,1.0349569,44.514423,0.8826784,less than 0.962
2.0929174,5.988928,5719.4346,1378.8486,6738.0044,31.031645,31.313702,572.85925,567.59796,1.3014385,7.07652,1.0200387,0.6601425,0.21382776,between 0.975 and 0.988
6.1514606,17.969692,29772.996,2302.3438,8825.875,245.41017,245.78421,767.4007,667.9566,2.5007203,13.119919,1.0301564,33.81275,0.6685729,less than 0.962
2.1283314,6.05517,2537.8171,1347.9208,6829.4424,24.451506,25.230684,496.18668,557.83246,1.1824012,6.3331523,1.0189846,14.358327,0.1216919,between 0.962 and 0.975
1.1446441,3.0612671,5512.1143,1373.8041,6662.6655,8.069077,8.0054245,578.5311,564.23157,1.2801716,6.8672934,1.0191034,7.095827,0.22789033,greater than 0.988
4.1391406,11.9332075,14507.753,1542.2704,7754.49,112.268936,112.7283,638.29395,605.223,1.6477965,8.825033,1.0222219,16.891993,0.3360888,between 0.962 and 0.975
