age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
28.297289,183.14102,82.621056,Brazil,72.74046,73.981064,68.03835,73.97135,69.144806,74.61852,62.84788,73.15912,73.56164,73.21673,60.490055,79.09409,65.74743,69.76153,65.947365,68.149315,67.052734,60.495594,55.007664,19.546339,6.2313595,14.668329,9.736481,13.97896,greater than 8000.0
20.140888,181.67911,68.416824,Chile,81.575966,91.268364,73.997345,79.04997,45.337666,82.65467,78.7726,85.92959,78.40076,78.053314,79.49801,84.43743,90.582344,84.5344,77.79437,80.2323,75.44287,56.27704,53.92846,6.530525,10.177284,15.653462,6.4430013,16.23391,greater than 8000.0
29.628923,188.48712,84.01845,England,71.39549,71.53876,40.635605,33.540527,58.796764,73.5468,36.240414,59.462936,38.072807,37.911484,76.980896,67.43706,71.55598,67.22027,72.20947,70.5025,71.692726,74.01617,72.494644,10.593394,13.316056,10.589541,10.631318,11.345312,greater than 8000.0
30.042305,197.81473,96.86017,Netherlands,76.36539,76.119835,18.756248,19.281464,16.732159,36.479977,17.10444,17.376352,20.312368,23.519825,42.016834,21.32375,23.581087,32.87023,36.28928,81.80953,38.499943,14.929042,11.017922,71.853775,65.69548,59.594448,65.46202,73.95107,greater than 8000.0
36.770702,180.419,78.35953,Germany,62.65977,62.433777,39.82249,13.299519,15.60768,19.551699,29.157124,14.617003,37.27388,28.349327,23.446949,21.465101,22.605984,45.298702,45.549603,55.292427,43.26646,13.689677,12.206536,64.78982,66.46542,62.215828,59.45026,61.011147,between 3000.0 and 8000.0
25.125755,182.11687,68.78355,Ecuador,68.82689,75.07422,75.41873,67.99287,50.982525,72.28268,60.058014,75.88727,62.930527,75.813255,72.52186,71.96407,72.47679,65.327995,77.634155,67.3062,64.68837,52.731953,44.88415,15.947258,12.659189,6.8170753,13.993029,4.9046702,between 1000.0 and 3000.0
32.45582,184.37332,77.26602,Portugal,70.39253,70.25613,57.935993,54.569458,66.5346,70.36033,40.925095,65.18123,45.744564,34.290966,65.762375,65.60363,62.853825,64.995285,63.177406,71.57497,66.6491,70.515,64.45416,7.6701064,6.908445,12.052255,11.153094,11.663944,greater than 8000.0
27.51755,193.96948,84.1483,Denmark,71.77531,72.78916,21.45048,19.061415,67.898605,59.7507,28.311804,49.65209,30.150497,32.715168,48.122345,55.27984,63.7467,73.62206,50.063725,66.66869,60.234043,72.742676,69.15449,8.554993,14.438783,9.387936,10.419211,6.2295923,less than 1000.0
28.010794,177.59697,74.05015,Colombia,65.33755,65.65689,67.422775,42.32591,57.45568,61.262108,56.413593,53.591125,55.679256,36.02097,64.55543,59.223354,60.74472,57.120014,69.73531,65.51546,56.683098,61.34908,60.502148,11.332853,11.340413,11.574236,9.307684,12.463363,between 3000.0 and 8000.0
28.567028,181.00555,79.29613,Netherlands,63.5558,63.67819,50.288345,49.364838,64.19733,62.591637,42.664917,59.471226,43.36117,31.824886,55.825115,58.184586,46.141636,67.67239,63.53166,60.380253,46.836777,56.150627,52.67605,7.918002,7.854131,10.304312,9.14679,7.574921,less than 1000.0
