age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
20.30545,168.4678,77.922455,Argentina,57.439182,70.98968,20.917585,22.031849,44.229553,33.246563,-7.911354,32.224712,33.8835,56.756893,23.039772,29.446852,65.55442,85.72208,52.271866,50.81162,73.51037,13.980902,9.87868,20.931774,59.518898,28.093855,5.886142,2.0254266,less than 1000.0
25.307663,181.99971,80.80737,France,57.96831,65.5711,43.342945,34.78769,66.03444,73.28604,46.727478,60.00085,51.196636,55.245476,66.19517,61.05128,82.57878,66.97187,82.78908,55.86889,68.94345,70.53676,68.13922,10.179181,10.678179,11.634724,11.959879,12.81172,between 3000.0 and 8000.0
23.986277,178.62479,76.65601,New Zealand,55.555923,64.19972,17.054232,47.312702,48.941864,29.00773,36.766365,39.569107,27.15955,26.968046,20.298439,40.119,59.79492,45.10173,34.15175,51.515274,53.03416,18.811539,7.092194,4.7822623,2.5628111,5.476472,7.940432,7.3876195,between 3000.0 and 8000.0
30.673033,185.19089,79.99366,Korea Republic,67.48765,69.60461,46.344395,47.605583,57.614674,65.78628,48.820526,65.321556,51.041992,66.194786,60.552685,61.0985,62.505157,76.299675,68.57617,61.132565,83.638336,51.507355,54.209515,15.555402,21.593739,18.780985,7.3407116,7.570016,between 3000.0 and 8000.0
30.825373,177.91418,69.201904,Argentina,58.311005,59.220924,16.304749,37.24012,13.499075,54.082832,55.017307,58.19851,35.100506,50.547184,44.772274,45.447884,77.28738,78.34023,81.83706,49.195206,61.428253,21.200481,17.31811,11.747718,16.890135,19.468065,6.486769,13.327643,greater than 8000.0
19.952938,182.21167,70.95495,France,63.52194,72.29789,28.057045,58.95124,31.606794,68.25756,43.260914,59.01803,37.21818,34.48911,70.272285,69.64679,73.26806,12.969458,62.99195,59.27689,57.177254,75.528725,68.63448,9.036574,13.105107,7.598767,11.852543,6.872647,greater than 8000.0
31.394066,182.3016,86.19588,Romania,64.51579,66.03888,32.826965,46.48983,27.702936,36.98687,48.780487,44.483795,53.671474,24.751055,26.11804,47.955967,62.18845,65.26369,73.97284,60.221443,71.52461,20.285187,1.7656074,8.259467,13.819904,24.927162,25.75268,12.375917,between 3000.0 and 8000.0
26.124369,180.4549,79.30331,Romania,71.98055,72.283936,28.05261,44.870235,10.675548,66.93993,40.69068,63.078724,46.402374,38.213394,68.26469,58.394455,70.07449,74.306046,74.72929,69.282524,61.091682,72.78807,63.15081,10.882721,6.075435,11.83855,8.999896,8.263849,greater than 8000.0
24.344564,167.76134,69.02069,Korea Republic,81.11795,82.306854,83.85466,50.588985,56.561604,75.183754,44.447376,70.916046,65.62136,62.629204,69.30257,70.88931,76.17563,77.84542,86.10169,74.662155,81.45268,72.61469,72.1199,2.5974557,7.955086,9.3355665,11.636855,9.898637,greater than 8000.0
18.000053,173.14894,76.68081,Netherlands,72.484406,85.443726,70.02925,48.383476,58.29738,75.52271,53.53623,70.05317,51.99122,41.159863,77.963486,66.888214,64.419945,65.10497,53.726906,69.727234,79.06979,82.92132,76.8039,9.944482,8.863932,16.369967,5.65761,7.740037,greater than 8000.0
27.058823,172.86612,67.63564,Romania,73.060356,74.93392,55.275604,35.062195,36.42137,74.41397,32.009453,82.53376,48.444206,17.302944,70.439995,73.82939,75.39092,73.30629,81.8174,75.62555,74.744446,80.86718,82.12815,5.55596,8.34483,9.382124,5.8008866,20.276844,greater than 8000.0
20.059784,174.31628,76.36024,Brazil,71.73078,81.664246,59.16413,79.82739,61.91302,74.41358,72.35581,88.64163,87.19089,3.1541219,72.64052,80.330315,65.82658,56.95377,84.10215,56.626446,87.24995,74.11029,72.31751,18.890232,7.2424655,7.252432,11.045613,7.0760922,greater than 8000.0
25.590107,182.80025,80.190384,Trinidad and Tobago,48.233627,67.95061,21.58542,27.594866,38.09907,34.62001,28.230215,47.404903,28.783403,37.402596,27.654667,44.67207,73.939606,70.43233,63.38431,46.10893,51.966923,21.896698,10.932022,12.947466,20.696276,6.776566,6.038829,10.836453,less than 1000.0
30.707552,179.70206,73.97502,Saudi Arabia,60.673164,63.03523,47.455437,51.737736,49.960804,52.630566,48.725403,30.914621,29.060482,39.985626,51.262184,43.551525,68.31369,81.45178,70.80374,55.179844,57.6062,65.80492,53.150906,15.914326,16.654572,9.038622,11.145911,7.4495063,between 3000.0 and 8000.0
29.605919,176.00183,70.83477,Netherlands,60.238384,62.240246,37.405777,57.683224,30.29761,61.14152,50.66269,63.25184,40.54029,25.83811,48.05586,57.834846,67.88359,81.91357,67.01481,56.34589,88.63509,47.41553,49.183388,10.628091,9.190031,12.377636,9.995832,6.0778985,between 3000.0 and 8000.0
34.503426,177.56918,79.9247,Argentina,58.968422,63.268097,50.826824,35.87397,35.714767,22.559572,25.647581,31.244396,36.410934,19.522486,20.832834,37.64819,72.86313,63.822777,76.84326,53.130592,67.12703,20.966063,13.647309,25.963026,13.788509,5.4576483,11.315748,13.983335,between 3000.0 and 8000.0
