age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
28.834698,175.73431,73.92587,New Zealand,63.612984,64.68206,58.541393,51.37643,43.695644,65.06984,44.530743,58.046307,50.808178,55.0513,61.21369,62.15493,55.906475,56.73854,48.124825,57.973167,64.392365,48.307674,41.170166,15.626978,14.028765,10.776063,5.640407,7.9285083,less than 1000.0
30.504156,192.0361,85.61955,Czech Republic,76.70997,78.27685,48.099224,15.012421,84.54188,67.13085,28.36681,60.260017,27.113827,29.190426,58.239204,61.934246,44.595562,55.3027,49.185474,76.71409,48.069946,78.78902,78.374435,12.188391,14.188974,14.831419,5.8288946,6.0541983,greater than 8000.0
22.966862,185.79161,77.56677,Colombia,63.26697,67.48632,49.5854,26.66495,71.23465,57.102505,20.478329,47.019695,26.62946,22.187191,46.537323,48.749043,58.00846,66.0065,44.351566,62.360783,64.07703,74.5035,70.47973,9.013364,10.212473,7.9747725,5.431537,11.685094,between 1000.0 and 3000.0
17.047338,186.34206,76.059135,Austria,66.277664,78.96092,60.692516,42.983234,63.82621,78.24737,48.735695,70.353264,60.07582,41.64967,76.445465,71.50461,64.0864,69.82034,65.60906,64.16554,54.720997,77.07324,76.13943,8.197866,15.480409,16.124058,9.732685,13.923083,between 1000.0 and 3000.0
23.320211,177.18385,73.72287,Peru,61.8193,65.80515,52.031727,55.22583,57.639347,55.850887,40.08217,59.203617,47.713882,43.026905,52.832672,62.339745,60.93813,57.915993,67.19441,54.463608,60.245853,24.17802,26.090147,7.379682,12.117812,10.324489,12.156293,12.972486,less than 1000.0
23.903416,171.99036,59.636356,France,64.122894,68.919785,75.6029,62.070854,50.170868,70.35453,55.333347,66.50054,70.54859,75.35849,64.45529,66.61433,80.28268,75.545204,76.77828,62.261375,76.10409,51.85618,58.489613,11.151203,14.247594,12.9043255,5.255943,6.001444,less than 1000.0
25.690144,186.53824,82.580124,Senegal,70.3322,73.28167,10.442297,2.2427218,12.883291,23.24595,-0.120184354,3.4109797,19.08217,13.288339,37.29356,9.551422,18.732403,24.689526,38.690697,64.19401,41.366024,11.357632,10.830336,63.61269,67.10004,56.080246,78.88075,67.89806,between 3000.0 and 8000.0
27.78639,178.97581,74.64784,Republic of Ireland,70.32988,71.7729,36.970753,29.627356,65.28318,69.5498,28.241386,61.590073,23.579933,26.285769,72.92079,62.454937,47.122913,61.4124,65.10429,70.91291,70.714195,77.64314,77.83119,9.097442,9.90456,14.646684,8.343765,15.096995,greater than 8000.0
24.961397,173.15938,65.56907,Russia,61.73524,64.89834,64.14479,65.67614,41.131725,64.68623,48.571384,63.618282,59.97155,74.80728,65.52542,63.73523,79.09927,72.64379,76.35583,60.178265,78.44113,35.52934,33.881577,11.956246,13.83686,13.639989,7.9808946,9.146439,less than 1000.0
29.977348,187.24982,76.035065,Korea Republic,70.74376,69.89622,26.297693,28.131533,70.38257,56.824585,22.971516,34.453934,14.802704,28.528887,40.174915,49.267353,46.18685,47.11664,52.539658,64.66312,51.497345,54.933502,52.180466,6.970503,9.637854,12.8786335,11.953137,11.07966,greater than 8000.0
24.171913,180.24121,70.76579,England,68.98183,71.18116,14.00667,11.737388,21.268127,24.497961,10.81988,15.362585,15.908897,14.223795,10.723392,30.181942,27.206343,27.112827,48.224598,64.35278,64.39563,11.712614,12.863379,16.697618,57.469357,11.206332,15.833001,13.786604,less than 1000.0
23.70476,179.62405,76.78377,China PR,75.17827,79.52045,64.26772,73.8162,58.602047,75.93971,56.704247,77.85394,62.674767,54.80982,74.363235,78.93782,80.24948,79.371994,83.77507,66.43512,80.72013,47.46597,36.426598,13.444632,2.2850406,7.146837,9.911063,8.871947,between 1000.0 and 3000.0
17.664194,182.78775,66.120575,Austria,68.88366,79.2368,62.222954,69.60125,57.335518,76.91448,68.93677,69.94543,83.56336,65.59049,64.101845,73.33706,62.150547,63.36307,54.767902,67.788895,74.123184,78.583206,73.30668,15.419531,15.850412,13.826004,14.819855,6.917352,greater than 8000.0
20.521217,180.80913,62.084038,Sweden,63.07106,70.46815,50.84492,47.308865,46.300404,62.79902,48.783012,63.53602,38.469994,28.820576,61.65029,64.87478,76.38342,82.03611,67.61486,52.674744,65.79492,60.265366,66.37224,10.124878,12.710288,6.878554,6.3338885,10.067475,less than 1000.0
