V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.53138596,-0.4852434,-0.13952026,1.6627927,0.5984989,-0.67182076,0.23187318,-0.08172916,0.9273981,-0.66627884,-1.0567431,-0.8881193,0.1490933,0.77149314,2.516417,9.59026,-9.830292,-4.5061135,-17.515768,-0.5879822,9.607495,between 1.087409 and 12.865976
-0.13744128,-0.34126797,0.052352488,1.8504691,-0.12631364,0.16488793,0.36616468,-0.040334973,0.48958918,0.111063294,-0.08869298,-0.32238027,0.21814473,0.37774935,-10.027193,3.518406,-5.6093054,-5.0208364,0.15954402,-1.5064594,-5.109416,between 1.087409 and 12.865976
-0.31359807,-0.34281167,-0.07598463,1.9859242,-0.016260592,0.034838695,0.50515103,1.7907946,0.04338026,0.46222183,-2.491446,0.04309174,0.2694817,-1.8180379,3.4333255,0.18387139,3.5483594,-20.872215,2.1099513,-0.55588496,-7.74471,greater than 25.825956
0.21053703,-0.3287565,0.15228564,1.4003749,0.005832706,0.14082569,0.10801832,-1.2726938,0.090147845,-0.47159767,-0.43293798,0.01499559,0.053754292,0.45789436,2.5534644,2.3864374,1.3242174,-5.0322165,1.0236373,1.5179579,-1.9425442,greater than 25.825956
-0.019617781,-0.25148845,0.10630185,1.7507625,-0.08069547,0.21484563,0.29602158,-0.49562055,-0.09031347,-0.15163097,0.35978916,0.01234282,0.14735667,0.67180145,3.630566,-3.8964994,-2.934415,-6.9523396,-0.87552685,-2.2821956,-5.322292,between 1.087409 and 12.865976
-0.13045676,-0.2928032,-0.18533085,1.609535,0.011419059,-0.019893736,0.27329028,-0.63962907,-0.018682765,-0.1716337,0.9804022,-0.23534755,-0.07385938,0.5571909,4.9767838,-2.0177674,6.822601,5.739866,-1.3480666,3.4134893,-0.36020985,between 12.865976 and 25.825956
-0.684257,-0.6423619,0.037603814,1.7603526,0.76745975,-0.630117,0.1620465,-1.8566409,0.8334097,-0.7298954,2.106995,-1.0909225,0.3662962,1.7420373,2.5791986,-3.3859544,-0.9541282,-3.0448096,2.89233,5.8326297,-7.021173,between 1.087409 and 12.865976
0.02120673,-0.3512356,-0.21611172,1.6028676,-0.007902165,-0.049418796,0.2703963,0.35728815,0.0378137,0.07327905,-0.9608267,0.0946044,0.16290842,1.2186229,-8.830149,-0.47053108,-2.9123127,2.367769,4.4350724,1.8748845,-7.6996517,greater than 25.825956
-0.16535722,-0.6657776,0.018887179,1.5947559,0.9454799,-0.64519995,0.17942238,0.2894176,-1.6264027,-0.22904994,-0.8991283,-0.11411055,-1.2184324,-0.74487907,2.188584,9.426283,-4.5525374,-10.032845,-15.376165,3.6961946,6.765489,less than 1.087409
-0.5136179,-0.39950642,0.103326194,1.7343174,0.44078708,-0.20547761,0.21623206,0.06651513,0.53832006,0.52183455,-0.0837292,0.40596342,0.2822616,-0.22833714,-15.908685,7.7930427,-9.427684,-2.571481,-7.3504844,-1.8395997,13.5709305,less than 1.087409
0.30126727,-0.3269834,0.1396106,1.5746381,0.42915916,0.07622283,-0.18444085,0.30572185,-0.030186541,0.55987996,1.2224475,0.19731204,0.40776247,-1.4810213,-3.9243588,5.468401,-3.139654,-5.702987,-0.75968045,0.93828166,15.36931,between 1.087409 and 12.865976
0.03965054,-0.23198326,0.07459307,1.0646381,0.03185067,0.075602524,0.34980628,-0.015460065,-0.2977147,-0.09563213,-0.30442256,0.50944,-0.15865508,0.023244875,1.5251688,-0.7907338,7.2253437,31.290804,0.15236571,2.6782072,-11.710712,greater than 25.825956
-0.31594145,-0.35882396,-0.116422065,1.805015,0.003164669,0.0614086,0.45305306,1.957068,-1.1861142,0.46235472,-0.35096636,0.21296503,-0.70977765,-0.694984,-2.6026292,-13.657879,3.2189941,15.986121,4.8350344,1.1787589,-18.177551,greater than 25.825956
0.16134378,-0.25925454,0.18934119,1.1156831,0.35672173,0.09325145,0.31874117,0.055407748,-0.4789417,0.71649975,1.0911657,0.31615457,0.34910023,-0.771478,-9.769089,5.004156,-1.6006329,37.70278,-2.8195019,2.9228907,-0.9707956,greater than 25.825956
-0.4234311,-0.69689876,0.12438903,1.859796,1.2118747,-0.78204423,-0.16111861,-0.5442584,0.11005551,-0.35290205,-1.7767307,-1.2524217,-0.56931424,1.2789795,4.605391,9.699712,-8.379985,-9.073762,-19.756052,-2.683439,12.990353,between 1.087409 and 12.865976
-0.23909259,-0.3238247,0.1812929,1.7843655,0.36299258,0.08735457,-0.0508977,-0.047255125,-0.69407856,1.3971245,-0.32669207,0.21052124,0.4333336,-0.29541823,-4.9673786,11.916589,-4.7509346,-17.187975,-2.912426,1.7950572,22.28312,between 1.087409 and 12.865976
-0.44398746,-0.7121742,0.032555096,1.897198,0.74011123,-0.67529804,-0.006048543,0.46744686,-0.15942125,0.9853812,-1.1444839,0.8577138,0.84866214,-1.4742076,3.90012,-1.0698845,-3.1168828,-19.000067,-6.5789967,-3.4889946,14.346919,between 1.087409 and 12.865976
-0.1953225,-0.3604131,0.02058458,1.5823832,0.511172,-0.29954103,0.16727471,0.5505424,0.062413745,1.0629306,0.68263066,0.93632644,0.4797038,-0.90438867,2.6317873,15.751581,0.3734541,-15.492377,-13.525942,-0.73445475,23.482342,between 12.865976 and 25.825956
-0.7712078,-0.7538235,0.2762626,1.8596388,1.1162,-0.764723,0.070998825,0.15623085,0.76420975,0.14429075,-0.016606487,-0.85869426,0.1477881,2.2377632,11.027052,28.352434,-7.432841,-20.871809,-27.88173,2.980767,16.303116,less than 1.087409
-0.6314201,-0.962134,0.5899764,1.8967755,1.0789638,0.005092389,-0.034748945,-0.14696516,-0.19434017,-0.050681885,0.084386945,0.007972418,0.061053846,0.47357157,18.761692,11.602609,-15.1191025,-14.286899,-15.672715,0.05607526,-3.987728,less than 1.087409
0.17413141,-0.23395331,0.12663646,1.4098809,-0.03416596,0.16621776,0.15784635,-1.4487046,0.7289047,0.18932742,0.39451855,-0.3260062,0.26484632,1.9184265,-1.6865556,-3.4252331,-2.3832695,-13.323049,0.06940477,-2.0632377,-4.5552816,between 12.865976 and 25.825956
-0.6227496,-0.6791723,0.1846665,1.8537664,1.7151012,-2.9853945,0.06670819,-0.26246956,1.3000675,-0.7651339,0.03528987,-1.4554019,-0.15406047,0.85279083,-2.07935,-45.02285,-2.9014297,20.504433,-20.580725,-1.6029325,-18.663174,between 1.087409 and 12.865976
-0.2253695,-0.36696938,0.0895924,1.6241553,-0.029923497,0.21150686,0.35202745,-0.74934477,-0.10931864,0.09213389,-0.136899,0.042213615,0.19952963,0.08967829,1.4237156,-0.046198003,-0.05579312,-4.4275255,-2.729256,-1.6911732,-2.8494668,between 12.865976 and 25.825956
-0.2098323,-0.4313884,-0.043459192,1.7264271,0.021890424,-0.014345771,0.40313858,0.21867448,0.58351254,-0.007709669,-0.82404244,-0.54124224,0.00092750747,1.2591802,-5.747352,6.0222335,-1.4940263,12.008769,-0.42971444,0.7303447,4.2041354,between 1.087409 and 12.865976
-0.062364656,-0.2112115,-0.110235155,1.8186642,-0.013381143,0.04489763,0.32155275,-2.071634,-0.006488568,-0.21420574,0.2494975,-0.07700176,0.113694005,0.7932318,-6.6853223,-0.40495232,-6.1885047,2.2807841,-2.793786,-0.5874749,1.174152,between 1.087409 and 12.865976
-0.11280783,-0.334949,-0.14883518,1.7223366,-0.12798177,0.10403649,0.30669057,-1.5797942,0.5296651,-0.15625624,2.3420818,-0.18323463,0.21501918,1.4694126,-5.1614842,-1.5949862,-6.389231,-16.595676,-2.344006,-3.0427668,-7.3502975,less than 1.087409
-0.47255388,-0.42067176,-0.019868115,1.8506863,-0.036581505,0.04874969,0.5228536,1.5896308,0.014340423,0.48597273,0.63791424,0.2163062,0.39017946,-1.8740788,10.4134,0.41577107,0.5037595,-12.800498,-2.096045,0.56517047,7.5470214,less than 1.087409
-0.3531687,-0.4214058,-0.24904405,1.6503541,0.33029187,-0.4520929,0.20382065,-1.4265054,-1.0997366,-0.006711896,1.5246187,0.5204624,-0.3432174,-0.69494027,7.566868,5.8079004,3.9464931,-6.5476313,5.4447412,5.7453527,-4.3438134,between 12.865976 and 25.825956
0.11595804,-0.2096554,0.115508735,1.4685843,0.505818,0.0340683,0.091188736,0.312866,0.12461958,-0.21580842,-0.7393696,0.023302758,0.0048570274,-0.47660547,0.07136871,-0.013347212,-2.1041682,-17.227648,0.7295558,1.947323,18.362864,greater than 25.825956
0.27771643,-0.22722371,0.0878991,1.0718443,0.42633495,0.07749882,0.44854242,-0.10854121,-0.2686686,-0.20890373,-0.23143588,0.2523263,-0.15136522,-0.6709976,-15.080459,-0.895609,-2.0160816,19.680984,-0.23827827,-2.7409012,-17.580063,greater than 25.825956
-0.64325017,-0.59902304,0.04667074,1.7112564,0.70121324,-0.71031314,0.21338141,-2.702975,0.91028726,-1.0483364,2.094672,-1.1031432,-0.081861764,1.3800623,9.084071,-11.191682,-4.2512693,7.1946197,13.706743,0.17967847,-8.424689,greater than 25.825956
0.02272417,-0.17699352,0.08119132,1.7367358,0.5710699,0.052780773,-0.015096239,-0.06558574,-0.042151313,0.215953,1.1789186,0.24128568,-0.047391117,-1.4853157,-14.146266,1.4554765,-8.541376,-8.003412,-1.3745621,-1.6125282,11.58715,between 1.087409 and 12.865976
