V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.28416514,-0.15050356,0.10412295,1.7796389,0.33437076,0.09243165,0.057033014,-2.4555085,-0.04065579,-1.3269632,-1.4363285,-0.057102337,-0.57659906,1.6368184,7.213617,-3.0359588,-2.1731715,13.245084,7.180407,1.1640053,-20.87323,between 1.087409 and 12.865976
0.03443231,-0.24170086,0.011041071,1.0739452,0.3003252,0.0047498797,0.49390683,-0.322212,0.29494494,-0.6303574,-1.2656153,-0.61266565,-0.06962004,1.2977104,-2.9574065,-6.421973,-0.86361855,20.022667,5.379486,-2.6913707,-20.846327,between 1.087409 and 12.865976
0.111039475,-0.21950057,0.0042487476,1.4709476,0.30179057,0.05744814,0.15091458,0.20745188,-0.026287349,-0.10626747,-1.9030194,0.18190485,0.09666058,-0.8066455,-20.784554,2.9495287,1.1384685,8.710962,-0.16222961,2.406187,-7.0266395,less than 1.087409
-0.15303394,-0.36045596,-0.031932324,1.6158041,-0.09499468,0.08518407,0.37904853,-1.3587378,-0.78713316,0.4029375,1.7535915,0.588097,-0.6909614,-0.70507866,4.7402616,-3.8528733,12.77299,10.053385,3.2109332,4.624117,-7.855295,greater than 25.825956
-0.54027635,-0.32455426,0.17794792,1.876832,0.2814013,-0.07035343,-0.050798424,0.22838387,-0.021423768,0.10123803,-2.7735872,-0.11309328,0.2607605,-2.2265625,4.23222,-8.436973,-2.24521,2.6386395,25.725216,2.1517024,-9.541061,between 12.865976 and 25.825956
-0.08428723,-0.29548663,-0.18381752,1.6729101,0.22920907,-0.07315814,0.06319235,0.16705108,0.072387174,0.15667808,-0.862951,-0.04375844,0.19648908,0.57685584,-1.7289312,0.46734956,7.492124,-4.6595078,-0.7318286,3.8154755,8.233602,between 1.087409 and 12.865976
-0.1166229,-0.19096927,-0.038837034,1.8631926,0.3403061,0.015935134,-0.1423651,-0.33462328,-0.27855998,0.19286433,1.2346663,0.5891161,-0.09956089,-0.6759564,6.6461945,0.120217636,2.7370105,1.3518603,-2.1249695,2.9209096,1.0706925,greater than 25.825956
-0.7010806,-0.5752248,0.19152085,1.9640663,0.6545912,-0.30500764,0.0035585493,0.022989294,-0.5965012,0.74264365,1.2488688,1.1569067,0.08058992,-0.9620584,6.6679606,10.209066,-10.300131,-16.957392,-14.459552,2.3479621,21.709972,between 1.087409 and 12.865976
-0.12693976,-0.36935085,0.12448109,1.7149693,0.10055167,0.09580564,0.0325805,0.024823517,0.008297504,0.17755528,-0.6506214,0.0013348516,0.25133416,0.31426185,0.7087048,1.6541128,-10.499696,-19.525288,-0.7946766,-1.8186338,4.9354362,greater than 25.825956
-0.31849563,-0.39271665,0.13893497,1.833478,0.19186004,0.106946535,0.3688888,-0.16413812,-0.7970152,-0.41147098,1.0942553,0.6898445,0.09625712,-0.83728355,2.351647,-1.0461023,0.8779313,-7.578795,-1.1291195,0.9656674,-6.9487214,between 1.087409 and 12.865976
0.16939282,-0.4605481,0.20399968,1.1367406,0.118650205,0.20280696,0.52881354,-0.68182397,0.56723034,-0.49548405,-1.3508693,0.010387947,0.13747883,0.8986779,-5.898347,5.61589,-6.891892,17.892776,1.6148392,-2.7223492,-2.9058032,less than 1.087409
-0.39146784,-0.19928518,-0.09274804,1.9393739,0.009933985,0.058434844,0.42405173,0.36844712,-0.39185217,-0.033956997,-0.74123263,0.6918125,-0.7605349,-0.32700634,-4.3112683,4.9275875,10.008322,-15.432336,-1.6340191,-3.9612558,2.2458615,less than 1.087409
0.20649132,-0.40254295,0.070146054,1.4317842,0.36574286,0.09035532,0.098026335,-1.3101118,-0.33017892,0.088873394,2.3581429,0.008798479,0.14226018,-1.9969732,-13.964358,5.1456566,0.3151374,-7.753055,0.009166839,-4.7409945,15.890068,less than 1.087409
