state,county_fips,week,mask_mandate,gop_vote_share_2016,deaths_per_10k,COVID_news,retail_visit_per_hundred,COVID_news_cable,urban_population_percentage,image_users,mask_users,population_density,week_counter,week_counter_log,population,mask_user_pct
New Hampshire,1697.6504912661899,2020-03-01 to 2020-03-07,No,63.82091125778766,,,4.832779681545233,,12.372905601682211,173.6532998017871,99.41858053801633,433.77765568664955,,,91426.28369438875,0.1023241471375921
Nebraska,46702.50587757982,2020-03-01 to 2020-03-07,No,59.74629330563466,,,3.061435687388555,,50.723635063930224,166.4135745179378,95.66673793574016,45.98048794511696,,,278116.54410578497,0.05515902412338971
New Jersey,53390.94181051838,2020-03-01 to 2020-03-07,No,65.32578136675272,,,3.6794591520802835,,71.54374593745433,24.701445072424214,32.988064619737585,33.78714754274101,,,81455.54044060688,0.04393610085764375
West Virginia,16382.82313045473,2020-03-01 to 2020-03-07,No,63.88114231705387,,,7.007392541145995,,76.15320659634116,190.24046531830072,2.7175069645961822,51138.58560726125,,,185964.00306046565,0.006348699543983385
Oklahoma,46528.828895494036,2020-03-01 to 2020-03-07,No,56.71368343905035,,,2.6887770950683247,,48.782554863122975,22.03492264658702,28.39275818661767,561.3314494899188,,,63002.24813395161,0.07311151898928339
Tennessee,41673.65275529124,2020-03-01 to 2020-03-07,No,82.15309477688152,,,4.014325922490223,,67.43308399739284,278.82534374830533,2.0815184725808655,867.536298128133,,,115095.44673978447,0.00389761729488474
Kentucky,29964.272368271086,2020-03-01 to 2020-03-07,No,63.91275865749682,,,2.6750583013947904,,69.47367558725828,1.7493145093676628,1.0676387783948875,30.730741299909432,,,242858.7679990612,0.13206322277519328
Ohio,41116.177557752715,2020-03-01 to 2020-03-07,No,74.36233230490302,,,2.473929283650419,,97.69177875803487,4.937903169737661,0.13473424928811706,212.09982657199185,,,390195.50135569344,0.0005770594257054295
Georgia,22112.625214671574,2020-03-01 to 2020-03-07,No,84.80528276970557,,,1.7147083316342757,,1.7612633902891117,62.516560546575505,1.5449114861282514,170.7908158482031,,,36820.74737188688,0.06948091952282838
South Carolina,18525.418964336568,2020-03-01 to 2020-03-07,No,59.407520924161744,,,2.053184239591448,,67.02138265391571,8409.057598147465,38.21952594738039,248.00301955968484,,,119795.77476294934,0.0063778627723720446
North Carolina,17904.670085416245,2020-03-01 to 2020-03-07,No,29.465824183871703,,,2.3961794603860644,,70.6796218978872,3940.414822078844,101.83127545073549,10.085330409575086,,,53302.72548844569,0.004576070623756581
California,35855.1975747177,2020-03-01 to 2020-03-07,No,75.18930541603454,,,1.425545880336849,,70.62262848242526,14130.676737001333,0.9290261550314187,117.11736081904917,,,105761.1281094956,0.002463186416786883
California,33305.622137119935,2020-03-01 to 2020-03-07,No,54.00778303242073,,,3.466725888276589,,13.257889839701178,19.220301028925284,111.21932184129659,46.44508871942429,,,20422.137086146002,0.01619526800712838
Missouri,20532.05657061549,2020-03-01 to 2020-03-07,No,51.57490455751251,,,1.2228601703897284,,75.92914780126124,205.9777541263802,0.14543292844812572,49.63633487876275,,,92663.40587903747,1.3773819028569714e-05
Georgia,14985.38002787218,2020-03-01 to 2020-03-07,No,70.55534428595116,,,1.5245954562336774,,20.058913293343927,29.96400983036979,0.09748177015845738,351.9189890180212,,,913622.3732329704,0.0018480918271294312
Montana,17227.178541649122,2020-03-01 to 2020-03-07,No,46.20665067322919,,,3.494355615030852,,61.064590880826685,21.526639994249415,89.12855784633369,249.69901837439056,,,42534.37155759378,0.057869799639814555
Utah,2620.1016018362334,2020-03-01 to 2020-03-07,No,46.74861635574946,,,3.5044218269338656,,54.11084359255126,11.242785377162342,110.53026043279964,66523.68859348694,,,50653.282870669515,0.06350605254467334
Pennsylvania,36343.92263759824,2020-03-01 to 2020-03-07,No,71.83536016004182,,,4.142375521308478,,73.18919886942729,147.33553705535013,0.9476497467635686,367.0430174599844,,,4180702.435566388,0.001822292444037838
Iowa,33204.01583099588,2020-03-01 to 2020-03-07,No,48.84513613731213,,,2.1530396394508884,,64.45527408596331,108.4104569908973,1.1611410278437528,450.75756960423246,,,110535.49900334391,0.01089326684206915
Idaho,32874.16489665648,2020-03-01 to 2020-03-07,No,47.11978634728025,,,2.1273814912621365,,58.481860806322175,52.49315103833065,0.06913650235504876,307.05163732591365,,,108541.30249545549,0.0025509574992308715
Oklahoma,20984.83654105579,2020-03-01 to 2020-03-07,No,48.963139355446366,,,1.6104633580282575,,93.68763573125366,5.363137077237604,42.73854715176074,184.65089167896093,,,67133.75139934669,0.1590138131504685
Nebraska,52351.065641176574,2020-03-01 to 2020-03-07,No,56.553435567242765,,,8.131233266467346,,92.91100556986613,3.507019970847314,2.391162809974783,268.72318083917065,,,89659.93065654206,0.03018473964289807
Maryland,49064.66649785725,2020-03-01 to 2020-03-07,No,75.30878624898232,,,1.1436377749333069,,3.955037393042289,8401.28839380653,105.95530705039808,79.75574659147708,,,3371055.7249269234,0.004953522875948379
Oregon,17934.996286487967,2020-03-01 to 2020-03-07,No,61.07132011750773,,,2.4743701188529905,,75.21237842767366,46.34452292710728,30.401652915563968,77.01423403884529,,,86623.46416659745,0.06310913276881083
Minnesota,4232.7852959435895,2020-03-01 to 2020-03-07,No,56.46137667954433,,,2.2575794690187645,,50.665476354497855,10671.720836513572,104.01083800557112,59.77098682020413,,,253058.3688129015,0.003575780447317045
Ohio,45284.558349668594,2020-03-01 to 2020-03-07,No,43.90903435037685,,,2.089390139591321,,90.75876834410683,3849.417812701232,0.582040278787126,71.61514033597729,,,199511.4438805692,0.0030914984164804636
Iowa,15105.45797993046,2020-03-01 to 2020-03-07,No,49.23971224195366,,,1.5953684056641173,,85.28673936276151,450.6465425391457,96.51247258340334,345.3735103540685,,,325626.9358471717,0.007823392612727574
Connecticut,45835.17446811348,2020-03-01 to 2020-03-07,No,63.38700687677481,,,7.3736190463782885,,93.98523331228448,54.78204244076754,1.9196835995595372,105.95919327128573,,,60369.43525887595,0.015080907980557064
Georgia,21834.392070516453,2020-03-01 to 2020-03-07,No,38.31701426277751,,,2.8538464492980475,,92.15002597271929,8.941546523011468,1.4092639811027596,138.24301222142333,,,109313.47752193542,0.13944678572809197
Illinois,50053.62451050255,2020-03-01 to 2020-03-07,No,62.419412009276826,,,2.168903377980876,,93.14801151184304,335.3640390959359,0.7797330990566945,180.7260425082327,,,424980.8473719531,0.0002552698955528154
Alabama,24129.341971811155,2020-03-01 to 2020-03-07,No,43.659012381843155,,,4.362098964732869,,85.94458494975774,118.04175436390747,2.4764950672274053,121.05230919324552,,,136117.88036120395,0.008307703223129122
South Dakota,47782.29098010904,2020-03-01 to 2020-03-07,No,70.95409495521912,,,3.3085501697878543,,20.7838305286018,210.52665165892643,0.7124569376766078,198.82298757990228,,,20073.010741586353,0.0013672502879142762
West Virginia,38908.71564424959,2020-03-01 to 2020-03-07,No,48.15094928443761,,,4.299820781411614,,97.97307514161443,45.87637208086791,69.11986709966396,393.6059437204507,,,75483.39934351831,0.07580175306804375
Pennsylvania,38177.617203449394,2020-03-01 to 2020-03-07,No,66.16962120678421,,,3.7358019447622013,,93.54833648544641,5.8917096758917085,67.64061826638175,55771.49424328989,,,167630.95837794608,0.11763771094765213
Utah,45107.77487701301,2020-03-01 to 2020-03-07,No,46.87696152908925,,,2.0984987773563386,,55.372515459881676,35.74736674251375,0.14942903325020374,44.886961117482876,,,20919.11491012827,0.001486470331051706
Iowa,25664.789715629217,2020-03-01 to 2020-03-07,No,64.90006701695093,,,2.576526347919088,,16.37146091249291,21.367890859892242,0.03519784822904082,91.24434032511479,,,193552.54052586196,6.819047014419217e-05
New Jersey,49432.03644441396,2020-03-01 to 2020-03-07,No,77.76697004326523,,,3.8407101830359727,,83.1558704036345,5.263586334919874,2.0871956720416467,1095.3174522709526,,,51911.02762044135,0.14884007789919604
Oklahoma,39030.94823776197,2020-03-01 to 2020-03-07,No,49.10871156389518,,,3.233324554644673,,65.20228722649097,13.855176524513668,1.2722216117119638,435.2408744480573,,,56661.187165430885,0.12419932285756499
Colorado,22093.49282967247,2020-03-01 to 2020-03-07,No,57.12971524619038,,,1.3433585402493735,,62.80791706963591,207.9451183306284,0.8460659112796912,158.55226560080447,,,109346.87650437566,0.0007229380552314857
New Jersey,12654.284893637981,2020-03-01 to 2020-03-07,No,84.94728979740148,,,7.143659989270645,,58.73537365891553,24.0118449445725,78.77344953737025,20978.666660210056,,,28846.171574996566,0.1364063360679486
Florida,32903.75705976221,2020-03-01 to 2020-03-07,No,23.677966413380798,,,3.057229806507408,,38.22189936559364,56.065025073632356,2.5023422822120587,119.94077359309014,,,124256.67310111424,0.19339259681785245
South Dakota,11774.526053376088,2020-03-01 to 2020-03-07,No,64.58401801218436,,,3.5392360086807515,,85.8092791342244,37.62510955443287,0.6977204456722603,677.9216352752331,,,145688.07805675306,0.0016564948866567165
Illinois,47248.55510699851,2020-03-01 to 2020-03-07,No,65.24478102693055,,,2.4976734784551042,,98.91099894972058,20.987374238368417,2.998304557134073,126.29625281964509,,,90880.4277217107,0.13042723266615472
Maryland,41920.07424209115,2020-03-01 to 2020-03-07,No,61.43681560255929,,,3.333227418905929,,79.31753494281799,14553.551011181735,0.9260999847483585,401.3264551231169,,,157982.668671414,0.0020589118952534123
Maryland,13291.597539605587,2020-03-01 to 2020-03-07,No,61.42382189505667,,,4.077647664766802,,99.40813528581809,39.27435113787706,0.7769904507396558,40364.902113714386,,,389787.50794050604,0.0034618603162384133
New Mexico,48521.366487072904,2020-03-01 to 2020-03-07,No,75.84823455345168,,,1.6874129804270377,,95.92967074782638,20.08913446665946,9.301441897234586,52.97432172629623,,,118286.84185606815,0.18998521367789092
Mississippi,14049.43970597253,2020-03-01 to 2020-03-07,No,57.648598588733485,,,1.934109408289917,,66.13549555001849,102.2007290287402,106.03735613479559,692.9201009143784,,,110735.76040451233,0.13181923637936352
Wisconsin,39823.634510559576,2020-03-01 to 2020-03-07,No,76.70427542801349,,,6.584977449634708,,56.59455909594761,6256.742666281469,0.7885654571549173,33459.2269055885,,,246914.23611407191,0.0027397311904870016
Montana,31404.379126853844,2020-03-01 to 2020-03-07,No,47.461274783938684,,,2.4520255397731963,,25.886034294693157,7.424519576598723,3.6010180672190386,29139.683166780993,,,44432.68637046387,0.03459259412085107
Nebraska,5052.694233362607,2020-03-01 to 2020-03-07,No,66.78322001938281,,,4.3479278068987055,,9.865387567378336,15129.983974908078,0.7488429743996493,71.38495594855169,,,40185.67218578167,0.002553495285405625
Wisconsin,10999.061810575133,2020-03-01 to 2020-03-07,No,43.95769411808104,,,3.0459138485637975,,73.21472892254101,1842.7199762764571,1.8653475062455545,56.851113069136545,,,8901.543569510919,3.7852162906435435e-05
Iowa,35930.70179488177,2020-03-01 to 2020-03-07,No,66.79862780103163,,,2.2323514829627444,,61.12201286502525,3.5450896984180083,1.3240500413207652,170.75330249548836,,,40333.76894476946,0.020363218730773486
Nebraska,51892.52221653591,2020-03-01 to 2020-03-07,No,49.340437155961695,,,4.096083057451428,,85.93042704001611,67.92701969424834,74.40711776721368,27.142503095559945,,,128088.22829693435,0.14032889640995055
Michigan,29052.640750033563,2020-03-01 to 2020-03-07,No,44.68322652553168,,,1.816528245266865,,55.005444937582844,57.06722495762027,0.23902662900700267,39.806289730351374,,,191851.9239160843,0.00215995921579891
Virginia,48489.640989714404,2020-03-01 to 2020-03-07,No,54.335426047465475,,,3.6361261920580206,,90.86831836045125,10477.413342005955,0.6545715050182495,119.39319907011497,,,46150.04792604464,0.0012193493625337712
Illinois,46368.25929662484,2020-03-01 to 2020-03-07,No,61.854810070748584,,,7.027138411578959,,98.96720318867551,14.102624858406354,1.8176289955658722,115.61775636675686,,,8722.96735926884,0.1530329823939811
Alaska,1123.1078078088076,2020-03-01 to 2020-03-07,No,45.82012952352552,,,4.168279011911605,,42.73654111910696,2.5937052946135304,0.09385308626201383,1001.2489031402192,,,29156.382144169533,0.002546877891145212
Texas,29653.04598372748,2020-03-01 to 2020-03-07,No,73.76133152174303,,,7.775801744293754,,50.65217992513338,20.79836243517837,1.912825189785305,11301.107361115399,,,12078.925152439977,0.1357846165752066
Kentucky,42758.91736812684,2020-03-01 to 2020-03-07,No,39.16007750721477,,,4.962859195488186,,22.388070872104933,15.825528030247161,0.6591403047799702,468.7171490095586,,,395868.12196883734,0.0021981392221765293
Georgia,7842.919824697361,2020-03-01 to 2020-03-07,No,57.644293163561116,,,2.7530007470811135,,72.23156388179673,77.17827950773912,28.181258597918088,143.45575282096624,,,521235.2678138198,0.09441821885832348
New Mexico,10521.033234573908,2020-03-01 to 2020-03-07,No,71.68596208936164,,,3.4294083787725316,,90.36328747921992,91.94079401939132,2.7485188551756394,44359.758641759465,,,22509.53182386463,0.012580557020788589
South Dakota,39918.78054036231,2020-03-01 to 2020-03-07,No,51.973421143777294,,,1.6617322846655276,,98.85147605003878,8975.94870751428,1.1235931653593594,842.9203469920037,,,45979.97434520047,0.0006332693730185552
Idaho,2978.5218556093905,2020-03-01 to 2020-03-07,No,47.66376722730361,,,1.972397679930109,,65.61009278811544,14.74254874013202,2.608576323617571,818.9843340589787,,,67922.92190534672,0.06516942977157593
Hawaii,45975.024842733816,2020-03-01 to 2020-03-07,No,24.799067552572787,,,4.697278725438368,,39.74280243956227,43.03334976205745,2.5949007399246273,395.86010089049825,,,305164.7804005742,0.04183065887707813
Louisiana,36102.976307307836,2020-03-01 to 2020-03-07,No,57.581152589579176,,,3.68928229668018,,97.4055803453571,117.40255502173558,91.80119060935479,103.40669423552343,,,98648.47810931523,0.09847434699581775
New Mexico,32618.896920236763,2020-03-01 to 2020-03-07,No,66.08423419455697,,,4.477002832391222,,99.74768944485308,39.29159324236942,2.5851007206729584,784.9515792355924,,,97632.37986802222,0.03831857469920922
New Jersey,23422.49909648498,2020-03-01 to 2020-03-07,No,35.56294155880033,,,1.2330462104654918,,37.182153220003386,3045.1690823861577,0.5612991739440226,349.4575782033181,,,569440.9306587859,0.0026873849742200476
Indiana,29492.740107811307,2020-03-01 to 2020-03-07,No,46.137882888548326,,,3.4594603146494802,,93.06801348504496,798.0120848355155,37.548268163086746,152.40721705859156,,,111139.21428727088,0.004880372837748044
