process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
-0.0051779384,3.013956,2.0009353,1.0009677,72.73612,4.047884,-0.00083503895,between 546.8189102564105 and 1316.98333333333
0.0035126538,1.9953506,2.0050826,1.001133,60.00101,4.0091224,-0.0017810853,between 546.8189102564105 and 1316.98333333333
0.0040792967,3.0111208,2.0014381,-0.0019273596,74.37346,4.000004,3.06773e-05,between 546.8189102564105 and 1316.98333333333
-0.003185815,1.9987203,1.9994215,-0.0020174151,63.463806,1.0234283,-0.0005594189,greater than 10876.6388888889
0.00015504839,3.0035625,2.0003002,-0.0052020284,76.73213,2.9580705,0.0037210633,less than 546.8189102564105
-0.0022368738,2.0041282,1.9992509,-0.0042509185,66.98355,1.0330026,0.0026554675,less than 546.8189102564105
2.0005186,1.9984602,2.0014417,-0.014145375,59.440968,4.0261,0.0015531947,between 546.8189102564105 and 1316.98333333333
-0.0029989523,3.0102746,2.0024834,1.0010567,66.693634,6.016516,0.0045129526,between 1316.98333333333 and 10876.6388888889
-0.015446814,0.9982249,2.0004785,1.0006496,83.81352,3.0025415,0.008103286,less than 546.8189102564105
-0.015899504,3.0053358,2.0000482,1.0013822,64.398415,6.0077744,-0.0049604983,between 1316.98333333333 and 10876.6388888889
-0.0025262893,3.0026352,1.9947081,-0.018149974,58.925495,3.993742,0.0056748763,between 546.8189102564105 and 1316.98333333333
-0.004469505,1.995006,2.0011568,1.0017582,87.40306,6.0119495,-0.0020036898,between 1316.98333333333 and 10876.6388888889
2.0035546,3.0001433,2.0005958,1.0001463,58.929455,6.019045,2.119517,less than 546.8189102564105
-0.014153648,1.9999589,1.9998114,1.001161,63.731785,4.064235,-0.002561243,between 546.8189102564105 and 1316.98333333333
0.0042008576,0.98476624,2.1501892,1.0003363,78.41426,4.0127783,-0.0012328278,between 546.8189102564105 and 1316.98333333333
0.99925685,1.9973565,2.0033543,1.0030237,64.05524,6.0249586,0.0004748758,between 546.8189102564105 and 1316.98333333333
2.0033894,0.99586475,2.0021377,1.0023696,71.948975,3.9849775,0.0035203595,less than 546.8189102564105
2.009082,0.99938613,2.0001452,0.0018477119,75.87986,6.029467,-0.00023431191,between 1316.98333333333 and 10876.6388888889
-0.014421927,1.0014766,2.0003016,0.0060269283,58.83616,0.9454854,0.00049730507,greater than 10876.6388888889
2.0051618,1.0063152,1.9999118,0.9984178,73.11718,2.9719176,-0.0019282212,less than 546.8189102564105
0.007440903,0.9918918,2.0005767,1.0003641,77.787094,5.011031,-0.0021521826,between 546.8189102564105 and 1316.98333333333
1.0010134,3.0003822,2.0021243,1.0002732,62.82465,5.996829,-0.0041464437,between 1316.98333333333 and 10876.6388888889
