process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
1.0133992,1.9989982,1.9999304,1.0019245,66.25156,0.9624649,0.011545356,between 546.8189102564105 and 1316.98333333333
1.0092404,1.0014803,2.0015583,1.0007777,58.904297,0.98978007,0.0107842935,greater than 10876.6388888889
1.00621,0.9899823,2.0004265,1.0032874,73.17661,4.987313,0.0060451077,between 1316.98333333333 and 10876.6388888889
0.00027104118,2.9998612,2.003278,-0.001968169,73.17154,3.0062096,0.009012751,less than 546.8189102564105
-0.0027120106,0.9957288,1.9643091,0.99879974,68.12574,3.9856782,-0.0006398865,less than 546.8189102564105
0.99986404,1.9996178,2.0021722,1.0004249,71.3936,5.9842734,0.0058947294,between 546.8189102564105 and 1316.98333333333
0.0013746392,1.9946994,2.0007303,0.9991583,64.905426,0.9983851,0.0015896431,less than 546.8189102564105
0.003334656,3.0116057,2.0028067,-0.0038391957,76.94753,5.0280514,0.0005153095,less than 546.8189102564105
0.0018647682,1.9998506,1.0726641,0.9993916,63.110306,4.977674,0.0002472183,greater than 10876.6388888889
-0.00286423,2.9902365,1.9989759,0.99981517,65.17996,3.9810817,-0.0009393314,between 546.8189102564105 and 1316.98333333333
0.004161018,1.9944239,1.9999856,1.0019758,66.92922,1.0026336,0.013563944,between 1316.98333333333 and 10876.6388888889
0.9961527,3.0048401,2.000721,1.0007524,71.1261,5.0252943,0.0008366236,greater than 10876.6388888889
0.9985052,1.9980735,2.0005393,1.0014248,69.573135,5.0175447,0.0011129254,less than 546.8189102564105
0.0082041295,1.9983852,2.0021706,1.0022014,75.27711,1.9747789,-0.00015620829,greater than 10876.6388888889
0.0048935674,2.0001898,2.0029938,1.0003937,69.1029,0.9808682,0.0018838869,between 546.8189102564105 and 1316.98333333333
0.0022060026,1.9939598,1.0088098,-0.0014966368,75.43962,0.9774353,0.0043638856,less than 546.8189102564105
