process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
1.9962322,0.99610686,2.0008163,-0.0041069835,66.99231,1.9722096,0.0021318276,greater than 10876.6388888889
1.9991198,3.004697,2.001751,1.0035715,60.55979,1.9920832,-0.004984264,greater than 10876.6388888889
2.0000567,1.9966178,1.9999236,0.0034311921,61.608673,1.9863061,0.0010910165,greater than 10876.6388888889
2.0038981,3.0078294,2.001021,1.0013165,70.0354,1.0032064,0.0055845343,less than 546.8189102564105
0.015735395,1.9942335,1.9989192,-0.0023352508,71.57107,4.0313244,-0.0053859632,less than 546.8189102564105
0.9952849,3.0078406,2.002672,0.9997867,68.334785,1.0036178,0.0018909052,greater than 10876.6388888889
2.003495,3.0025322,2.00008,-0.004581492,65.02522,1.000604,-0.008451653,less than 546.8189102564105
1.0087152,3.007481,2.0001068,1.0024701,81.76715,2.018861,4.1988425,greater than 10876.6388888889
0.99788433,2.0015771,2.003847,-0.0045332965,62.055435,5.998153,0.005978875,less than 546.8189102564105
-0.0019767692,2.005005,2.0008647,0.0005434657,74.13665,1.9797082,0.0021360933,between 1316.98333333333 and 10876.6388888889
2.0030742,3.0132585,2.00095,-0.0037252968,79.99075,3.0549624,-0.0059264386,less than 546.8189102564105
2.0020998,2.9923518,2.0003645,1.0000616,83.44206,1.9966409,0.0007651604,less than 546.8189102564105
0.01313532,2.9989345,1.9995731,0.9993389,65.06246,0.98056316,3.9120495,between 546.8189102564105 and 1316.98333333333
1.0011555,1.0101342,2.0013819,-0.004116698,60.232086,3.019721,-0.00023695832,less than 546.8189102564105
1.9991374,0.97711897,2.0002754,1.0024939,65.00534,2.9824312,-0.0015311134,greater than 10876.6388888889
1.9947513,1.9943402,0.98942286,1.0011038,67.8454,0.97750163,0.0062209237,between 1316.98333333333 and 10876.6388888889
1.0115223,1.9932579,1.9997724,1.0003204,80.63526,2.0221756,-0.01301474,greater than 10876.6388888889
1.0024669,0.98041284,2.003097,1.0034094,79.77007,2.9868348,4.5301676,between 1316.98333333333 and 10876.6388888889
1.9994588,3.0070024,2.0003607,1.0037701,71.97185,2.018926,0.0019835632,greater than 10876.6388888889
0.00556608,0.9827306,2.0006578,-0.0010905793,70.07581,2.0164053,-0.0033061171,less than 546.8189102564105
2.0027568,3.01787,2.0009968,1.0009797,77.69886,3.0017009,2.7075748,between 1316.98333333333 and 10876.6388888889
0.008418847,3.0071397,1.0070605,1.0031587,73.33252,1.0117272,0.0007824809,between 546.8189102564105 and 1316.98333333333
0.9959243,2.9982944,1.0023677,1.0003117,91.735,3.9752445,-0.00017647707,between 546.8189102564105 and 1316.98333333333
2.003782,3.0041938,2.0008342,1.0011525,66.10274,0.9788743,0.0014784986,greater than 10876.6388888889
1.002027,1.0019833,1.9983522,0.0015242358,61.869884,4.014314,-0.004317917,between 546.8189102564105 and 1316.98333333333
-0.008411804,3.0059955,2.000622,1.0005006,66.42349,2.0201735,0.0012131976,less than 546.8189102564105
2.013173,1.005685,2.0009239,1.0017991,69.71384,4.003775,-0.004359496,between 546.8189102564105 and 1316.98333333333
0.0036921792,2.998962,1.0082655,0.9999973,69.74649,4.0218024,0.0005805738,between 546.8189102564105 and 1316.98333333333
0.0028048228,2.9892094,2.0008953,-0.0027523823,79.90921,2.0173857,-0.0016271877,less than 546.8189102564105
1.0070306,3.0078478,2.0008037,1.0002928,66.98803,1.9887347,0.010703153,greater than 10876.6388888889
0.016725028,1.0175862,2.0009506,0.9993537,60.553757,3.01079,-0.0034628902,between 1316.98333333333 and 10876.6388888889
2.009864,3.0051014,2.0008233,1.0012436,76.33298,3.0446165,0.004220074,less than 546.8189102564105
-0.00084336544,1.9919088,2.0000625,0.0011980508,77.36732,2.0177472,-0.00096451223,between 546.8189102564105 and 1316.98333333333
1.9973168,3.0002081,2.001626,1.0032412,66.02771,3.9901392,-0.0013028802,between 1316.98333333333 and 10876.6388888889
1.983518,3.006005,1.998626,-0.0039717457,66.71655,0.9981992,-0.0043108254,greater than 10876.6388888889
2.003931,0.97960687,2.0015843,1.002458,61.328686,2.005361,0.008345102,greater than 10876.6388888889
2.0123305,0.98924536,2.0016847,-0.0050589056,65.59965,2.0069506,0.00050954055,less than 546.8189102564105
1.0025312,2.9919538,2.0002592,-0.001983968,70.13026,0.9808212,0.00078536186,greater than 10876.6388888889
0.9921792,0.9880462,1.999856,-0.0025588812,68.33945,2.01229,0.0019297202,greater than 10876.6388888889
2.004965,3.0104983,2.0014882,0.9988841,62.375057,0.99468714,0.011037439,greater than 10876.6388888889
