process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
2.001016,0.9947519,2.0022292,0.00044078776,78.65519,5.003913,0.0008791159,between 546.8189102564105 and 1316.98333333333
2.003172,2.000265,2.0008535,1.0010741,76.99185,4.0505095,-0.003385094,between 1316.98333333333 and 10876.6388888889
-0.0073119,2.0028524,2.000412,0.99954706,66.91805,2.999693,2.0802107,between 546.8189102564105 and 1316.98333333333
2.0044334,2.001929,2.0002236,1.0015762,85.44678,5.0230746,0.00018491852,between 1316.98333333333 and 10876.6388888889
1.9991306,2.006544,1.9991099,-0.004868524,78.95558,2.981093,3.0745249,between 546.8189102564105 and 1316.98333333333
1.9913812,2.001949,2.0013041,-0.0053206994,75.52751,3.0096972,2.982364,greater than 10876.6388888889
0.9952369,3.0038836,2.0014815,0.9997735,70.39561,3.010371,0.0020823248,less than 546.8189102564105
1.9902037,1.9983708,2.0000648,0.99999124,70.81324,4.0020933,-0.0071802232,greater than 10876.6388888889
1.0110472,1.9981309,2.0003178,1.0045913,73.87092,1.9707325,0.0007347462,greater than 10876.6388888889
2.0057905,2.9915268,2.0006578,1.0019184,69.02134,4.9899783,0.0013113713,greater than 10876.6388888889
-0.011112707,1.996189,1.0920811,0.999144,79.70237,5.0294976,3.0869772,less than 546.8189102564105
2.0013957,3.0007217,1.999926,1.0025439,75.368004,5.0034122,3.0973067,between 546.8189102564105 and 1316.98333333333
0.9917236,2.0017288,2.001137,1.0005866,85.7647,1.9490302,0.0023019474,greater than 10876.6388888889
1.9957637,3.0018804,2.003063,0.99976623,80.20949,5.0456614,-0.0028300025,between 546.8189102564105 and 1316.98333333333
1.9943022,1.9987737,2.001016,1.0052513,65.96226,5.0218706,0.008791916,between 546.8189102564105 and 1316.98333333333
2.0060856,1.0021005,2.0008612,-0.0052648154,66.81913,3.9914937,0.00019763876,less than 546.8189102564105
0.9962173,1.0151944,2.0017347,1.000254,75.76373,5.0372076,3.2632508,between 1316.98333333333 and 10876.6388888889
0.0033479256,3.0033271,2.003614,-0.0026588412,75.255875,5.0207343,0.0011159729,between 546.8189102564105 and 1316.98333333333
1.9943889,2.0016227,2.0001664,0.0038181045,67.519035,4.006754,0.0004839527,between 1316.98333333333 and 10876.6388888889
2.0055041,2.9998655,1.999878,-0.002205229,70.35208,0.97597796,0.0028872632,greater than 10876.6388888889
2.0025473,1.9962137,2.0007253,1.0036728,77.996666,4.9937696,0.003232211,between 546.8189102564105 and 1316.98333333333
1.9968582,1.9941614,1.9999926,-0.0043468634,75.02733,3.9577463,-0.0040641725,less than 546.8189102564105
2.0060024,3.0035775,2.0000656,1.0011302,68.918526,1.0177045,0.0004005737,greater than 10876.6388888889
1.997518,1.0007337,2.0001092,1.0026178,77.71261,3.0315843,-0.009643632,greater than 10876.6388888889
2.0086832,2.0043504,2.0015023,-0.010722453,88.395294,5.025458,0.0011951965,between 546.8189102564105 and 1316.98333333333
1.00869,1.9931092,2.0007932,0.99885505,74.89886,5.038982,-0.001498364,less than 546.8189102564105
1.9947573,3.004048,2.00012,0.9999139,61.361614,5.0250764,-0.0011568341,between 546.8189102564105 and 1316.98333333333
0.9912629,2.0040417,2.002478,1.003348,63.88304,1.9410865,-0.0035015596,greater than 10876.6388888889
0.99556905,2.006268,2.0009773,1.0031651,64.512794,4.011063,-0.0046244133,between 546.8189102564105 and 1316.98333333333
-0.0075775655,1.9934622,2.006517,1.0007366,63.458496,3.009245,0.0033173056,between 546.8189102564105 and 1316.98333333333
0.0012783309,2.9991307,2.0010781,1.0012407,70.93149,5.0067296,0.002470694,between 546.8189102564105 and 1316.98333333333
-0.015151995,3.0015974,2.0011587,-0.0016804417,71.227325,3.0197585,0.0011750613,between 546.8189102564105 and 1316.98333333333
