process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
2.0161922,3.0006576,2.0010896,0.99901605,75.21327,2.0167017,0.013004315,between 546.8189102564105 and 1316.98333333333
0.99793166,2.9965088,2.0005436,-0.0007373545,87.98825,5.015313,2.9876351,less than 546.8189102564105
0.009774441,2.0009978,2.000167,0.99873954,59.849735,1.0129048,0.007144469,greater than 10876.6388888889
0.99513495,3.0051923,1.9995838,0.99958026,65.78747,1.997873,-0.00015640772,between 1316.98333333333 and 10876.6388888889
0.9982507,3.0006967,2.00008,1.0013888,59.31471,4.0014076,-0.0026753286,between 546.8189102564105 and 1316.98333333333
-0.006744199,3.0026305,2.0011163,1.0018241,74.20224,4.032417,0.0052189995,between 546.8189102564105 and 1316.98333333333
2.0106611,3.0082538,1.9996262,0.99892193,62.05263,5.9980664,-0.003713204,between 546.8189102564105 and 1316.98333333333
1.9979517,1.0025352,1.9995925,1.0003352,84.17318,0.9997907,-0.0013628083,greater than 10876.6388888889
2.0060365,2.9991486,1.9996405,-0.0053049377,62.88439,2.0266893,0.0005986716,between 546.8189102564105 and 1316.98333333333
8.450472e-05,2.0071046,1.999746,-0.0077426676,77.262314,5.994918,0.0046742507,between 546.8189102564105 and 1316.98333333333
0.9974371,1.006972,1.9996563,1.0007848,60.280045,6.010677,0.003227725,between 546.8189102564105 and 1316.98333333333
0.002925603,2.988636,1.9999609,1.003728,88.97832,1.9966615,0.009437403,greater than 10876.6388888889
2.0071163,1.9990819,1.9995975,0.9998026,70.014984,2.9912395,0.0032852115,less than 546.8189102564105
2.0126219,2.0003662,2.0031774,0.9998977,66.85745,3.9949117,0.00014938007,between 546.8189102564105 and 1316.98333333333
0.0066305674,1.0057027,2.0016086,1.00126,78.907814,1.013477,-0.0010696929,greater than 10876.6388888889
2.0051425,2.9999404,1.9996283,1.0018241,69.35803,3.9890478,0.0012531593,between 546.8189102564105 and 1316.98333333333
1.0037293,0.98162967,2.002909,-0.0019957584,69.54678,4.038294,0.0005889717,between 546.8189102564105 and 1316.98333333333
2.0191562,2.0095525,2.002167,-0.004195626,64.21923,1.025542,-5.1745446e-06,between 1316.98333333333 and 10876.6388888889
1.0043135,1.0023174,1.9991983,1.0018669,67.12884,4.021275,0.013521223,between 546.8189102564105 and 1316.98333333333
1.998631,2.0049465,2.0008967,-0.0014572167,64.78812,3.9891043,0.0030486987,less than 546.8189102564105
-0.0045741615,3.0148263,2.0003386,-0.0016223667,67.23411,4.0156426,-0.0022823694,between 546.8189102564105 and 1316.98333333333
2.0137606,3.0069935,2.0009851,1.001399,61.782288,1.0123482,-0.0003423856,greater than 10876.6388888889
1.9988502,3.000691,1.9999902,0.9986714,69.94509,4.0045667,1.4211612,between 546.8189102564105 and 1316.98333333333
2.0123677,3.0078185,1.9985073,-0.0034142735,60.43943,1.0026901,0.0023253947,greater than 10876.6388888889
1.9947085,3.0087595,1.999664,0.9990778,69.99873,2.020495,-0.0067478167,between 1316.98333333333 and 10876.6388888889
1.006787,1.9938064,2.0003932,-0.0041640433,71.591484,1.9844534,-0.0016434346,greater than 10876.6388888889
0.009061054,2.004959,1.9999909,-0.002155287,72.05972,6.028222,-0.0010981737,between 546.8189102564105 and 1316.98333333333
-0.015091015,0.996902,1.9993887,-0.00052245526,79.68579,3.024136,-0.0038073012,less than 546.8189102564105
1.0060263,0.98703444,1.9992983,1.0022094,69.909424,4.027788,0.0009315922,between 546.8189102564105 and 1316.98333333333
2.0125895,2.9972706,1.9999516,1.0029585,59.496334,4.006649,0.0033161596,between 546.8189102564105 and 1316.98333333333
2.0006099,2.0037575,2.0002189,-2.070202e-05,71.45516,6.0161524,0.012177195,less than 546.8189102564105
2.0213022,1.9959366,2.000578,1.0026762,83.67139,2.0176551,0.0039890693,greater than 10876.6388888889
0.009350037,0.98987895,2.000015,1.0005687,86.320496,1.021174,0.012369697,less than 546.8189102564105
