process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
1.0000937,1.983637,2.0005696,1.0039434,59.221348,1.0110058,-0.0061579505,greater than 10876.6388888889
-0.0022238726,0.99884903,0.99379015,1.0023323,62.78016,1.0075699,1.7560207,less than 546.8189102564105
-0.012804212,1.9954501,1.9982425,0.002762137,80.98546,0.99049217,0.0045865234,between 546.8189102564105 and 1316.98333333333
-0.0075885723,1.9995825,1.9999403,1.0025239,59.05239,6.021122,-0.0002491636,between 546.8189102564105 and 1316.98333333333
-0.0013363876,2.0016994,1.9999063,0.9996596,83.26871,2.081669,-0.00038906082,less than 546.8189102564105
-0.004434784,1.9977958,1.9993788,1.0009327,76.84349,2.9868457,0.89970756,between 546.8189102564105 and 1316.98333333333
1.0026245,1.9955858,2.0000882,1.0007145,59.328056,0.9849139,0.0053236424,greater than 10876.6388888889
-0.012753285,3.0115716,2.0004952,1.0022469,79.743095,2.9587715,0.004092334,less than 546.8189102564105
2.0063066,1.0051126,1.9993296,0.99977183,68.10874,0.98507947,0.0012682842,greater than 10876.6388888889
-0.007881456,0.9790203,2.0006793,-0.0002575331,58.667057,2.0287273,-0.00012339267,less than 546.8189102564105
0.9978178,2.9927223,2.0001526,0.0010146195,72.393425,1.0348177,0.00084853265,greater than 10876.6388888889
-0.012411942,2.002231,2.0003293,1.001948,80.93785,1.9918602,-0.00036703038,between 546.8189102564105 and 1316.98333333333
1.9995754,2.0026133,2.000345,1.001668,59.979794,1.9814951,-0.000939351,greater than 10876.6388888889
0.005267346,3.0123098,2.0002959,-0.0010978342,73.13414,2.997053,0.000102966675,between 1316.98333333333 and 10876.6388888889
0.99767387,2.0044715,2.0001128,1.000769,61.33014,1.9687164,-0.00040691392,greater than 10876.6388888889
-0.0026484895,2.9946818,2.0010743,1.0001752,84.8203,1.9605302,0.011842223,less than 546.8189102564105
0.0067330133,2.0004525,1.9993303,-0.0011441434,70.65031,1.9902245,0.010332413,between 546.8189102564105 and 1316.98333333333
1.006458,0.99336153,2.000324,1.0000644,84.53948,3.0174227,1.0583082,less than 546.8189102564105
-0.015477404,1.9963008,2.0039546,-0.0016738791,79.1176,1.9778979,0.0047766417,between 546.8189102564105 and 1316.98333333333
1.0010183,1.0085189,2.0003898,1.0013912,65.9557,4.0247,0.012731188,between 546.8189102564105 and 1316.98333333333
0.9964729,2.010236,1.9980797,1.0009881,82.42462,0.9793983,0.0008619372,greater than 10876.6388888889
2.001695,0.9794327,2.000212,1.0021632,80.83671,2.0207145,9.824126e-05,less than 546.8189102564105
-0.006126117,0.9966539,2.0003235,1.002011,57.582035,2.0114603,0.014068947,between 546.8189102564105 and 1316.98333333333
1.9985768,3.0174878,2.00035,1.0054927,63.33951,2.0127487,0.00030194432,greater than 10876.6388888889
0.0061356695,1.9994578,1.9983975,1.0011117,66.690125,2.0085225,-0.0021710575,between 546.8189102564105 and 1316.98333333333
0.004315785,2.0039523,2.0011458,1.0006264,76.19589,3.996033,0.0005862834,between 546.8189102564105 and 1316.98333333333
0.0014467554,2.9995098,2.0023284,1.0024753,78.23053,1.9932008,0.98815745,between 546.8189102564105 and 1316.98333333333
-0.005792638,1.9988936,2.0005279,1.0014789,76.23214,1.9913884,0.010885596,between 546.8189102564105 and 1316.98333333333
-0.0081670005,0.99790096,1.9994727,1.0030547,60.156746,4.0168285,1.5699139,between 546.8189102564105 and 1316.98333333333
-0.010973461,1.9898084,2.0048337,1.0008192,59.02801,1.9827931,0.0069949552,between 546.8189102564105 and 1316.98333333333
1.9943306,1.0015192,1.9994221,1.0038319,67.51759,2.0203047,0.001722866,greater than 10876.6388888889
1.9991653,1.9994605,1.9994302,0.00048888224,66.54919,1.9956737,0.0046078563,greater than 10876.6388888889
1.0063087,1.0110312,2.0001135,0.99889135,67.93135,6.016693,-0.000966838,between 546.8189102564105 and 1316.98333333333
-0.009490999,1.0077629,1.999991,0.99966687,89.869545,0.9881953,0.0026539487,between 546.8189102564105 and 1316.98333333333
-0.009248593,2.995818,2.000502,-0.0049397596,65.77347,4.9294906,0.0004878972,less than 546.8189102564105
