F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
7053.08,2507.8333,0.35648298,45.4576,972801.75,81.795975,2029.5067,10.170597,37.360695,greater than 13.379
9093.05,2563.727,0.2711191,78.576996,1248211.2,123.61501,3567.5884,49.991493,37.24588,greater than 13.379
15228.323,4736.1636,0.30420527,190.67094,2107898.8,314.58945,5956.8823,222.65805,25.106318,between 2.305 and 5.03
5664.8066,1471.7858,0.27315122,75.73999,806910.6,90.554794,3168.4146,33.079735,38.584618,less than 2.305
9818.026,5082.7,0.5032264,64.888954,1322716.2,118.27965,3994.798,53.25761,35.246105,greater than 13.379
14435.342,180.3167,0.118271425,161.4213,2050952.1,20.722483,5110.0396,100.87105,28.980183,less than 2.305
12046.834,3804.9976,0.3137991,131.95563,1717537.1,179.8278,4585.1333,64.32049,31.655638,greater than 13.379
13207.355,3935.2368,0.28786328,148.89401,1806730.2,219.01091,5230.6724,176.34373,27.101643,less than 2.305
11646.18,5367.7324,0.438924,97.24662,1608285.0,214.6817,4358.979,38.861958,33.623142,between 2.305 and 5.03
13860.54,3673.369,0.26540712,160.3655,1925276.8,249.42126,3944.1858,43.002228,26.884619,less than 2.305
6209.4775,1763.2131,0.27431187,-3.2969196,830156.3,73.664246,2707.5308,189.43797,41.257812,greater than 13.379
12896.666,1524.7657,0.07695818,134.54092,1752458.2,130.61584,4929.6714,69.875374,28.079332,between 2.305 and 5.03
14333.664,2821.9597,0.19397981,187.9615,2010546.9,172.66747,4824.8467,147.89526,20.983625,between 2.305 and 5.03
15803.889,3922.0132,0.24971071,172.06927,2197147.0,220.08069,4996.0,58.56095,23.873001,less than 2.305
9569.789,2824.538,0.2926503,91.35645,1319126.6,139.871,3750.3203,82.75247,32.101257,greater than 13.379
7400.586,2161.0352,0.28596804,81.62026,1037422.25,98.53802,3372.8708,83.718994,38.151966,greater than 13.379
