F1,F2,F3,F4,F5,F6,F7,F8,F9,RMSD
7766.6006,1841.1552,0.23729162,77.20464,1057542.5,93.5549,3793.6895,81.427246,37.904312,between 2.305 and 5.03
8607.281,2719.2632,0.3159501,97.86741,1174728.5,137.03851,4095.4656,113.938995,33.20331,between 2.305 and 5.03
10130.765,3442.1584,0.33984867,138.32785,1428240.1,169.63402,4241.4507,26.331482,32.32801,between 2.305 and 5.03
7391.3887,1540.2133,0.20872976,86.659454,1096804.8,91.06816,3036.6528,22.320126,38.517586,greater than 13.379
12059.565,3749.803,0.31091702,117.4705,1694464.5,166.77057,4186.141,20.214636,32.9532,greater than 13.379
10650.527,3528.5215,0.331662,143.64001,1473107.9,160.9819,4813.1714,45.906483,25.352179,less than 2.305
9370.524,1209.6508,0.12379661,115.87018,1308712.1,98.006195,4567.609,34.698982,32.75051,less than 2.305
17534.232,6758.112,0.38223708,166.93655,2394783.5,293.97446,5767.8936,61.32152,27.458174,greater than 13.379
9724.528,4017.6187,0.41697565,95.42478,1341373.1,135.84195,3772.9685,24.524271,35.1808,between 5.03 and 13.379
11650.504,2779.309,0.24036033,176.78465,1645400.1,153.43625,3466.2224,64.92624,31.730005,between 2.305 and 5.03
7012.507,1900.6702,0.27080414,61.112022,971784.56,91.44119,3743.5996,37.74561,39.810425,greater than 13.379
14241.781,4323.8193,0.30283347,171.6144,1965350.1,240.4116,5195.22,100.35725,25.183691,less than 2.305
15000.992,4786.0024,0.3203764,205.19386,2094515.2,261.55627,5404.3765,201.2962,23.615906,greater than 13.379
8062.338,2076.8652,0.2575317,88.3592,1116710.0,100.79444,3826.0884,38.31196,38.13992,greater than 13.379
7602.659,2595.8516,0.34083682,66.87152,1030760.1,105.36102,3449.2732,112.42502,34.940445,between 5.03 and 13.379
10767.153,3512.9626,0.32687044,146.94385,1473992.2,175.35832,4274.3647,162.02171,28.887161,greater than 13.379
6862.549,1803.8027,0.26275104,74.7707,954197.0,97.54667,3274.2397,67.45358,36.637905,between 2.305 and 5.03
