relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.77,679.5,306.0,182.25,7.0,3,0.25,3,less than 12.9925
0.93,601.0,294.0,110.25,7.0,5,0.4,4,greater than 31.6675
0.65,793.5,343.0,220.5,3.5,2,0.25,1,between 18.95 and 31.6675
0.75,655.5,245.0,220.5,3.5,4,0.25,4,less than 12.9925
0.85,593.0,294.0,147.0,7.0,2,0.1,2,greater than 31.6675
0.81,633.5,343.0,147.0,7.0,5,0.4,1,less than 12.9925
0.92,528.5,318.5,122.5,7.0,4,0.1,5,between 18.95 and 31.6675
0.88,608.0,294.0,110.25,7.0,3,0.4,3,between 18.95 and 31.6675
0.76,693.0,269.5,220.5,3.5,5,0.25,4,greater than 31.6675
0.94,584.0,318.5,147.0,7.0,3,0.4,4,greater than 31.6675
0.67,771.5,343.0,220.5,3.5,2,0.1,4,between 18.95 and 31.6675
0.78,669.5,245.0,220.5,3.5,5,0.0,0,less than 12.9925
0.99,514.5,294.0,110.25,7.0,4,0.25,3,less than 12.9925
0.83,623.0,318.5,122.5,7.0,4,0.25,1,greater than 31.6675
0.95,549.5,294.0,147.0,7.0,5,0.25,4,between 12.9925 and 18.95
0.63,801.5,367.5,220.5,3.5,3,0.1,1,less than 12.9925
0.87,615.0,294.0,110.25,7.0,2,0.4,3,greater than 31.6675
0.97,521.5,294.0,110.25,7.0,2,0.0,0,between 18.95 and 31.6675
0.89,605.0,318.5,122.5,7.0,5,0.1,3,between 18.95 and 31.6675
0.72,707.5,269.5,220.5,3.5,4,0.4,4,less than 12.9925
0.84,594.0,318.5,147.0,7.0,5,0.0,4,greater than 31.6675
0.68,769.5,343.0,220.5,3.5,5,0.25,1,between 18.95 and 31.6675
0.96,535.5,294.0,110.25,7.0,3,0.1,5,greater than 31.6675
0.91,582.5,318.5,122.5,7.0,4,0.4,2,between 18.95 and 31.6675
0.82,629.5,245.0,220.5,3.5,2,0.1,1,between 18.95 and 31.6675
0.75,697.5,343.0,220.5,3.5,4,0.4,3,less than 12.9925
0.69,755.5,367.5,220.5,3.5,4,0.0,0,between 12.9925 and 18.95
0.98,513.5,294.0,110.25,7.0,2,0.0,5,between 18.95 and 31.6675
0.92,574.5,294.0,147.0,7.0,5,0.0,1,greater than 31.6675
0.85,605.5,318.5,122.5,7.0,3,0.25,2,between 18.95 and 31.6675
0.79,655.0,269.5,220.5,3.5,2,0.4,5,less than 12.9925
0.73,707.5,318.5,220.5,3.5,5,0.25,4,greater than 31.6675
0.61,821.5,343.0,220.5,3.5,5,0.1,3,between 18.95 and 31.6675
0.99,507.5,294.0,110.25,7.0,4,0.25,4,less than 12.9925
0.88,610.0,318.5,122.5,7.0,4,0.0,0,greater than 31.6675
0.66,784.0,367.5,220.5,3.5,2,0.0,1,less than 12.9925
0.83,630.5,318.5,147.0,7.0,3,0.1,3,greater than 31.6675
0.96,528.0,294.0,147.0,7.0,2,0.4,5,between 12.9925 and 18.95
0.93,571.0,318.5,122.5,7.0,2,0.4,3,greater than 31.6675
0.74,705.0,269.5,220.5,3.5,3,0.4,5,greater than 31.6675
0.78,665.5,245.0,220.5,3.5,4,0.1,4,less than 12.9925
0.62,816.0,367.5,220.5,3.5,5,0.25,4,between 12.9925 and 18.95
0.81,633.5,294.0,110.25,7.0,3,0.0,0,greater than 31.6675
0.91,587.5,294.0,147.0,7.0,4,0.0,2,between 18.95 and 31.6675
0.77,675.5,343.0,220.5,3.5,4,0.0,5,between 18.95 and 31.6675
0.86,611.5,318.5,122.5,7.0,3,0.4,2,greater than 31.6675
0.84,618.0,269.5,220.5,3.5,2,0.0,3,between 12.9925 and 18.95
0.94,557.0,318.5,147.0,7.0,5,0.25,4,greater than 31.6675
0.89,601.0,294.0,110.25,7.0,5,0.25,5,between 12.9925 and 18.95
0.98,512.5,294.0,110.25,7.0,5,0.4,4,between 18.95 and 31.6675
0.97,522.5,294.0,147.0,7.0,2,0.0,1,greater than 31.6675
0.87,612.5,294.0,110.25,7.0,2,0.25,5,between 18.95 and 31.6675
0.76,690.5,343.0,220.5,3.5,4,0.1,3,less than 12.9925
0.79,657.0,245.0,220.5,3.5,3,0.4,5,between 18.95 and 31.6675
0.85,607.5,318.5,122.5,7.0,2,0.0,0,greater than 31.6675
0.68,774.5,367.5,220.5,3.5,3,0.0,3,between 12.9925 and 18.95
0.92,580.0,294.0,147.0,7.0,4,0.25,4,less than 12.9925
0.67,781.0,343.0,220.5,3.5,4,0.25,2,between 18.95 and 31.6675
0.82,628.5,269.5,220.5,3.5,3,0.0,5,between 12.9925 and 18.95
0.95,546.5,294.0,110.25,7.0,3,0.4,5,between 18.95 and 31.6675
0.74,694.0,245.0,220.5,3.5,4,0.4,3,less than 12.9925
0.96,527.5,294.0,147.0,7.0,5,0.1,4,greater than 31.6675
0.88,609.0,318.5,122.5,7.0,2,0.1,5,greater than 31.6675
0.63,799.0,343.0,220.5,3.5,5,0.0,1,between 12.9925 and 18.95
