relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.77,669.5,303.5,192.5,7.0,4,0.15,4,less than 12.9925
0.69,738.0,274.0,220.5,3.5,3,0.3,3,less than 12.9925
0.73,695.5,293.0,192.5,7.0,4,0.35,5,between 12.9925 and 18.95
0.75,639.5,305.5,220.5,3.5,5,0.25,2,between 18.95 and 31.6675
0.67,764.5,311.5,147.0,3.5,5,0.4,1,less than 12.9925
0.79,624.5,296.0,220.5,7.0,3,0.1,2,greater than 31.6675
0.71,710.5,269.5,220.5,3.5,4,0.4,3,between 12.9925 and 18.95
0.77,674.0,294.0,147.0,7.0,5,0.1,4,between 18.95 and 31.6675
0.76,652.0,317.0,220.5,3.5,2,0.0,1,less than 12.9925
0.98,514.5,294.0,110.25,7.0,5,0.25,3,between 18.95 and 31.6675
0.84,608.0,306.0,147.0,7.0,4,0.35,2,greater than 31.6675
0.74,686.0,245.0,220.5,3.5,3,0.1,2,less than 12.9925
0.85,593.5,314.0,122.5,3.5,4,0.25,4,between 18.95 and 31.6675
0.78,645.0,273.5,220.5,7.0,5,0.4,3,greater than 31.6675
0.69,735.0,294.0,220.5,3.5,2,0.25,3,less than 12.9925
0.81,614.0,297.0,147.0,7.0,4,0.4,1,between 18.95 and 31.6675
0.77,673.0,301.5,192.5,7.0,2,0.25,5,greater than 31.6675
0.71,710.5,269.5,220.5,3.5,2,0.4,1,less than 12.9925
0.69,738.0,274.0,220.5,3.5,4,0.1,5,between 12.9925 and 18.95
0.73,698.5,284.0,147.0,3.5,4,0.35,3,greater than 31.6675
0.75,639.5,305.5,220.5,3.5,4,0.25,2,less than 12.9925
0.82,612.5,318.5,147.0,7.0,2,0.4,3,between 18.95 and 31.6675
0.67,764.5,311.5,147.0,3.5,5,0.25,2,between 12.9925 and 18.95
0.63,794.5,331.5,220.5,3.5,3,0.0,1,less than 12.9925
0.72,699.5,282.0,220.5,3.5,3,0.4,4,between 18.95 and 31.6675
0.77,669.5,303.5,192.5,7.0,3,0.25,3,greater than 31.6675
0.81,623.5,297.0,220.5,3.5,4,0.25,1,between 18.95 and 31.6675
0.76,661.5,416.5,122.5,7.0,5,0.25,1,between 18.95 and 31.6675
0.85,610.5,291.5,147.0,7.0,2,0.4,4,greater than 31.6675
0.71,710.5,269.5,220.5,3.5,3,0.1,5,less than 12.9925
0.65,782.5,309.5,220.5,3.5,5,0.0,2,less than 12.9925
0.84,594.0,310.0,147.0,7.0,3,0.25,5,between 18.95 and 31.6675
0.79,626.5,394.0,220.5,7.0,5,0.4,3,greater than 31.6675
0.77,673.0,273.5,220.5,3.5,4,0.4,1,between 18.95 and 31.6675
0.83,609.5,320.5,220.5,3.5,5,0.1,3,between 12.9925 and 18.95
0.63,796.0,279.0,220.5,3.5,2,0.0,3,less than 12.9925
0.66,758.5,287.0,220.5,3.5,4,0.1,4,between 18.95 and 31.6675
0.86,592.0,288.0,147.0,7.0,4,0.4,1,between 18.95 and 31.6675
0.83,610.5,301.0,220.5,3.5,5,0.1,3,greater than 31.6675
0.78,635.5,390.0,220.5,3.5,3,0.25,2,between 18.95 and 31.6675
0.74,686.0,245.0,220.5,3.5,5,0.1,4,between 18.95 and 31.6675
0.87,611.0,275.0,147.0,7.0,3,0.1,1,between 12.9925 and 18.95
0.67,745.0,301.0,220.5,3.5,2,0.4,3,between 12.9925 and 18.95
0.78,647.5,281.5,220.5,7.0,4,0.25,5,greater than 31.6675
0.68,720.5,356.0,220.5,3.5,4,0.4,4,between 18.95 and 31.6675
0.96,513.0,251.0,110.25,7.0,5,0.1,5,greater than 31.6675
0.79,631.0,273.0,147.0,7.0,2,0.4,1,between 18.95 and 31.6675
0.73,697.0,281.0,220.5,3.5,3,0.0,3,less than 12.9925
0.82,615.5,252.0,220.5,7.0,5,0.1,3,between 18.95 and 31.6675
0.69,739.5,268.0,220.5,3.5,3,0.25,2,between 12.9925 and 18.95
0.64,794.5,322.0,220.5,7.0,5,0.1,3,between 18.95 and 31.6675
0.71,710.5,269.5,220.5,3.5,4,0.1,2,less than 12.9925
0.73,697.0,281.0,220.5,3.5,5,0.25,5,greater than 31.6675
0.75,652.0,394.5,220.5,3.5,2,0.4,1,between 12.9925 and 18.95
0.63,802.5,339.0,220.5,3.5,3,0.4,3,between 18.95 and 31.6675
0.92,521.5,257.5,110.25,7.0,5,0.4,2,between 18.95 and 31.6675
0.67,758.5,287.0,220.5,3.5,2,0.1,4,between 18.95 and 31.6675
0.69,735.0,294.0,220.5,3.5,3,0.25,4,less than 12.9925
0.85,594.0,323.0,147.0,7.0,4,0.4,5,greater than 31.6675
0.82,614.5,314.5,220.5,3.5,5,0.25,3,greater than 31.6675
0.77,673.0,273.5,220.5,3.5,2,0.0,2,less than 12.9925
0.69,735.0,294.0,220.5,3.5,5,0.1,4,less than 12.9925
0.73,695.5,284.0,147.0,3.5,3,0.25,2,greater than 31.6675
0.74,689.5,260.5,220.5,3.5,3,0.25,3,less than 12.9925
