relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.781,654.5,306.5,191.25,5.5,4,0.28,2,less than 12.9925
0.695,719.0,279.0,203.0,3.0,2,0.32,5,between 12.9925 and 18.95
0.837,598.0,313.5,161.5,7.0,3,0.22,1,between 18.95 and 31.6675
0.746,681.5,291.0,206.0,4.0,5,0.38,4,greater than 31.6675
0.723,699.0,264.0,198.0,5.0,2,0.29,3,less than 12.9925
0.854,577.5,309.5,154.0,7.0,4,0.21,2,between 18.95 and 31.6675
0.631,821.5,350.5,189.5,3.5,3,0.36,5,between 12.9925 and 18.95
0.793,636.5,328.0,166.0,6.5,5,0.27,1,greater than 31.6675
0.855,569.0,316.0,142.5,7.5,3,0.24,4,between 18.95 and 31.6675
0.698,726.0,272.5,212.0,4.0,4,0.34,5,less than 12.9925
0.832,601.0,324.5,164.0,6.0,2,0.29,2,between 18.95 and 31.6675
0.785,645.5,322.0,185.0,5.0,3,0.26,3,less than 12.9925
0.951,503.5,278.5,121.0,6.5,5,0.23,1,greater than 31.6675
0.744,687.0,282.5,208.5,5.0,2,0.33,5,between 12.9925 and 18.95
0.819,610.0,335.0,156.5,6.5,4,0.22,4,between 18.95 and 31.6675
0.721,702.5,258.5,200.0,5.0,3,0.39,2,less than 12.9925
0.878,555.5,330.5,148.0,7.0,3,0.25,1,greater than 31.6675
0.812,616.5,333.5,159.5,6.0,5,0.3,3,between 18.95 and 31.6675
0.958,499.5,291.5,114.5,7.0,4,0.2,5,greater than 31.6675
0.873,558.0,341.0,145.0,7.0,2,0.35,2,greater than 31.6675
0.759,664.5,308.5,197.0,5.5,3,0.31,4,less than 12.9925
0.653,777.5,349.0,187.0,4.0,5,0.37,1,between 12.9925 and 18.95
0.797,634.0,328.5,172.0,5.5,4,0.24,3,less than 12.9925
0.925,521.5,304.0,127.0,6.5,3,0.22,5,between 18.95 and 31.6675
0.849,585.5,340.5,150.0,7.0,2,0.29,2,greater than 31.6675
0.906,539.0,322.0,122.5,7.0,5,0.26,4,between 18.95 and 31.6675
0.755,672.5,286.5,204.5,4.5,4,0.32,5,less than 12.9925
0.968,486.5,296.5,109.5,7.0,3,0.2,2,greater than 31.6675
0.837,601.5,335.0,158.5,6.0,5,0.27,1,between 18.95 and 31.6675
0.912,529.5,329.5,120.0,7.0,4,0.25,3,greater than 31.6675
0.882,548.0,351.0,141.5,7.5,2,0.33,5,greater than 31.6675
0.819,612.5,330.5,162.0,6.0,3,0.28,4,between 18.95 and 31.6675
