relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.73,682.42,261.11,201.19,3.5,4.0,0.21,2.0,between 12.9925 and 18.95
0.81,627.81,306.94,135.19,7.0,3.0,0.14,5.0,greater than 31.6675
0.75,694.19,280.36,219.31,3.5,2.0,0.26,3.0,less than 12.9925
0.91,552.19,300.81,114.25,7.0,4.0,0.22,1.0,between 18.95 and 31.6675
0.77,656.31,293.97,127.81,7.0,5.0,0.18,4.0,greater than 31.6675
0.83,610.56,311.22,142.19,7.0,2.0,0.25,2.0,between 18.95 and 31.6675
0.96,521.88,289.47,107.5,7.0,3.0,0.11,5.0,greater than 31.6675
0.67,753.13,324.69,223.13,3.5,4.0,0.29,1.0,between 12.9925 and 18.95
0.85,605.31,303.19,137.19,7.0,5.0,0.16,3.0,greater than 31.6675
0.72,699.25,264.25,206.88,3.5,2.0,0.2,4.0,less than 12.9925
0.88,582.5,299.69,120.31,7.0,4.0,0.24,2.0,between 18.95 and 31.6675
0.78,646.94,292.53,130.44,7.0,3.0,0.19,1.0,greater than 31.6675
0.93,538.59,286.41,108.28,7.0,5.0,0.12,4.0,greater than 31.6675
0.7,709.69,271.53,214.22,3.5,4.0,0.27,5.0,less than 12.9925
0.8,629.53,307.53,138.97,7.0,2.0,0.15,3.0,between 18.95 and 31.6675
0.65,761.25,327.81,226.41,3.5,5.0,0.31,2.0,between 12.9925 and 18.95
0.87,591.41,301.88,123.75,7.0,3.0,0.17,1.0,greater than 31.6675
0.74,691.56,283.28,218.59,3.5,2.0,0.25,5.0,less than 12.9925
0.95,526.41,284.44,105.62,7.0,4.0,0.1,3.0,greater than 31.6675
0.82,614.69,309.56,140.69,7.0,5.0,0.23,2.0,between 18.95 and 31.6675
0.68,748.19,321.47,224.53,3.5,4.0,0.3,4.0,between 12.9925 and 18.95
0.89,579.69,296.25,125.56,7.0,2.0,0.18,5.0,greater than 31.6675
0.76,659.44,291.31,132.31,7.0,3.0,0.22,1.0,greater than 31.6675
0.94,533.75,281.69,106.25,7.0,5.0,0.13,4.0,greater than 31.6675
0.71,704.81,273.53,212.81,3.5,4.0,0.28,5.0,less than 12.9925
0.79,638.13,305.38,141.25,7.0,3.0,0.16,2.0,between 18.95 and 31.6675
0.97,517.5,279.53,103.13,7.0,4.0,0.12,1.0,greater than 31.6675
0.63,767.5,329.44,228.13,3.5,5.0,0.32,3.0,between 12.9925 and 18.95
0.86,598.19,299.19,127.81,7.0,2.0,0.2,5.0,greater than 31.6675
0.81,621.25,308.28,143.13,7.0,4.0,0.24,4.0,between 18.95 and 31.6675
0.69,715.63,324.91,225.94,3.5,4.0,0.31,2.0,between 12.9925 and 18.95
