education,experience,ethnicity,smsa,region,parttime,wage
12,10.0,cauc,yes,south,no,greater than 783.48
17,20.0,cauc,yes,west,no,greater than 783.48
11,45.0,cauc,no,midwest,no,between 522.32 and 783.48
16,11.0,cauc,yes,south,no,between 522.32 and 783.48
12,50.0,cauc,yes,south,yes,less than 308.64
8,18.0,cauc,yes,northeast,no,greater than 783.48
17,2.0,cauc,yes,south,no,greater than 783.48
12,14.0,cauc,yes,midwest,no,less than 308.64
16,6.0,cauc,yes,west,no,between 522.32 and 783.48
11,34.0,cauc,yes,south,no,between 308.64 and 522.32
8,48.0,cauc,no,south,no,greater than 783.48
12,28.0,cauc,yes,south,no,greater than 783.48
11,13.0,cauc,yes,midwest,no,between 522.32 and 783.48
17,17.0,cauc,yes,west,no,greater than 783.48
12,8.0,cauc,yes,midwest,no,less than 308.64
12,11.0,cauc,yes,south,no,greater than 783.48
