Column,Metric,Score
frequency,TVComplement,0.6250003333332222
angle_of_attack,TVComplement,0.62500049999975
chord_length,TVComplement,0.875
free_stream_velocity,TVComplement,0.8333334444444259
displacement_thickness,TVComplement,0.12500099999900005
sound_pressure,TVComplement,0.8333333333333334
All,Average Shape,0.652778101851622
frequency and angle_of_attack,ContingencySimilarity,0.125
frequency and chord_length,ContingencySimilarity,0.2500000000000001
frequency and free_stream_velocity,ContingencySimilarity,0.5
frequency and displacement_thickness,ContingencySimilarity,0.0
frequency and sound_pressure,ContingencySimilarity,0.625
angle_of_attack and chord_length,ContingencySimilarity,0.29166666666666674
angle_of_attack and free_stream_velocity,ContingencySimilarity,0.3750000000000001
angle_of_attack and displacement_thickness,ContingencySimilarity,0.0
angle_of_attack and sound_pressure,ContingencySimilarity,0.375
chord_length and free_stream_velocity,ContingencySimilarity,0.5416666666666667
chord_length and displacement_thickness,ContingencySimilarity,0.12499999999999989
chord_length and sound_pressure,ContingencySimilarity,0.375
free_stream_velocity and displacement_thickness,ContingencySimilarity,0.12499999999999989
free_stream_velocity and sound_pressure,ContingencySimilarity,0.7083333333333334
displacement_thickness and sound_pressure,ContingencySimilarity,1.1102230246251565e-16
All Pairs,Average Corr Similarity,0.29444444444444445
