number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
4,84.123456,58.123456,67.654421,42.123,1.231421,1.123456,120.654,33.123,52.321,59.321,785.321,921.321,756.213,921.546,1.321546,0.94321,720.321,600.321,280.123,320.123,155.213,120.123,140.123,80.123,1.380123,1.220123,180.213,50.321,60.123,65.213,5200.321,3400.123,1010.123,50.123,1.230123,0.980123,9000.123,1800.123,3000.123,3500.123,80.123,110.123,55.123,60.123,1.220123,0.780123,130.123,70.123,45.123,40.123,10.123,5.123,3.123,3.213,1.020123,0.960123,15.123,2.123,8.123,8.123,90.123,80.123,10.123,0.820123,0.520123,0.420123,399.97342,60.123,160.123,150.123,2.5,2.3,2.5,2.3,1.300123,1.200123,2.0,1.0,0.8,0.5,greater than 63.0
5,95.67832,65.123456,72.123456,40.123456,1.400123,1.300123,140.123,30.123456,50.123456,55.123456,850.123,1000.123,790.123,960.123,1.450123,1.100123,840.123,680.123,300.123,360.123,165.123,125.123,145.123,90.123,1.450123,1.320123,200.123,60.123,65.123,70.123,5800.123,3800.123,1200.123,60.123,1.350123,1.080123,10000.123,2000.123,3800.123,3800.123,90.123,120.123,60.123,70.123,1.350123,0.900123,140.123,80.123,50.123,45.123,12.123,6.123,5.123,4.123,1.280123,1.160123,18.123,2.123,9.123,9.123,100.123,85.123,12.123,0.820123,0.520123,0.320123,399.97342,65.123,155.123,155.123,2.8,2.5,2.8,2.5,1.400123,1.280123,3.0,1.2,0.8,0.6,between 20.0 and 63.0
4,82.123456,62.123456,68.123456,38.123456,1.220123,1.100123,100.123,28.123456,48.123456,55.123456,810.123,950.123,750.123,920.123,1.380123,1.000123,760.123,580.123,260.123,320.123,160.123,130.123,140.123,85.123,1.380123,1.240123,160.123,55.123,60.123,65.123,5000.123,3400.123,1100.123,55.123,1.230123,1.120123,9000.123,1800.123,3200.123,3600.123,85.123,115.123,55.123,65.123,1.240123,0.880123,130.123,75.123,50.123,45.123,11.123,5.123,4.123,3.123,1.040123,1.060123,12.123,2.123,7.123,7.123,95.123,80.123,10.123,0.920123,0.620123,0.420123,399.97342,55.123,150.123,145.123,2.3,2.2,2.5,2.4,1.320123,1.220123,2.0,0.9,0.7,0.5,between 20.0 and 63.0
5,70.123456,59.123456,59.123456,35.123456,1.390123,1.290123,110.123,32.123456,42.123456,48.123456,820.123,980.123,770.123,930.123,1.460123,1.010123,820.123,680.123,280.123,350.123,155.123,120.123,140.123,85.123,1.460123,1.390123,165.123,50.123,60.123,65.123,5500.123,3800.123,1300.123,60.123,1.360123,1.190123,10000.123,2000.123,3800.123,3800.123,80.123,115.123,55.123,65.123,1.390123,0.910123,140.123,80.123,50.123,45.123,10.123,5.123,4.123,3.123,1.300123,1.200123,15.123,2.123,9.123,8.123,105.123,85.123,12.123,0.900123,0.620123,0.420123,399.97342,60.123,160.123,150.123,2.5,2.4,2.6,2.4,1.400123,1.320123,3.0,1.1,0.8,0.6,between 5.365 and 20.0
3,90.123456,68.123456,78.123456,46.123456,1.010123,0.980123,100.123,40.123456,58.123456,58.123456,780.123,920.123,740.123,880.123,1.260123,0.940123,600.123,500.123,240.123,300.123,145.123,135.123,130.123,90.123,1.260123,1.140123,120.123,60.123,55.123,60.123,5800.123,5000.123,1200.123,55.123,1.160123,1.080123,9000.123,1800.123,3200.123,3600.123,85.123,110.123,60.123,70.123,1.140123,1.000123,120.123,75.123,50.123,45.123,9.123,4.123,3.123,2.123,1.240123,1.160123,11.123,1.123,6.123,6.123,90.123,80.123,9.123,0.840123,0.540123,0.340123,399.97342,50.123,140.123,140.123,2.2,2.1,2.4,2.3,1.200123,1.180123,1.0,0.8,0.6,0.4,between 20.0 and 63.0
4,85.123456,63.123456,68.123456,38.123456,1.180123,1.100123,130.123,30.123456,50.123456,55.123456,830.123,990.123,780.123,940.123,1.380123,1.020123,830.123,630.123,290.123,330.123,160.123,140.123,150.123,85.123,1.380123,1.240123,170.123,55.123,60.123,65.123,6000.123,3800.123,1300.123,60.123,1.280123,1.120123,10000.123,2000.123,3800.123,3800.123,90.123,115.123,60.123,70.123,1.240123,0.960123,140.123,80.123,50.123,45.123,10.123,5.123,4.123,3.123,1.300123,1.200123,14.123,2.123,8.123,8.123,100.123,85.123,12.123,0.920123,0.620123,0.420123,399.97342,55.123,150.123,145.123,2.4,2.3,2.5,2.4,1.320123,1.220123,2.0,0.9,0.7,0.5,between 5.365 and 20.0
5,75.123456,56.123456,60.123456,33.123456,1.430123,1.290123,110.123,35.123456,40.123456,45.123456,810.123,1000.123,760.123,930.123,1.540123,1.010123,810.123,690.123,280.123,350.123,155.123,120.123,140.123,85.123,1.540123,1.390123,165.123,50.123,60.123,65.123,5200.123,3400.123,1100.123,55.123,1.360123,1.190123,10000.123,2000.123,3800.123,3800.123,80.123,110.123,55.123,65.123,1.390123,0.910123,140.123,80.123,50.123,45.123,11.123,5.123,4.123,3.123,1.400123,1.320123,16.123,2.123,9.123,9.123,105.123,85.123,13.123,0.900123,0.620123,0.420123,399.97342,60.123,160.123,150.123,2.5,2.4,2.6,2.5,1.400123,1.320123,3.0,1.1,0.8,0.6,between 5.365 and 20.0
5,92.123456,54.123456,70.123456,36.123456,1.440123,1.390123,140.123,30.123456,55.123456,55.123456,840.123,1030.123,790.123,950.123,1.540123,1.020123,840.123,700.123,300.123,360.123,165.123,125.123,145.123,90.123,1.540123,1.390123,170.123,55.123,60.123,65.123,5800.123,3800.123,1300.123,60.123,1.440123,1.100123,10000.123,2000.123,3800.123,3800.123,85.123,115.123,60.123,70.123,1.440123,0.950123,140.123,80.123,50.123,45.123,12.123,6.123,5.123,4.123,1.440123,1.320123,15.123,2.123,9.123,8.123,110.123,85.123,13.123,0.940123,0.640123,0.440123,399.97342,60.123,150.123,145.123,2.6,2.5,2.8,2.6,1.440123,1.340123,4.0,1.2,0.8,0.6,greater than 63.0
4,80.123456,61.123456,66.123456,37.123456,1.280123,1.180123,120.123,28.123456,48.123456,53.123456,820.123,980.123,770.123,940.123,1.420123,1.060123,820.123,680.123,290.123,340.123,160.123,140.123,150.123,85.123,1.420123,1.280123,160.123,55.123,60.123,65.123,6000.123,3800.123,1300.123,55.123,1.320123,1.160123,10000.123,2000.123,3800.123,3800.123,85.123,110.123,60.123,70.123,1.280123,0.980123,140.123,80.123,50.123,45.123,9.123,4.123,3.123,2.123,1.280123,1.200123,11.123,1.123,6.123,6.123,95.123,80.123,10.123,0.880123,0.580123,0.380123,399.97342,55.123,140.123,140.123,2.1,2.0,2.3,2.2,1.240123,1.180123,1.0,0.7,0.5,0.3,between 5.365 and 20.0
5,97.123456,57.123456,69.123456,36.123456,1.450123,1.400123,145.123,32.123456,50.123456,55.123456,870.123,1030.123,800.123,960.123,1.550123,1.060123,870.123,700.123,310.123,360.123,165.123,130.123,145.123,90.123,1.550123,1.390123,165.123,55.123,60.123,65.123,5800.123,3800.123,1300.123,60.123,1.460123,1.100123,10000.123,2000.123,3800.123,3800.123,90.123,115.123,60.123,70.123,1.460123,0.960123,140.123,80.123,50.123,45.123,11.123,5.123,4.123,3.123,1.460123,1.360123,16.123,2.123,9.123,8.123,110.123,85.123,13.123,0.960123,0.640123,0.440123,399.97342,60.123,150.123,145.123,2.7,2.6,2.8,2.7,1.460123,1.360123,4.0,1.2,0.8,0.6,between 20.0 and 63.0
