number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
2,118.234,93.419,116.234,91.419,0.678,0.432,53.213,85.419,27.213,24.213,742.9,761.9,743.9,760.9,0.687,0.432,65.9,555.9,30.9,25.9,164.9,158.9,162.9,156.9,0.686,0.432,18.9,95.9,8.9,6.9,9211,10291,8777,9922,0.693,0.432,3519.0,7421.0,1999.0,1799.0,77.6,92.8,57.2,81.1,0.693,0.432,42.8,77.8,22.8,25.8,15.9,17.9,14.9,16.9,0.686,0.432,7.9,4.9,4.9,4.9,34.9,39.9,29.9,33.9,0.686,0.432,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,less than 5.365,,,,,,
4,82.111,67.777,81.335,64.777,1.144,1.111,122.777,30.777,39.777,40.777,806.111,866.111,794.111,854.111,1.144,0.889,808.111,659.111,281.111,341.111,158.111,123.111,149.111,97.111,1.333,1.111,191.111,32.111,74.111,75.111,5163.111,5321.111,4652.111,4688.111,1.222,1.037,6327.111,2081.111,3175.111,3642.111,59.111,109.111,37.111,83.111,1.289,0.797,132.111,74.111,50.111,48.111,7.111,3.111,4.111,1.289,1.401,1.062,12.878,2.963,4.111,5.111,88.111,96.111,8.111,0.971,0.629,0.191,399.973,93.111,155.111,165.111,2.111,2.111,2.371,2.081,1.589,1.213,3.0,1.061,0.8,0.412,greater than 63.0
3,99.765,95.235,98.765,93.235,1.092,0.765,23.765,58.235,10.765,7.235,663.235,669.765,656.235,665.765,1.092,0.708,101.765,425.235,48.235,34.235,186.235,192.235,184.235,190.235,1.083,0.708,53.235,130.235,21.235,15.235,7555.235,8108.235,7345.765,7959.765,1.077,0.656,2107.235,5608.235,848.235,748.235,53.765,74.235,49.235,70.235,0.997,0.456,57.235,61.765,24.235,22.235,17.235,23.235,0.686,0.354,23.765,19.235,10.235,7.765,34.235,53.765,47.235,51.235,0.987,0.661,59.235,37.765,24.235,15.235,4.235,4.235,4.123,4.235,1.083,0.661,3,0.765,1.235,0.495,between 5.365 and 20.0,,
2,125.342,93.558,124.342,92.558,0.658,0.084,65.658,91.342,32.658,6.342,630.658,663.342,626.658,662.342,0.691,0.051,71.658,655.342,35.658,6.658,216.658,200.342,215.658,200.342,0.689,0.066,36.658,88.342,18.658,3.658,825.658,857.342,823.658,857.342,0.692,0.052,671.658,843.342,336.658,67.342,70.658,89.342,67.342,88.342,0.661,0.037,37.658,87.342,19.658,26.658,17.658,27.342,16.658,27.342,0.585,0.025,16.658,26.342,8.658,1.658,33.658,53.342,24.658,53.342,0.454 0.015,43.658,53.342,21.658,4.658,4.658,3.873,4.873,0.661,0.037,2,4.658,1.658,0.2,0.199,between 5.365 and 20.0,
3,76.235,64.419,68.235,56.419,1.263,1.034,108.419,14.419,42.235,39.419,783.419,1005.419,732.235,971.419,1.549,0.899,792.419,651.419,297.419,283.419,163.419,110.419,141.235,86.419,1.499 1.333,196.419,26.419,70.419,74.419,4219.419,3063.419,1062.419,61.419,1.308 0.874,8956.419,2056.419,3203.419,3653.419,67.419,107.419,34.419,84.419,1.343 0.778,122.419,75.419,47.419,42.419,7.419,3.419,4.419,1.308 1.333,27.419,7.419,9.419,10.419,34.419,191.419,8.419,0.778 0.444,0.204,399.973 92.419 150.419 164.419,2.419 2.082 2.394 2.072 1.564 1.293 1,1.056,0.4 0.397,between 20.0 and 63.0,,,,,,,,,,,,,,,,
4,118.342,68.471,93.342,52.471,1.201 1.091,186.471,15.471,46.342,49.471,822.471,992.471,769.471,949.471,1.554 1.384,808.471,694.471,275.471,329.471,158.471,107.471,144.471,86.471,1.513 1.349,191.471,35.471,70.471,75.471,7.471 4.471,4.471,1.282 1.349,21.471 7.471 5.471 3.471 80.471 96.471 7.471 0.844 0.475 0.201,399.973 56.471 142.471 165.471,2.471 2.157 2.371 2.065 1.562 1.293 2,1.057,0.471 0.293,between 20.0 and 63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,76.342,96.158,70.342,93.158,0.639 0.208,49.158,84.342,24.342,13.158,660.342,705.158,656.342,703.158,0.689 0.303,51.158 563.342,29.342 17.342,172.342 176.342,171.342 176.342,0.689 0.312,13.342 144.342,7.342 4.342,18.342 25.342 17.342 17.342,0.664 0.292,5.342 8.342 2.342 1.732 33.342 38.342 32.342 35.342,0.662 0.293,33.342 27.342 16.342 16.342,3.342 3.342 3.464 3.342,0.693 0.293,less than 5.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,79.235,54.647,60.235,37.647,1.443 1.304,123.647,28.647,41.235 44.647,783.647 1011.647,753.235 964.647,1.544 1.388,784.647 731.647,282.647 344.647,161.647 110.647 140.647 90.647,1.506 1.356,171.647 37.647 65.647 76.647,9.647 5.647 5.647 1.305 1.347,27.647 7.647 10.647 10.647,36.647 56.647 12.647 1.095 0.765,0.259,399.973 93.647 155.647 167.647,2.647 2.129 2.493 2.076,1.564 1.213,1,1.095,0.4 0.395,greater than 63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,90.391,95.652,89.391,93.652,1.093 0.773,8.652,45.391,4.391 4.652,734.391 740.652,730.391 738.652,1.096 0.734,88.652 269.391,44.391 40.652,189.391 194.652,188.391 194.652,1.092 0.735,44.391 114.652,21.391 15.652,19.391 21.652,15.391 16.652,0.686 0.354,11.652 10.391 5.652 5.391,58.391 66.652 52.391 60.652,1.000 0.661,64.391 38.652 25.391 26.652,3.391 3.652,3.605 3.391,1.098 0.831,3,1.095,0.522,0.693,greater than 63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,113.524,109.263,112.524,107.263,0.687 0.482,11.524 68.263,5.524 4.263,159.524 175.263,158.524 174.263,0.693 0.458,23.524 468.263,12.524 9.263,174.524 177.263,173.524 176.263,0.691 0.461,14.524 89.263,6.524 5.524,15.524 17.263 14.524 15.263,0.681 0.299,5.524 6.263 2.524 1.732 35.524 40.263 29.524 37.263,0.683 0.299,31.524 28.263 15.524 14.524,4.524 5.263 4.243 4.524,0.693 0.299,less than 5.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
