number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp
5,87.4321,49.3212,68.2131,36.1985,1.20135,1.20119,117.2131,23.1985,44.1985,45.2131,742.1985,989.3212,698.1231,919.3215,1.45623,0.92314,808.231,693.2131,278.4211,338.1985,159.421,114.985,151.231,93.4219,1.4219,1.29852,202.421,38.421,69.1985,76.421,4719.198,3048.421,1098.421,6543.421,1.20121,0.8321,8885.421,2213.421,3083.421,3578.421,74.1231,104.421,37.421,88.421,1.23453,0.81234,125.421,69.421,57.421,48.421,7.421,4.421,4.421,1.234,0.9342,12.421,2.421,4.421,5.421,89.421,95.421,9.421,1.421,0.421,399.421,91.421,149.421,161.421,2.421,2.1985,2.421,2.0821,1.421,1.0835,1.0,0.9215,0.421,0.421,between 20.0 and 63.0,,
4,65.198,44.421,51.421,32.421,1.421,1.421,101.421,14.421,39.421,40.421,761.421,944.421,691.421,877.421,1.421,0.421,761.421,623.421,306.421,328.421,163.421,117.421,149.421,94.421,1.421,1.421,198.421,29.421,70.421,81.421,4280.421,2953.421,1073.421,6543.421,1.1985,0.8293,8885.421,2178.421,3281.421,3573.421,77.421,111.421,53.421,87.421,1.1417,0.7923,128.421,75.421,54.421,49.421,8.421,4.421,4.421,1.421,1.1985,1.2345,13.421,3.421,5.421,5.421,105.421,96.421,7.421,1.421,0.421,399.421,93.421,165.421,164.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,2.0,0.9615,0.421,0.421,greater than 63.0,
3,93.421,66.421,72.421,58.421,1.1985,1.421,93.421,18.421,45.421,43.421,731.421,945.421,694.421,902.421,1.421,0.421,731.421,685.421,292.421,324.421,165.421,122.421,159.421,96.421,1.421,1.421,200.421,35.421,72.421,78.421,4540.421,3003.421,1126.421,6543.421,1.1985,0.9345,8885.421,2063.421,3211.421,3622.421,73.421,110.421,36.421,86.421,1.1985,0.8219,130.421,75.421,59.421,50.421,8.421,5.421,4.421,1.421,1.2345,1.2345,12.421,3.421,5.421,5.421,98.421,97.421,8.421,1.421,0.421,399.421,92.421,166.421,165.421,2.421,2.1985,2.421,2.0821,1.421,1.1985,1.0,0.9634,0.421,0.421,between 5.365 and 20.0,
4,75.198,48.421,58.421,34.421,1.421,1.421,115.421,25.421,42.421,41.421,750.421,971.421,714.421,904.421,1.421,0.421,750.421,643.421,313.421,335.421,163.421,117.421,152.421,93.421,1.421,1.421,202.421,32.421,73.421,79.421,4321.421,3097.421,1183.421,6731.421,1.1985,0.9456,8885.421,2221.421,3413.421,3644.421,77.421,114.421,37.421,89.421,1.2345,0.8219,128.421,76.421,54.421,50.421,7.421,4.421,4.421,1.421,1.2345,1.2345,12.421,3.421,5.421,5.421,108.421,100.421,8.421,1.421,0.421,399.421,94.421,165.421,165.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,2.0,0.9615,0.421,0.421,between 20.0 and 63.0,
3,99.198,70.421,75.421,62.421,1.421,1.421,96.421,19.421,45.421,44.421,756.421,984.421,720.421,946.421,1.421,0.421,756.421,694.421,301.421,329.421,168.421,125.421,161.421,98.421,1.421,1.421,203.421,38.421,73.421,79.421,4800.421,3173.421,1144.421,6780.421,1.1985,0.9456,8885.421,2141.421,3373.421,3694.421,76.421,115.421,39.421,90.421,1.2345,0.8219,130.421,77.421,58.421,50.421,8.421,5.421,4.421,1.421,1.1985,1.2345,13.421,3.421,5.421,5.421,106.421,101.421,8.421,1.421,0.421,399.421,95.421,169.421,169.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,1.0,0.9634,0.421,0.421,greater than 63.0,
5,92.421,64.421,71.421,39.421,1.421,1.421,119.421,24.421,47.421,45.421,749.421,999.421,714.421,917.421,1.421,0.421,749.421,685.421,297.421,336.421,164.421,116.421,159.421,97.421,1.421,1.421,204.421,37.421,74.421,80.421,4383.421,3044.421,1127.421,6742.421,1.1985,0.9345,8885.421,2165.421,3291.421,3653.421,78.421,114.421,38.421,90.421,1.2345,0.8219,129.421,76.421,56.421,50.421,8.421,4.421,4.421,1.421,1.2345,1.2345,12.421,3.421,5.421,5.421,109.421,101.421,8.421,1.421,0.421,399.421,94.421,167.421,167.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,2.0,0.9634,0.421,0.421,between 5.365 and 20.0,
2,143.421,134.421,140.421,128.421,0.421,0.421,92.421,0.421,45.421,43.421,721.421,718.421,720.421,716.421,0.421,0.421,74.421,191.421,37.421,36.421,189.421,189.421,189.421,189.421,0.421,0.421,2.421,64.421,2.421,2.421,15650.0,14110.0,14700.0,13800.0,0.421,0.421,10740.0,3620.0,5370.0,5130.0,44.421,53.421,34.421,43.421,0.421,0.421,57.421,43.421,29.421,28.421,34.421,34.421,34.421,34.421,0.421,0.421,3.421,12.421,1.421,1.421,93.421,108.421,82.421,96.421,0.421,0.421,91.421,75.421,45.421,43.421,6.421,6.421,6.421,6.421,0.421,0.421,1.0,1.421,0.421,0.421,between 5.365 and 20.0
5,97.421,69.198,72.421,40.421,1.421,1.421,190.421,29.421,72.421,71.421,766.421,989.421,730.421,918.421,1.421,0.421,766.421,651.421,294.421,358.421,169.421,118.421,160.421,99.421,1.421,1.421,205.421,35.421,73.421,80.421,4469.421,3328.421,1277.421,6841.421,1.1985,0.9629,8885.421,2233.421,3335.421,3709.421,80.421,116.421,39.421,92.421,1.2345,0.8219,135.421,77.421,58.421,51.421,8.421,4.421,4.421,1.421,1.2345,1.2345,13.421,3.421,5.421,5.421,90.421,101.421,10.421,1.421,0.421,399.421,95.421,170.421,170.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,2.0,0.9615,0.421,0.421,between 20.0 and 63.0,
4,67.421,47.198,49.421,33.421,1.421,1.421,105.421,15.421,41.421,41.421,783.421,981.421,726.421,908.421,1.421,0.421,783.421,634.421,312.421,335.421,164.421,118.421,153.421,94.421,1.421,1.421,200.421,30.421,75.421,80.421,4193.421,3107.421,1146.421,6774.421,1.1985,0.9219,8885.421,2203.421,3353.421,3676.421,78.421,113.421,38.421,90.421,1.2345,0.8219,128.421,76.421,59.421,50.421,8.421,4.421,4.421,1.421,1.1985,1.2345,12.421,3.421,5.421,5.421,108.421,100.421,8.421,1.421,0.421,399.421,93.421,168.421,168.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,1.0,0.9634,0.421,0.421,between 5.365 and 20.0,
3,80.421,54.421,68.421,40.421,1.421,1.421,95.421,20.421,38.421,38.421,743.421,954.421,698.421,892.421,1.421,0.421,743.421,671.421,291.421,326.421,162.421,119.421,155.421,95.421,1.421,1.421,200.421,31.421,72.421,80.421,4343.421,3125.421,1155.421,6863.421,1.1985,0.9345,8885.421,2179.421,3322.421,3641.421,79.421,114.421,38.421,90.421,1.2345,0.8219,128.421,76.421,55.421,50.421,8.421,4.421,4.421,1.421,1.2345,1.2345,12.421,3.421,5.421,5.421,97.421,100.421,8.421,1.421,0.421,399.421,94.421,167.421,167.421,2.421,2.1985,2.421,2.1985,1.421,1.1985,2.0,0.9615,0.421,0.421,greater than 63.0,
