city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,187.0,3,2,1,5,accept,not furnished,1200.0,between 3581.5 and 6768.0
Porto Alegre,96.0,2,1,1,7,accept,furnished,450.0,between 2061.75 and 3581.5
Sao Paulo,129.0,2,2,1,9,accept,not furnished,850.0,between 3581.5 and 6768.0
Rio de Janeiro,62.0,2,1,0,3,not accept,not furnished,350.0,less than 2061.75
Sao Paulo,220.0,4,3,2,10,accept,furnished,3200.0,greater than 6768.0
Campinas,110.0,2,1,1,5,accept,not furnished,400.0,between 2061.75 and 3581.5
Sao Paulo,85.0,3,2,1,6,accept,not furnished,950.0,between 3581.5 and 6768.0
Belo Horizonte,190.0,3,2,2,4,not accept,not furnished,600.0,between 3581.5 and 6768.0
Sao Paulo,118.0,3,2,1,8,accept,not furnished,1400.0,between 3581.5 and 6768.0
Porto Alegre,67.0,2,1,0,2,accept,furnished,260.0,less than 2061.75
Sao Paulo,200.0,3,3,2,7,accept,not furnished,2800.0,greater than 6768.0
Rio de Janeiro,93.0,2,2,1,9,accept,not furnished,1300.0,between 3581.5 and 6768.0
Sao Paulo,150.0,3,2,1,5,accept,furnished,1800.0,between 3581.5 and 6768.0
Campinas,65.0,1,1,1,3,accept,not furnished,300.0,between 2061.75 and 3581.5
Sao Paulo,120.0,2,2,1,10,accept,not furnished,1000.0,between 3581.5 and 6768.0
Porto Alegre,89.0,2,1,1,6,accept,not furnished,420.0,between 2061.75 and 3581.5
Sao Paulo,160.0,3,2,1,4,accept,not furnished,1100.0,between 3581.5 and 6768.0
Belo Horizonte,210.0,4,3,2,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,100.0,2,1,1,7,accept,not furnished,500.0,between 2061.75 and 3581.5
Sao Paulo,140.0,3,2,1,9,accept,not furnished,1600.0,between 3581.5 and 6768.0
Rio de Janeiro,80.0,2,1,0,5,not accept,not furnished,380.0,less than 2061.75
Sao Paulo,240.0,4,4,3,11,accept,not furnished,3800.0,greater than 6768.0
Porto Alegre,55.0,1,1,0,1,accept,furnished,200.0,less than 2061.75
Sao Paulo,130.0,2,2,1,6,accept,not furnished,900.0,between 3581.5 and 6768.0
Campinas,76.0,2,1,1,4,accept,not furnished,360.0,between 2061.75 and 3581.5
Sao Paulo,190.0,3,3,2,8,accept,not furnished,2600.0,greater than 6768.0
Sao Paulo,110.0,2,1,1,5,accept,not furnished,600.0,between 2061.75 and 3581.5
Belo Horizonte,230.0,4,3,2,3,not accept,not furnished,800.0,between 3581.5 and 6768.0
Sao Paulo,170.0,3,2,1,7,accept,furnished,2000.0,between 3581.5 and 6768.0
Sao Paulo,65.0,2,1,0,4,accept,not furnished,320.0,between 2061.75 and 3581.5
Porto Alegre,95.0,2,1,1,7,accept,not furnished,480.0,between 2061.75 and 3581.5
Sao Paulo,135.0,3,2,1,6,accept,not furnished,1000.0,between 3581.5 and 6768.0
Sao Paulo,185.0,3,3,2,9,accept,not furnished,2800.0,greater than 6768.0
Rio de Janeiro,70.0,2,1,0,3,not accept,not furnished,280.0,less than 2061.75
Sao Paulo,145.0,3,2,1,5,accept,furnished,1200.0,between 3581.5 and 6768.0
Sao Paulo,105.0,2,1,1,4,accept,not furnished,520.0,between 2061.75 and 3581.5
Porto Alegre,82.0,2,1,1,5,accept,not furnished,400.0,between 2061.75 and 3581.5
Sao Paulo,195.0,4,3,2,10,accept,not furnished,3600.0,greater than 6768.0
