city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,142.0,3,2,1,10,accept,not furnished,1250.0,between 3581.5 and 6768.0
Porto Alegre,62.0,2,1,1,4,accept,furnished,380.0,less than 2061.75
Sao Paulo,410.0,4,5,3,1,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,35.0,1,1,0,2,accept,not furnished,280.0,less than 2061.75
Belo Horizonte,290.0,4,4,3,6,not accept,furnished,2200.0,greater than 6768.0
Sao Paulo,160.0,3,2,1,9,accept,not furnished,1400.0,between 3581.5 and 6768.0
Campinas,92.0,3,2,2,2,accept,not furnished,500.0,between 2061.75 and 3581.5
Sao Paulo,440.0,3,3,4,8,accept,not furnished,5800.0,greater than 6768.0
Rio de Janeiro,110.0,2,2,1,3,accept,not furnished,1100.0,between 2061.75 and 3581.5
Sao Paulo,130.0,2,1,1,6,accept,not furnished,900.0,between 2061.75 and 3581.5
Porto Alegre,85.0,2,2,2,5,accept,not furnished,600.0,between 2061.75 and 3581.5
Belo Horizonte,25.0,1,1,1,8,accept,not furnished,200.0,less than 2061.75
Sao Paulo,370.0,3,5,5,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,100.0,2,1,1,5,accept,furnished,700.0,less than 2061.75
Campinas,230.0,3,1,4,0,not accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,70.0,2,1,0,3,accept,not furnished,320.0,less than 2061.75
Sao Paulo,190.0,3,3,2,7,accept,not furnished,2000.0,between 3581.5 and 6768.0
Belo Horizonte,40.0,1,1,0,1,accept,not furnished,140.0,less than 2061.75
Porto Alegre,66.0,2,1,1,6,accept,furnished,300.0,less than 2061.75
Sao Paulo,240.0,4,4,3,9,accept,not furnished,2500.0,between 3581.5 and 6768.0
Sao Paulo,120.0,2,2,2,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,150.0,3,2,1,7,accept,furnished,1843.0,greater than 6768.0
Belo Horizonte,58.0,2,2,1,5,accept,not furnished,400.0,less than 2061.75
Sao Paulo,37.0,1,1,1,4,accept,not furnished,500.0,between 2061.75 and 3581.5
Sao Paulo,205.0,3,5,4,8,accept,furnished,2700.0,greater than 6768.0
Belo Horizonte,73.0,2,1,2,1,accept,not furnished,150.0,less than 2061.75
Sao Paulo,234.0,3,5,3,17,not accept,furnished,2750.0,greater than 6768.0
Sao Paulo,30.0,1,1,1,3,accept,furnished,700.0,between 3581.5 and 6768.0
Sao Paulo,140.0,3,3,2,2,accept,not furnished,1300.0,between 3581.5 and 6768.0
Sao Paulo,136.0,3,3,3,15,accept,furnished,1450.0,greater than 6768.0
Sao Paulo,162.0,3,3,2,4,accept,not furnished,1756.0,greater than 6768.0
Porto Alegre,350.0,4,4,4,0,accept,furnished,1.0,greater than 6768.0
Sao Paulo,80.0,2,2,1,11,accept,not furnished,1208.0,between 3581.5 and 6768.0
Porto Alegre,53.0,1,1,0,2,accept,furnished,240.0,less than 2061.75
Sao Paulo,460.0,4,5,5,11,accept,not furnished,5000.0,greater than 6768.0
Sao Paulo,92.0,2,1,1,11,not accept,not furnished,0.0,greater than 6768.0
Porto Alegre,50.0,1,1,0,2,accept,furnished,300.0,less than 2061.75
Sao Paulo,50.0,1,1,0,0,accept,not furnished,0.0,less than 2061.75
Belo Horizonte,800.0,8,7,4,0,accept,not furnished,0.0,greater than 6768.0
Rio de Janeiro,170.0,4,2,2,6,accept,not furnished,2420.0,greater than 6768.0
Sao Paulo,93.0,2,2,2,3,accept,not furnished,800.0,between 3581.5 and 6768.0
Belo Horizonte,96.0,3,2,2,1,accept,not furnished,600.0,between 2061.75 and 3581.5
Sao Paulo,186.0,4,5,4,11,accept,not furnished,1550.0,greater than 6768.0
Rio de Janeiro,120.0,3,2,1,8,accept,furnished,1300.0,between 3581.5 and 6768.0
Campinas,194.0,3,2,3,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Campinas,71.0,1,1,1,9,not accept,not furnished,486.0,less than 2061.75
