city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,187.0,3,2,2,14,accept,not furnished,1200.0,between 3581.5 and 6768.0
Belo Horizonte,67.0,2,1,0,11,not accept,furnished,900.0,less than 2061.75
Rio de Janeiro,250.0,4,3,3,7,accept,not furnished,2700.0,greater than 6768.0
Campinas,95.0,2,2,1,6,accept,furnished,800.0,between 2061.75 and 3581.5
Sao Paulo,320.0,4,5,4,10,accept,furnished,3500.0,greater than 6768.0
Sao Paulo,42.0,1,1,0,4,accept,not furnished,200.0,less than 2061.75
Porto Alegre,130.0,3,2,2,3,accept,not furnished,1000.0,between 2061.75 and 3581.5
Rio de Janeiro,180.0,3,3,2,9,not accept,furnished,2200.0,greater than 6768.0
Belo Horizonte,110.0,3,2,1,7,accept,not furnished,1500.0,between 3581.5 and 6768.0
Sao Paulo,230.0,4,4,3,12,accept,not furnished,2800.0,greater than 6768.0
Sao Paulo,65.0,2,1,1,2,accept,furnished,600.0,less than 2061.75
Campinas,85.0,2,1,0,5,not accept,not furnished,400.0,between 2061.75 and 3581.5
Rio de Janeiro,140.0,3,2,2,8,accept,not furnished,1800.0,between 3581.5 and 6768.0
Sao Paulo,190.0,3,3,2,11,accept,not furnished,2400.0,greater than 6768.0
Belo Horizonte,75.0,2,1,1,6,accept,furnished,700.0,between 2061.75 and 3581.5
Sao Paulo,290.0,4,5,4,9,accept,furnished,3100.0,greater than 6768.0
Sao Paulo,50.0,1,1,0,3,accept,not furnished,300.0,less than 2061.75
Porto Alegre,160.0,4,3,3,4,accept,not furnished,2000.0,between 3581.5 and 6768.0
Rio de Janeiro,120.0,2,2,1,7,not accept,furnished,1000.0,between 2061.75 and 3581.5
Sao Paulo,260.0,4,4,4,13,accept,not furnished,2900.0,greater than 6768.0
Campinas,70.0,1,1,0,4,accept,not furnished,500.0,less than 2061.75
Belo Horizonte,240.0,4,4,3,10,accept,furnished,2600.0,greater than 6768.0
Sao Paulo,100.0,2,2,1,5,accept,furnished,800.0,between 2061.75 and 3581.5
Sao Paulo,210.0,3,3,3,12,accept,not furnished,2500.0,greater than 6768.0
Rio de Janeiro,150.0,3,2,2,9,accept,not furnished,2200.0,between 3581.5 and 6768.0
Sao Paulo,80.0,2,1,1,6,accept,not furnished,600.0,less than 2061.75
Porto Alegre,110.0,3,2,1,7,accept,furnished,1200.0,between 2061.75 and 3581.5
Belo Horizonte,200.0,3,3,2,11,not accept,not furnished,2000.0,between 3581.5 and 6768.0
Sao Paulo,250.0,4,5,4,10,accept,furnished,3000.0,greater than 6768.0
Sao Paulo,60.0,1,1,0,5,accept,not furnished,400.0,less than 2061.75
Campinas,130.0,3,2,2,8,accept,furnished,1400.0,between 2061.75 and 3581.5
Rio de Janeiro,100.0,2,2,1,6,not accept,furnished,900.0,between 2061.75 and 3581.5
Sao Paulo,220.0,4,4,4,13,accept,not furnished,2800.0,greater than 6768.0
Sao Paulo,90.0,2,1,1,7,accept,furnished,700.0,between 2061.75 and 3581.5
Belo Horizonte,180.0,3,3,2,10,accept,not furnished,2400.0,between 3581.5 and 6768.0
Sao Paulo,240.0,4,5,4,12,accept,furnished,3200.0,greater than 6768.0
Sao Paulo,70.0,1,1,0,4,accept,not furnished,500.0,less than 2061.75
Porto Alegre,140.0,3,2,2,9,accept,not furnished,1800.0,between 3581.5 and 6768.0
Rio de Janeiro,160.0,3,2,2,8,accept,furnished,2000.0,between 3581.5 and 6768.0
Sao Paulo,260.0,4,4,4,11,accept,not furnished,3000.0,greater than 6768.0
Campinas,80.0,2,1,1,5,accept,furnished,600.0,less than 2061.75
Belo Horizonte,120.0,2,2,1,7,not accept,not furnished,1000.0,between 2061.75 and 3581.5
Sao Paulo,200.0,3,3,3,12,accept,not furnished,2500.0,greater than 6768.0
Sao Paulo,110.0,2,2,1,6,accept,furnished,800.0,between 2061.75 and 3581.5
Sao Paulo,230.0,4,5,4,10,accept,furnished,3100.0,greater than 6768.0
Sao Paulo,60.0,1,1,0,3,accept,not furnished,300.0,less than 2061.75
Porto Alegre,130.0,3,2,2,8,accept,not furnished,1400.0,between 2061.75 and 3581.5
Rio de Janeiro,140.0,3,2,2,9,accept,furnished,1600.0,between 3581.5 and 6768.0
Sao Paulo,240.0,4,4,4,13,accept,not furnished,2900.0,greater than 6768.0
Sao Paulo,80.0,2,1,1,5,accept,furnished,500.0,less than 2061.75
Belo Horizonte,100.0,2,2,1,6,not accept,not furnished,800.0,between 2061.75 and 3581.5
Sao Paulo,260.0,4,5,4,11,accept,furnished,3200.0,greater than 6768.0
Sao Paulo,90.0,2,1,1,7,accept,not furnished,600.0,between 2061.75 and 3581.5
Sao Paulo,220.0,4,4,4,12,accept,not furnished,2800.0,greater than 6768.0
Sao Paulo,70.0,1,1,0,4,accept,not furnished,400.0,less than 2061.75
Porto Alegre,160.0,4,3,3,10,accept,furnished,2000.0,between 3581.5 and 6768.0
Rio de Janeiro,120.0,2,2,1,8,not accept,furnished,1000.0,between 2061.75 and 3581.5
Sao Paulo,250.0,4,5,4,13,accept,furnished,3100.0,greater than 6768.0
Sao Paulo,95.0,2,2,1,5,accept,not furnished,800.0,between 2061.75 and 3581.5
Rio de Janeiro,40.0,1,1,0,2,accept,furnished,450.0,less than 2061.75
Campinas,130.0,3,2,2,10,not accept,not furnished,1200.0,between 3581.5 and 6768.0
Belo Horizonte,60.0,2,1,1,3,accept,not furnished,300.0,less than 2061.75
Sao Paulo,28.0,1,1,0,1,not accept,furnished,200.0,between 2061.75 and 3581.5
Sao Paulo,240.0,4,3,3,12,accept,furnished,2500.0,greater than 6768.0
Sao Paulo,80.0,2,2,1,7,accept,not furnished,1000.0,between 2061.75 and 3581.5
Campinas,50.0,1,1,0,4,accept,not furnished,350.0,less than 2061.75
Rio de Janeiro,110.0,3,2,2,5,not accept,not furnished,1500.0,between 3581.5 and 6768.0
Sao Paulo,200.0,3,3,2,11,accept,furnished,2200.0,greater than 6768.0
Sao Paulo,38.0,1,1,1,6,accept,furnished,500.0,between 2061.75 and 3581.5
