theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-0.49606228,0.89369223,-0.32762857,0.75695929,-0.0065457121,-0.068436739,0.056444287,0.17040783,between 0.708821715 and 0.9013542725
0.59678293,-0.56814579,-0.79203232,0.863632,0.40692487,-1.0995326,-1.1678187,-0.53153754,greater than 0.9013542725
-1.3886492,1.5559029,1.5573865,0.92813137,-0.96111281,-0.84908831,0.5555978,-0.5746117,less than 0.523583695
0.24162907,1.0514524,1.0451057,1.1186845,0.24339601,0.084149395,-0.16493223,1.3071932,between 0.523583695 and 0.708821715
0.44977556,1.166021,0.078583725,1.1988525,-1.2097434,0.010063935,0.843428,-1.4545119,less than 0.523583695
1.2590854,0.26526531,0.18176653,0.88707531,-1.0942971,0.46835567,0.68950799,-0.8739369,less than 0.523583695
0.60975291,-0.18926712,1.0837931,-0.35165452,1.1350195,-0.99374155,0.1854553,-1.1671962,between 0.523583695 and 0.708821715
0.72631118,-0.70113492,1.2316014,-0.026759871,0.5614017,0.51126139,0.42869866,-0.76564262,less than 0.523583695
0.20924304,0.71427838,-0.13429797,1.2810364,0.15076614,0.52238078,-0.17956001,-0.23719898,less than 0.523583695
1.3706658,1.561645,0.41123648,0.62176817,0.68103634,-0.33452801,1.0615397,0.55757803,between 0.708821715 and 0.9013542725
0.60226214,0.073584202,-0.12225769,-0.72532862,0.89351448,-0.63801096,-1.2851535,0.64680914,less than 0.523583695
-1.5678512,0.86800182,-0.76251527,-0.24071391,-0.30131615,-0.22880556,0.71012485,0.71776284,between 0.708821715 and 0.9013542725
-1.2294511,-1.4625292,0.021489944,1.3512887,-0.7273404,-0.57302393,-1.2734951,-1.34692,greater than 0.9013542725
0.50335498,0.62020181,0.90535716,-0.011886339,-1.2693041,-0.96291547,0.2579715,0.86205702,between 0.523583695 and 0.708821715
0.038597349,1.2421545,0.41726663,-0.8292729,0.061581963,0.8993339,-0.34459977,-0.57760976,between 0.708821715 and 0.9013542725
1.0201513,-0.044456039,-0.74051269,0.40379509,-0.98969854,-0.77066422,-0.76300354,0.51624115,between 0.708821715 and 0.9013542725
