theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-0.49606228,0.89369223,-0.32762857,0.75695929,-0.0065457121,-0.068436739,0.056444287,0.17040783,between 0.708821715 and 0.9013542725
0.59678293,-0.56814579,-0.79203232,0.863632,0.40692487,-1.0995326,-1.1678187,-0.53153754,greater than 0.9013542725
-1.3886492,1.5559029,1.5573865,0.92813137,-0.96111281,-0.84908831,0.5555978,-0.5746117,less than 0.523583695
0.24162907,1.0514524,1.0451057,1.1186845,0.24339601,0.084149395,-0.16493223,1.3071932,between 0.523583695 and 0.708821715
0.44977556,1.166021,0.078583725,1.1988525,-1.2097434,0.010063935,0.843428,-1.4545119,less than 0.523583695
1.2590854,0.26526531,0.18176653,0.88707531,-1.0942971,0.46835567,0.68950799,-0.8739369,less than 0.523583695
0.60975291,-0.18926712,1.0837931,-0.35165452,1.1350195,-0.99374155,0.1854553,-1.1671962,between 0.523583695 and 0.708821715
0.72631118,-0.70113492,1.2316014,-0.026759871,0.5614017,0.51126139,0.42869866,-0.76564262,less than 0.523583695
0.20924304,0.71427838,-0.13429797,1.2810364,0.15076614,0.52238078,-0.17956001,-0.23719898,less than 0.523583695
1.3706658,1.561645,0.41123648,0.62176817,0.68103634,-0.33452801,1.0615397,0.55757803,between 0.708821715 and 0.9013542725
0.60226214,0.073584202,-0.12225769,-0.72532862,0.89351448,-0.63801096,-1.2851535,0.64680914,less than 0.523583695
-1.5678512,0.86800182,-0.76251527,-0.24071391,-0.30131615,-0.22880556,0.71012485,0.71776284,between 0.708821715 and 0.9013542725
-1.2294511,-1.4625292,0.021489944,1.3512887,-0.7273404,-0.57302393,-1.2734951,-1.34692,greater than 0.9013542725
0.50335498,0.62020181,0.90535716,-0.011886339,-1.2693041,-0.96291547,0.2579715,0.86205702,between 0.523583695 and 0.708821715
0.038597349,1.2421545,0.41726663,-0.8292729,0.061581963,0.8993339,-0.34459977,-0.57760976,between 0.708821715 and 0.9013542725
1.0201513,-0.044456039,-0.74051269,0.40379509,-0.98969854,-0.77066422,-0.76300354,0.51624115,between 0.708821715 and 0.9013542725
-0.75266023,-0.79810946,-0.87927075,-0.94341237,-1.0304764,0.0069375372,1.3082162,-0.21609236,greater than 0.9013542725
0.49312042,-1.2287759,-1.4676826,1.4320262,1.2804248,1.3606821,0.21886565,-0.97545996,between 0.523583695 and 0.708821715
0.94276373,0.96597145,0.67892975,-1.5637098,1.4159196,-0.93577069,-0.79074387,-0.47181291,less than 0.523583695
-1.076773,1.1318077,-1.3719456,1.0890575,-0.63401277,0.51446969,-1.5174113,-0.4250314,between 0.708821715 and 0.9013542725
-0.43132845,-1.4764863,-0.85466545,0.92375483,0.89764398,0.69500243,-0.57816078,-0.27814747,greater than 0.9013542725
1.241055,-1.3723381,0.42472174,-0.71259,0.59511852,-1.3874853,0.081938625,-0.90549872,between 0.708821715 and 0.9013542725
-0.24881202,-0.30545875,-0.1373537,1.2254497,0.35764155,-1.2657309,1.1008058,-1.1431024,between 0.523583695 and 0.708821715
0.68062957,0.47565851,-1.1947582,-0.43881751,-0.25235785,0.93722286,0.80008818,-0.54832626,between 0.523583695 and 0.708821715
-0.21837229,1.5347362,-0.54387914,-0.90605914,-1.1121889,-0.25136521,-0.1958326,0.18842553,between 0.523583695 and 0.708821715
0.33211792,-0.37706372,1.3499062,-0.066732735,-0.61833976,0.17052286,1.4026466,-0.52099976,less than 0.523583695
0.12806889,-0.51603353,0.62497525,-1.1244365,-0.60222391,0.82042217,-0.48988205,0.041123942,between 0.708821715 and 0.9013542725
-1.3920766,-0.90052816,0.10738907,0.089135792,-1.1374769,-0.32431568,-0.8156292,1.0096672,greater than 0.9013542725
0.59015341,1.0231901,1.46214,-1.4775339,0.07131268,0.83217104,-1.4774427,1.3183423,less than 0.523583695
0.043222274,-1.3189347,1.1905123,0.83241563,0.15927163,1.0516359,-0.7927545,-0.58279074,less than 0.523583695
0.69830496,-1.5382538,0.36567693,1.4862378,-0.28829106,-0.73089481,-1.4032876,-0.91802347,greater than 0.9013542725
1.1804659,0.90963985,-1.1654332,-0.12646098,-0.43507923,-0.8901575,-0.79598133,-0.22606625,between 0.708821715 and 0.9013542725
