theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
0.22239788,-0.075427936,0.99169107,0.40056336,1.0048345,1.3358844,0.30548904,-0.45118873,less than 0.523583695
0.31155441,0.41223683,-0.90112564,1.4359532,0.43856857,0.27371368,0.17033547,1.2912984,between 0.708821715 and 0.9013542725
0.038597349,1.2421545,0.41726663,-0.8292729,0.061581963,0.8993339,-0.34459977,-0.57760976,between 0.708821715 and 0.9013542725
-1.43802,-1.4450767,0.40710597,-1.2568935,-0.00046869189,0.69617867,-0.0057238989,-0.40659902,greater than 0.9013542725
0.95064219,1.0945217,-0.41680183,0.78784851,-0.49828881,-1.3413446,0.58463311,-0.10233632,between 0.708821715 and 0.9013542725
0.020974012,0.24581407,-0.60758293,0.9906017,0.75108118,-1.3223654,0.84721954,0.54764393,greater than 0.9013542725
0.33061755,-1.1272122,-1.0396328,0.25819405,-0.75421321,0.45066076,-0.26070355,1.4617288,between 0.708821715 and 0.9013542725
1.4943681,0.56174839,-0.74697366,1.4623343,-0.0083475605,0.36620663,-1.306154,-0.14477155,between 0.708821715 and 0.9013542725
-1.3698864,-0.17024134,0.037861295,-0.84082677,0.28470505,-1.5079242,0.15271481,-1.5016918,greater than 0.9013542725
-0.60964263,-0.50380126,1.4251531,1.5281321,-0.88927992,0.80359998,-0.27542892,1.1350381,less than 0.523583695
1.344872,0.78736728,-0.46900599,0.18266752,0.45608851,0.2635555,-0.70693443,1.3766883,between 0.523583695 and 0.708821715
1.3146664,-1.3558978,-0.10106044,-1.4728834,1.105377,-1.4932335,-1.1604771,-1.3331607,less than 0.523583695
-0.60408609,0.67060494,0.85822004,-1.2721166,0.68744697,0.42794254,-0.95544157,-1.1253282,between 0.708821715 and 0.9013542725
0.90095101,-1.1132484,-0.43185646,0.95575264,-0.66665024,0.48631837,-0.54872652,0.20110997,between 0.708821715 and 0.9013542725
0.023318384,-1.5624883,-1.4856346,0.27704198,0.54511789,1.4832878,1.4693919,1.0040132,between 0.523583695 and 0.708821715
-1.0811074,-0.52720099,0.065099554,-0.56785885,-1.2152414,-0.77707842,-0.37144537,-0.3674022,between 0.523583695 and 0.708821715
