frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
4000.0,11.2,0.1016,55.5,0.0111706,greater than 129.9955
3150.0,0.0,0.1524,71.3,0.00146332,between 120.191 and 125.721
1000.0,12.6,0.3048,39.6,0.0384921,less than 120.191
2500.0,3.3,0.1016,71.3,0.00245138,between 125.721 and 129.9955
2000.0,7.2,0.1524,55.5,0.00752039,between 125.721 and 129.9955
1250.0,5.4,0.1524,71.3,0.00485029,greater than 129.9955
3150.0,9.9,0.1524,71.3,0.0193001,between 120.191 and 125.721
1600.0,19.7,0.0508,71.3,0.0341183,between 125.721 and 129.9955
5000.0,12.7,0.0254,71.3,0.0121808,less than 120.191
6300.0,3.3,0.1016,39.6,0.00245138,between 120.191 and 125.721
2500.0,0.0,0.2286,31.7,0.0027238,between 120.191 and 125.721
1000.0,2.0,0.2286,31.7,0.00372371,greater than 129.9955
2000.0,3.3,0.1016,39.6,0.00245138,greater than 129.9955
3150.0,0.0,0.1524,55.5,0.0015988,between 125.721 and 129.9955
12500.0,0.0,0.1524,71.3,0.0015988,less than 120.191
800.0,15.6,0.1016,71.3,0.0437259,between 120.191 and 125.721
2000.0,0.0,0.1016,71.3,0.00121072,greater than 129.9955
1600.0,4.0,0.2286,39.6,0.00473801,between 125.721 and 129.9955
1250.0,11.2,0.0508,71.3,0.014072,greater than 129.9955
1250.0,7.3,0.2286,31.7,0.0132672,between 120.191 and 125.721
630.0,0.0,0.3048,39.6,0.00310138,between 125.721 and 129.9955
20000.0,0.0,0.0254,55.5,0.00041229,between 120.191 and 125.721
4000.0,8.4,0.0508,31.7,0.00580776,less than 120.191
3150.0,0.0,0.1016,39.6,0.00146332,between 125.721 and 129.9955
2000.0,12.7,0.0254,71.3,0.0121808,greater than 129.9955
5000.0,9.5,0.0254,39.6,0.00449821,between 120.191 and 125.721
2500.0,15.4,0.0508,71.3,0.0264269,between 125.721 and 129.9955
400.0,3.0,0.3048,71.3,0.00425727,between 125.721 and 129.9955
12500.0,0.0,0.0254,55.5,0.00041229,greater than 129.9955
16000.0,0.0,0.0254,31.7,0.000439472,between 120.191 and 125.721
500.0,0.0,0.1524,39.6,0.00193287,less than 120.191
2500.0,3.3,0.1016,39.6,0.00245138,greater than 129.9955
1000.0,4.0,0.3048,71.3,0.00497773,greater than 129.9955
2000.0,7.2,0.1524,71.3,0.00752039,between 125.721 and 129.9955
315.0,11.2,0.0508,39.6,0.0150478,between 125.721 and 129.9955
6300.0,12.6,0.1524,71.3,0.0483159,less than 120.191
1250.0,0.0,0.0508,39.6,0.000791822,between 125.721 and 129.9955
5000.0,17.4,0.0254,39.6,0.0172206,less than 120.191
4000.0,0.0,0.1016,39.6,0.00146332,between 125.721 and 129.9955
6300.0,3.3,0.1016,39.6,0.00245138,between 120.191 and 125.721
5000.0,2.7,0.1524,39.6,0.00294804,between 120.191 and 125.721
2000.0,0.0,0.0508,55.5,0.00076193,greater than 129.9955
200.0,12.3,0.1016,31.7,0.0418756,between 120.191 and 125.721
2500.0,4.8,0.0254,71.3,0.000848633,greater than 129.9955
12500.0,0.0,0.0508,71.3,0.000740478,between 120.191 and 125.721
1600.0,4.0,0.2286,39.6,0.00473801,between 120.191 and 125.721
5000.0,2.0,0.2286,71.3,0.00293031,between 120.191 and 125.721
3150.0,7.3,0.2286,55.5,0.0111706,less than 120.191
4000.0,12.3,0.1016,55.5,0.0368233,less than 120.191
2500.0,15.4,0.0508,55.5,0.0271925,between 120.191 and 125.721
500.0,11.2,0.0508,39.6,0.0150478,greater than 129.9955
20000.0,0.0,0.0254,71.3,0.000400682,between 120.191 and 125.721
400.0,22.2,0.0254,39.6,0.0229028,between 120.191 and 125.721
2500.0,8.4,0.0508,71.3,0.00529514,greater than 129.9955
3150.0,0.0,0.0508,31.7,0.000812164,greater than 129.9955
12500.0,4.8,0.0254,39.6,0.00449821,between 120.191 and 125.721
1000.0,4.8,0.0254,31.7,0.000930789,between 120.191 and 125.721
2000.0,0.0,0.0254,55.5,0.00041229,between 125.721 and 129.9955
5000.0,9.5,0.0254,71.3,0.0121808,between 125.721 and 129.9955
1600.0,19.7,0.0508,71.3,0.0341183,between 120.191 and 125.721
8000.0,8.4,0.1524,55.5,0.00909175,less than 120.191
2500.0,0.0,0.3048,39.6,0.00401199,between 125.721 and 129.9955
4000.0,12.6,0.1016,71.3,0.0165706,less than 120.191
2000.0,9.9,0.1524,39.6,0.0233328,less than 120.191
630.0,7.3,0.2286,55.5,0.0111706,between 125.721 and 129.9955
2000.0,6.7,0.1016,39.6,0.00578076,greater than 129.9955
4000.0,2.0,0.0254,71.3,0.000848633,greater than 129.9955
1250.0,5.3,0.2286,55.5,0.00614329,between 125.721 and 129.9955
6300.0,0.0,0.1524,71.3,0.00131983,greater than 129.9955
1000.0,8.4,0.3048,39.6,0.00909175,between 120.191 and 125.721
6300.0,3.0,0.1016,55.5,0.00251435,between 120.191 and 125.721
500.0,17.4,0.1016,31.7,0.036484,between 125.721 and 129.9955
3150.0,7.2,0.1524,71.3,0.0150478,less than 120.191
4000.0,9.9,0.2286,39.6,0.0208438,less than 120.191
6300.0,8.4,0.0508,71.3,0.00076193,between 120.191 and 125.721
630.0,9.9,0.1016,71.3,0.012375975,greater than 129.9955
315.0,19.7,0.2286,55.5,0.0408268,less than 120.191
3150.0,0.0,0.0254,71.3,0.000873218,between 125.721 and 129.9955
2000.0,2.0,0.3048,71.3,0.00283081,less than 120.191
2500.0,12.3,0.1524,71.3,0.0165706,less than 120.191
2000.0,8.9,0.1016,55.5,0.0124596,between 120.191 and 125.721
630.0,3.3,0.1524,39.6,0.00580776,between 125.721 and 129.9955
6300.0,7.3,0.1524,55.5,0.00876415,greater than 129.9955
2000.0,6.7,0.1524,39.6,0.00578076,between 120.191 and 125.721
1600.0,0.0,0.2286,39.6,0.00146332,greater than 129.9955
6300.0,3.0,0.1524,55.5,0.00485029,less than 120.191
3150.0,0.0,0.2286,31.7,0.00150092,less than 120.191
4000.0,5.3,0.1016,55.5,0.0104404,greater than 129.9955
1250.0,0.0,0.1524,71.3,0.00313525,between 125.721 and 129.9955
3150.0,12.6,0.0254,55.5,0.00076193,less than 120.191
630.0,8.9,0.1524,71.3,0.012375975,between 120.191 and 125.721
2000.0,0.0,0.1524,39.6,0.00310138,less than 120.191
6300.0,5.4,0.1524,55.5,0.00452492,between 120.191 and 125.721
8000.0,7.2,0.1524,71.3,0.0103088,less than 120.191
2000.0,8.4,0.2286,71.3,0.0233328,greater than 129.9955
6300.0,5.3,0.1524,39.6,0.00485029,between 125.721 and 129.9955
315.0,4.0,0.1016,55.5,0.00592927,between 125.721 and 129.9955
