frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
2500.0,6.8,0.1524,55.5,0.00314549,between 125.721 and 129.9955
630.0,11.9,0.0508,71.3,0.00219185,greater than 129.9955
315.0,0.0,0.2286,39.6,0.00219185,between 120.191 and 125.721
1600.0,12.3,0.1016,55.5,0.0271925,between 125.721 and 129.9955
250.0,12.7,0.1016,31.7,0.00461377,less than 120.191
5000.0,3.0,0.3048,39.6,0.00253511,between 125.721 and 129.9955
6300.0,0.0,0.0508,71.3,0.000740478,greater than 129.9955
800.0,8.9,0.1016,39.6,0.00150092,between 120.191 and 125.721
2500.0,8.4,0.1524,39.6,0.0027238,between 125.721 and 129.9955
3150.0,11.2,0.2286,55.5,0.00478288,greater than 129.9955
1600.0,7.3,0.1524,71.3,0.00313525,between 120.191 and 125.721
400.0,6.7,0.1016,71.3,0.01062295,greater than 129.9955
2000.0,0.0,0.3048,31.7,0.00202822,between 125.721 and 129.9955
1250.0,5.4,0.1524,55.5,0.0130253,between 120.191 and 125.721
8000.0,7.2,0.1524,71.3,0.00243851,less than 120.191
1000.0,3.65,0.1016,71.3,0.0111706,between 125.721 and 129.9955
315.0,0.0,0.2286,31.7,0.00253511,between 120.191 and 125.721
4000.0,9.5,0.0508,71.3,0.00346574,greater than 129.9955
1600.0,5.4,0.1016,39.6,0.00401199,between 125.721 and 129.9955
1250.0,15.4,0.1016,55.5,0.00401199,between 120.191 and 125.721
6300.0,0.0,0.2286,71.3,0.00150092,greater than 129.9955
2500.0,0.0,0.1524,39.6,0.000428464,between 125.721 and 129.9955
250.0,9.5,0.1524,55.5,0.0271925,greater than 129.9955
2500.0,3.3,0.3048,71.3,0.0150478,between 125.721 and 129.9955
630.0,2.0,0.1524,71.3,0.00401199,between 120.191 and 125.721
630.0,3.65,0.1016,55.5,0.00150092,greater than 129.9955
315.0,5.203125,0.0508,71.3,0.0027238,between 120.191 and 125.721
1600.0,0.0,0.2286,71.3,0.00202822,greater than 129.9955
6300.0,12.3,0.1016,39.6,0.0150478,between 125.721 and 129.9955
6300.0,0.0,0.1524,71.3,0.0408268,between 120.191 and 125.721
315.0,11.9,0.1016,55.5,0.0111706,greater than 129.9955
8000.0,5.203125,0.0508,71.3,0.00401199,less than 120.191
