frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
2500.0,11.2,0.1524,71.3,0.01,between 125.721 and 129.9955
2000.0,4.8,0.0508,55.5,0.005,greater than 129.9955
3150.0,0.0,0.2286,39.6,0.003,less than 120.191
1000.0,5.3,0.1016,71.3,0.012,between 120.191 and 125.721
400.0,9.9,0.0254,31.7,0.008,between 125.721 and 129.9955
8000.0,7.3,0.1524,39.6,0.015,less than 120.191
200.0,0.0,0.3048,55.5,0.001,greater than 129.9955
6300.0,12.6,0.1016,71.3,0.018,between 125.721 and 129.9955
1200.0,3.3,0.2286,71.3,0.009,between 125.721 and 129.9955
16000.0,1.5,0.0254,39.6,0.002,less than 120.191
3150.0,11.2,0.0508,39.6,0.014,greater than 129.9955
2500.0,9.5,0.1524,55.5,0.017,between 120.191 and 125.721
2000.0,5.4,0.1016,71.3,0.01,greater than 129.9955
630.0,5.3,0.2286,31.7,0.007,between 125.721 and 129.9955
1000.0,7.2,0.1524,39.6,0.011,less than 120.191
1250.0,12.3,0.1016,55.5,0.016,between 120.191 and 125.721
4000.0,4.8,0.0254,71.3,0.006,greater than 129.9955
10000.0,0.0,0.3048,71.3,0.003,less than 120.191
6300.0,0.0,0.0508,39.6,0.001,between 125.721 and 129.9955
2000.0,3.3,0.1016,39.6,0.005,greater than 129.9955
3150.0,0.0,0.1524,55.5,0.004,between 125.721 and 129.9955
800.0,9.9,0.2286,71.3,0.018,less than 120.191
630.0,8.9,0.1016,39.6,0.01,greater than 129.9955
2000.0,5.3,0.2286,39.6,0.009,less than 120.191
6300.0,7.2,0.1524,39.6,0.013,less than 120.191
400.0,22.2,0.0254,71.3,0.018,between 125.721 and 129.9955
1000.0,4.0,0.3048,71.3,0.012,greater than 129.9955
2500.0,0.0,0.2286,31.7,0.007,between 120.191 and 125.721
630.0,2.0,0.2286,55.5,0.005,between 125.721 and 129.9955
4000.0,0.0,0.1016,31.7,0.004,between 125.721 and 129.9955
10000.0,1.5,0.3048,39.6,0.009,less than 120.191
2000.0,0.0,0.0254,55.5,0.003,greater than 129.9955
3150.0,11.2,0.0508,71.3,0.012,greater than 129.9955
2000.0,9.9,0.1524,55.5,0.015,less than 120.191
6300.0,0.0,0.0254,39.6,0.002,greater than 129.9955
16000.0,0.0,0.0254,31.7,0.001,between 120.191 and 125.721
5000.0,7.3,0.2286,39.6,0.014,less than 120.191
630.0,5.4,0.1524,71.3,0.01,between 125.721 and 129.9955
2500.0,15.4,0.0508,71.3,0.018,between 125.721 and 129.9955
2500.0,8.4,0.0508,71.3,0.011,greater than 129.9955
1000.0,17.4,0.0254,55.5,0.016,between 125.721 and 129.9955
6300.0,7.3,0.1524,39.6,0.013,less than 120.191
2500.0,0.0,0.2286,39.6,0.008,between 120.191 and 125.721
630.0,5.3,0.1016,39.6,0.009,greater than 129.9955
6300.0,0.0,0.1016,71.3,0.015,greater than 129.9955
2000.0,0.0,0.0508,55.5,0.005,greater than 129.9955
3150.0,0.0,0.2286,39.6,0.006,between 125.721 and 129.9955
1000.0,4.8,0.1524,71.3,0.012,between 125.721 and 129.9955
630.0,8.9,0.1524,71.3,0.014,less than 120.191
4000.0,0.0,0.0254,71.3,0.007,between 120.191 and 125.721
1000.0,4.0,0.3048,39.6,0.011,greater than 129.9955
6300.0,11.2,0.1524,71.3,0.018,less than 120.191
630.0,2.0,0.1524,55.5,0.008,between 125.721 and 129.9955
630.0,9.9,0.2286,71.3,0.016,between 125.721 and 129.9955
2000.0,0.0,0.1016,71.3,0.012,greater than 129.9955
3150.0,0.0,0.1016,55.5,0.007,greater than 129.9955
2000.0,3.3,0.2286,71.3,0.014,less than 120.191
6300.0,7.3,0.1524,71.3,0.018,less than 120.191
3150.0,7.2,0.1524,71.3,0.016,greater than 129.9955
2000.0,9.9,0.1524,71.3,0.014,less than 120.191
630.0,8.4,0.1524,71.3,0.013,between 125.721 and 129.9955
3150.0,11.2,0.1524,55.5,0.0132672,between 125.721 and 129.9955
2000.0,7.3,0.1016,71.3,0.00578076,less than 120.191
6300.0,3.3,0.2286,39.6,0.00245138,greater than 129.9955
