frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
4000.0,8.275,0.1524,55.5,0.00401199,between 125.721 and 129.9955
6300.0,0.0,0.1016,39.6,0.00245138,greater than 129.9955
630.0,5.4,0.0254,71.3,0.00131983,between 120.191 and 125.721
630.0,0.0,0.3048,39.6,0.0014274475,between 125.721 and 129.9955
6300.0,12.3,0.2286,71.3,0.000791822,between 125.721 and 129.9955
1250.0,3.3,0.1016,55.5,0.0123481,between 120.191 and 125.721
1250.0,0.0,0.1524,39.6,0.00798021475,less than 120.191
630.0,11.2,0.0508,39.6,0.0150478,greater than 129.9955
3150.0,5.4,0.2286,55.5,0.00310138,between 125.721 and 129.9955
2500.0,0.0,0.0254,71.3,0.00401199,between 125.721 and 129.9955
1250.0,3.65,0.1016,55.5,0.00245138,greater than 129.9955
6300.0,3.3,0.0254,71.3,0.0121808,between 120.191 and 125.721
6300.0,0.0,0.3048,39.6,0.0123481,between 125.721 and 129.9955
6300.0,12.3,0.0508,55.5,0.00473801,between 120.191 and 125.721
1250.0,0.0,0.3048,39.6,0.000791822,less than 120.191
2500.0,3.65,0.1524,71.3,0.00798021475,greater than 129.9955
