frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
5000.0,8.525,0.1016,48.525,0.009798415,greater than 129.9955
630.0,5.3625,0.1524,39.6,0.008228381,greater than 129.9955
2500.0,0.0,0.3048,71.3,0.0026766275,between 125.721 and 129.9955
2000.0,2.7,0.2286,55.5,0.00401199,between 125.721 and 129.9955
315.0,12.7,0.0508,39.6,0.0027238,less than 120.191
1000.0,6.7,0.1016,71.3,0.00752039,between 125.721 and 129.9955
1600.0,11.2,0.1524,39.6,0.0130253,greater than 129.9955
4000.0,8.9,0.0254,31.7,0.000791822,between 120.191 and 125.721
3150.0,3.0,0.2286,55.5,0.0111706,between 120.191 and 125.721
2500.0,5.4,0.0508,71.3,0.00478288,between 125.721 and 129.9955
2000.0,0.0,0.3048,39.6,0.0124596,greater than 129.9955
250.0,7.3,0.1016,39.6,0.00544854,less than 120.191
8000.0,2.7,0.1524,71.3,0.00310138,between 125.721 and 129.9955
5000.0,12.3,0.3048,55.5,0.009798415,greater than 129.9955
1600.0,6.050000000000001,0.2286,39.6,0.00253511,between 125.721 and 129.9955
4000.0,8.4,0.1524,71.3,0.0114928499999999,between 120.191 and 125.721
