frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
2500.0,8.9,0.1524,39.6,0.0124596,greater than 129.9955
4000.0,11.2,0.0508,71.3,0.014072,greater than 129.9955
315.0,2.0,0.3048,55.5,0.00579636,greater than 129.9955
1000.0,12.3,0.1016,39.6,0.0368233,greater than 129.9955
8000.0,3.3,0.0254,71.3,0.00245138,less than 120.191
1600.0,9.9,0.2286,71.3,0.0111706,between 125.721 and 129.9955
1250.0,19.7,0.1016,71.3,0.0341183,greater than 129.9955
630.0,8.4,0.1524,39.6,0.00909175,between 125.721 and 129.9955
3150.0,5.3,0.3048,71.3,0.00495741,less than 120.191
8000.0,0.0,0.1016,71.3,0.00121072,between 120.191 and 125.721
315.0,5.4,0.0254,71.3,0.00401199,greater than 129.9955
1600.0,17.4,0.1016,39.6,0.0124596,between 120.191 and 125.721
4000.0,3.0,0.1524,71.3,0.00452492,greater than 129.9955
1000.0,4.8,0.1016,39.6,0.00579636,between 125.721 and 129.9955
2500.0,7.3,0.2286,39.6,0.0111706,between 125.721 and 129.9955
1250.0,12.3,0.3048,71.3,0.00579636,between 120.191 and 125.721
250.0,9.5,0.1524,55.5,0.00251435,between 125.721 and 129.9955
10000.0,1.5,0.3048,39.6,0.00336729,less than 120.191
315.0,4.0,0.1524,39.6,0.00909175,between 120.191 and 125.721
800.0,2.0,0.1016,71.3,0.00121072,between 120.191 and 125.721
10000.0,3.3,0.1016,71.3,0.00202822,greater than 129.9955
1600.0,11.2,0.0254,71.3,0.014072,greater than 129.9955
5000.0,17.4,0.1016,39.6,0.0124596,less than 120.191
4000.0,8.4,0.1016,71.3,0.00529514,greater than 129.9955
3150.0,15.4,0.2286,39.6,0.0271925,between 120.191 and 125.721
1000.0,12.7,0.1016,71.3,0.0123481,between 125.721 and 129.9955
2500.0,4.0,0.1524,71.3,0.00245138,greater than 129.9955
630.0,1.5,0.3048,71.3,0.00497773,between 125.721 and 129.9955
4000.0,19.7,0.0508,39.6,0.0282593,less than 120.191
2500.0,17.4,0.2286,55.5,0.016104,greater than 129.9955
1600.0,8.9,0.3048,55.5,0.0042862,greater than 129.9955
1000.0,7.2,0.1524,55.5,0.00909175,between 125.721 and 129.9955
1000.0,2.0,0.1524,31.7,0.00251435,between 120.191 and 125.721
1000.0,8.4,0.0508,71.3,0.0104404,greater than 129.9955
800.0,0.0,0.1524,39.6,0.00146332,between 120.191 and 125.721
5000.0,9.5,0.0254,71.3,0.00420654,between 125.721 and 129.9955
800.0,17.4,0.1524,71.3,0.016104,between 120.191 and 125.721
250.0,4.8,0.1524,55.5,0.00294804,greater than 129.9955
3150.0,3.0,0.0254,39.6,0.00202822,between 125.721 and 129.9955
630.0,2.7,0.3048,71.3,0.00495741,less than 120.191
8000.0,1.5,0.1524,71.3,0.0015988,less than 120.191
3150.0,17.4,0.508,71.3,0.0166632,between 120.191 and 125.721
315.0,0.0,0.0254,71.3,0.000400682,greater than 129.9955
1600.0,8.9,0.0254,55.5,0.0051942,greater than 129.9955
4000.0,7.3,0.3048,55.5,0.00909175,greater than 129.9955
8000.0,19.7,0.1524,71.3,0.0282593,between 120.191 and 125.721
630.0,5.4,0.1016,71.3,0.00579636,greater than 129.9955
1000.0,3.0,0.2286,71.3,0.00452492,greater than 129.9955
3150.0,1.5,0.3048,39.6,0.00392107,between 120.191 and 125.721
8000.0,9.5,0.1524,71.3,0.00614329,greater than 129.9955
4000.0,4.0,0.0254,39.6,0.00193287,between 120.191 and 125.721
1000.0,12.7,0.1524,71.3,0.0104404,between 120.191 and 125.721
3150.0,8.9,0.1016,39.6,0.0123481,between 120.191 and 125.721
4000.0,2.7,0.25,71.3,0.000907475,greater than 129.9955
2500.0,11.2,0.1524,39.6,0.0130253,between 125.721 and 129.9955
8000.0,3.3,0.1524,39.6,0.00245138,less than 120.191
1600.0,0.0,0.5,71.3,0.00146332,between 125.721 and 129.9955
630.0,2.0,0.1016,55.5,0.00131983,greater than 129.9955
3150.0,7.2,0.1016,71.3,0.00579636,greater than 129.9955
1000.0,17.4,0.1524,71.3,0.016104,between 125.721 and 129.9955
630.0,7.3,0.2286,39.6,0.0124596,between 120.191 and 125.721
4000.0,19.7,0.1524,71.3,0.0282593,between 125.721 and 129.9955
8000.0,12.3,0.3048,71.3,0.00579636,between 120.191 and 125.721
8000.0,1.5,0.1524,39.6,0.00336729,between 125.721 and 129.9955
250.0,11.2,0.1524,39.6,0.0124596,between 125.721 and 129.9955
3150.0,3.3,0.3048,71.3,0.00495741,less than 120.191
5000.0,8.4,0.1524,39.6,0.00909175,between 120.191 and 125.721
10000.0,4.0,0.1524,71.3,0.00245138,less than 120.191
3150.0,3.0,0.1524,71.3,0.00202822,greater than 129.9955
