frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
1000.0,11.5,0.1016,71.3,0.00814286,between 120.191 and 125.721
2500.0,2.9,0.1524,55.5,0.00302198,between 125.721 and 129.9955
2000.0,8.1,0.2286,71.3,0.012549,greater than 129.9955
630.0,4.2,0.0254,39.6,0.00103643,between 125.721 and 129.9955
1250.0,6.7,0.3048,39.6,0.00639604,less than 120.191
10000.0,5.4,0.1016,71.3,0.00485029,less than 120.191
3150.0,9.9,0.1524,55.5,0.0132672,between 125.721 and 129.9955
4000.0,15.6,0.0508,71.3,0.0183159,greater than 129.9955
630.0,10.1,0.1524,39.6,0.0101235,between 120.191 and 125.721
1000.0,3.9,0.1016,55.5,0.00266337,greater than 129.9955
1600.0,7.3,0.1016,71.3,0.00529514,less than 120.191
1250.0,2.0,0.1524,55.5,0.00202822,between 125.721 and 129.9955
250.0,17.4,0.3048,71.3,0.0241237,greater than 129.9955
630.0,6.3,0.0254,39.6,0.00336729,between 120.191 and 125.721
2500.0,12.6,0.1524,55.5,0.00756337,greater than 129.9955
2000.0,8.4,0.2286,39.6,0.014072,between 120.191 and 125.721
8000.0,4.8,0.1524,71.3,0.00566229,less than 120.191
3150.0,11.2,0.0254,39.6,0.00614329,between 125.721 and 129.9955
5000.0,5.3,0.3048,55.5,0.00814286,less than 120.191
1600.0,2.7,0.1016,39.6,0.00245138,greater than 129.9955
6300.0,9.5,0.2286,55.5,0.0130253,between 120.191 and 125.721
630.0,22.2,0.1524,71.3,0.026791,greater than 129.9955
315.0,15.4,0.0254,39.6,0.0123481,between 125.721 and 129.9955
630.0,5.4,0.3048,55.5,0.00639604,greater than 129.9955
1250.0,6.9,0.1524,39.6,0.00756337,less than 120.191
1000.0,10.1,0.2286,71.3,0.0132672,greater than 129.9955
4000.0,7.3,0.1016,55.5,0.00931955,between 120.191 and 125.721
5000.0,8.1,0.1524,71.3,0.00529514,less than 120.191
3150.0,19.7,0.0508,71.3,0.0233328,between 120.191 and 125.721
6300.0,5.4,0.0254,55.5,0.00639604,between 120.191 and 125.721
630.0,6.7,0.1016,71.3,0.00614329,between 120.191 and 125.721
6300.0,2.9,0.2286,71.3,0.00336729,greater than 129.9955
10000.0,4.2,0.1524,71.3,0.00266337,less than 120.191
800.0,5.3,0.0508,71.3,0.00202822,between 125.721 and 129.9955
3150.0,6.3,0.1016,39.6,0.00566229,between 125.721 and 129.9955
800.0,11.2,0.1524,71.3,0.0183159,between 125.721 and 129.9955
400.0,3.9,0.0254,55.5,0.00245138,between 125.721 and 129.9955
6300.0,5.4,0.1524,55.5,0.014072,between 125.721 and 129.9955
315.0,8.9,0.1016,71.3,0.0154878,between 125.721 and 129.9955
4000.0,2.0,0.0254,55.5,0.00152689,greater than 129.9955
6300.0,19.7,0.1524,55.5,0.0274113,between 125.721 and 129.9955
6300.0,11.5,0.0254,71.3,0.0111706,greater than 129.9955
315.0,8.1,0.1524,39.6,0.00931955,between 125.721 and 129.9955
1250.0,15.4,0.2286,39.6,0.018791,less than 120.191
6300.0,8.4,0.0508,55.5,0.00756337,between 120.191 and 125.721
2500.0,9.5,0.0254,55.5,0.0124596,between 125.721 and 129.9955
800.0,18.4,0.1016,71.3,0.0229028,between 125.721 and 129.9955
3150.0,9.5,0.1524,71.3,0.0110363,greater than 129.9955
4000.0,0.0,0.3048,39.6,0.000740478,between 120.191 and 125.721
5000.0,3.0,0.1524,71.3,0.00497773,less than 120.191
250.0,4.2,0.2286,55.5,0.0124596,greater than 129.9955
6300.0,3.9,0.0254,71.3,0.00529514,between 120.191 and 125.721
3150.0,0.0,0.1524,71.3,0.00392107,greater than 129.9955
5000.0,4.8,0.1016,71.3,0.00452492,greater than 129.9955
8000.0,17.4,0.0508,55.5,0.0132672,between 120.191 and 125.721
2000.0,11.2,0.1016,71.3,0.0073248,between 125.721 and 129.9955
630.0,7.3,0.1524,39.6,0.0098542,greater than 129.9955
4000.0,4.8,0.0508,71.3,0.001654,less than 120.191
1000.0,17.4,0.0254,55.5,0.01346,between 120.191 and 125.721
315.0,3.3,0.3048,39.6,0.00518,between 125.721 and 129.9955
10000.0,0.0,0.1524,71.3,0.002663,between 120.191 and 125.721
250.0,8.9,0.2286,71.3,0.0165,greater than 129.9955
6300.0,5.3,0.1016,39.6,0.0109,less than 120.191
2500.0,9.5,0.1524,55.5,0.00401,between 120.191 and 125.721
