LATITUDE,LONGITUDE,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.694133,-80.394729,7089.0,1982.0,12960.0,10394.9,39474.7,2017.2,62134.8,39445.7,7341.0,32,0,10,3,less than 235000.0
25.821926,-80.275429,9876.0,2448.0,4200.0,6011.5,28311.9,1181.8,45173.9,45173.9,10046.9,28,0,5,4,between 235000.0 and 310000.0
25.552129,-80.443101,3800.0,1102.0,840.0,2165.9,20660.5,2707.9,89232.2,55536.5,2461.5,16,0,4,2,less than 235000.0
25.746499,-80.329819,11880.0,3021.0,28800.0,9814.0,45195.7,3131.8,53847.8,26941.6,11470.9,19,0,8,5,greater than 428000.0
25.857491,-80.232955,7800.0,1623.0,2520.0,4302.2,26121.1,5649.2,41792.8,37469.1,6905.5,34,0,2,3,between 235000.0 and 310000.0
25.695202,-80.411395,8400.0,2001.0,960.0,14399.3,36419.3,19129.8,133530.6,82411.3,4930.1,15,0,7,2,less than 235000.0
25.623355,-80.454721,5800.0,1708.0,2320.0,10022.6,29241.9,2813.3,106419.8,64545.5,2014.6,22,0,3,4,between 235000.0 and 310000.0
25.783191,-80.258191,10400.0,2500.0,16800.0,6128.1,24559.3,1354.8,50381.2,42255.5,9607.8,18,0,11,4,between 310000.0 and 428000.0
25.938011,-80.189191,9200.0,1832.0,2000.0,5047.2,20019.2,2012.9,37350.9,37350.9,8084.6,35,0,9,2,less than 235000.0
25.715141,-80.301981,14000.0,3400.0,52800.0,3946.3,13848.2,4000.4,51471.9,11017.4,19488.4,8,0,1,5,greater than 428000.0
25.501651,-80.450011,4600.0,1201.0,1000.0,2361.6,25441.6,26281.6,130861.1,78461.9,4663.3,12,0,8,3,less than 235000.0
25.758511,-80.361171,8800.0,2202.0,2640.0,9119.9,36480.8,1838.8,52349.8,28451.8,10449.6,17,0,6,4,between 235000.0 and 310000.0
25.678211,-80.281941,12200.0,2800.0,24000.0,5404.1,29418.5,2470.6,45730.2,45730.2,9330.2,20,0,5,4,between 310000.0 and 428000.0
25.862171,-80.208411,9600.0,1942.0,2200.0,5768.4,22189.1,2019.4,41390.1,41390.1,7610.4,30,0,12,3,less than 235000.0
25.693191,-80.335111,10080.0,2403.0,1200.0,12342.9,35028.2,28731.1,62729.5,34619.5,12379.8,23,0,1,4,between 235000.0 and 310000.0
25.734171,-80.400871,7800.0,1803.0,1680.0,10919.8,54027.6,29151.9,75136.9,42156.6,10838.1,10,0,9,3,less than 235000.0
25.845531,-80.193171,11200.0,2700.0,4400.0,4595.5,19358.3,1019.2,44609.8,44609.8,8244.9,36,0,11,2,less than 235000.0
25.654191,-80.444191,5200.0,1414.0,1200.0,1941.9,26318.8,27559.8,130292.4,80541.4,2452.9,14,0,7,4,between 235000.0 and 310000.0
